Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
transdermal,,,authorised,ema,approved,30.05.2002,2002,pregnancy and childbirth,evra-epar-scientific-discussion_en.pdf,peptides and proteins,evra,female contraception,<contraception>,no,female contraception,not reported,,not reported,,ethinyl estradiol and norelgestromin,yes,no,patch,,,EMA
oral,12.04.2020,2020,authorised,ema,approved,24.06.2021,2021,"diseases of the blood and blood-forming organs; endocrine, nutritional, and metabolic diseases",evrenzo-epar-public-assessment-report_en.pdf,small molecule,evrenzo,evrenzo is indicated for treatment of anaemia in adult patients with chronic kidney disease (ckd),<anemia>; <chronic kidney disease>,no,evrenzo is indicated for treatment of anaemia in adult patients with chronic kidney disease (ckd),<anemia>; <chronic kidney disease>,astellas pharma europe b.v.,astellas,ema/393136/2021,roxadustat,no,no,tablet,emea/h/c/004871/0000,na,EMA
oral,21.07.2020,2020,authorised,ema,approved,25.02.2021,2021,diseases of the nervous system,evrysdi-epar-public-assessment-report_en.pdf,small molecule,evrysdi,treatment of spinal muscular atrophy (sma),<spinal muscular atrophy>,no,treatment of spinal muscular atrophy (sma),<spinal muscular atrophy>,roche registration gmbh,roche,ema/216061/2021,risdiplam,no,yes,powder,emea/h/c/005145/0000,na,EMA
intramuscular,14.03.2022,2022,authorised,ema,approved,24.03.2022,2022,infectious and parasitic diseases,evusheld-epar-public-assessment-report_en.pdf,biologics,evusheld,prophylaxis of covid-19 in adults 18 years of age and older,<covid-19>,no,prophylaxis of covid-19 in adults 18 years of age and older,<covid-19>,astrazeneca ab,astrazeneca,ema/205600/2022,tixagevimab + cilgavimab,no,no,solution,emea/h/c/005788/0000,na,EMA
oral,03.03.2008,2008,withdrawn,ema,approved,19.02.2009,2009,diseases of the nervous system,exalief-epar-public-assessment-report_en.pdf,small molecule,exalief,adjunctive therapy in adults with partial-onset seizures with or without secondary generalisation,<seizures>,no,adjunctive therapy in adults with partial-onset seizures with or without secondary generalisation,<seizures>,"bial - portela & ca, s.a.",bial,ema/135697/2009,eslicarbazepine acetate,no,no,tablet,emea/h/c/000987,na,EMA
intravenous,11.11.2022,2022,authorised,ema,approved,25.01.2024,2024,infectious and parasitic diseases; diseases of the respiratory system,exblifep-epar-public-assessment-report_en.pdf,small molecule,exblifep,"complicated urinary tract infections (including pyelonephritis); hospital-acquired pneumonia (hap), including ventilator associated pneumonia (vap); treatment of patients with bacteraemia that occurs in association with or is suspected to be associated with any of the infections listed above; infections due to aerobic gram-negative organisms in adults with limited treatment options","<urinary tract infections>; <pyelonephritis>; <pneumonia, hospital-acquired>; <pneumonia, ventilator-associated>; <bacteremia>",no,"complicated urinary tract infections (including pyelonephritis); hospital-acquired pneumonia (hap), including ventilator associated pneumonia (vap); treatment of patients with bacteraemia that occurs in association with or is suspected to be associated with any of the infections listed above; infections due to aerobic gram-negative organisms in adults with limited treatment options","<urinary tract infections>; <pyelonephritis>; <pneumonia, ventilator-associated>; <pneumonia, bacterial>; <bacteremia>",advanz pharma limited,advanz,ema/63929/2024,cefepime / enmetazobactam,no,no,powder,emea/h/c/005431/0000,na,EMA
oral,,,authorised,ema,approved,,2007,diseases of the circulatory system,exforge-epar-scientific-discussion_en.pdf,small molecule,exforge,treatment of essential hypertension in patients whose blood pressure is not adequately controlled on amlodipine or valsartan monotherapy,<hypertension>,no,treatment of essential hypertension in patients whose blood pressure is not adequately controlled on amlodipine or valsartan monotherapy,<hypertension>,,not reported,ema/000000/2007,amlodipine besylate and valsartan,yes,no,tablet,emea/h/c/000000,chmp,EMA
oral,04.09.2008,2008,authorised,ema,approved,23.07.2009,2009,diseases of the circulatory system,exforge-hct-epar-public-assessment-report_en.pdf,small molecule,exforge hct,"treatment of essential hypertension as substitution therapy in adult patients whose blood pressure is adequately controlled on the combination of amlodipine, valsartan and hydrochlorothiazide (hct), taken either as three single-component formulations or as a dual-component and a single-component formulation.",<hypertension>,no,"treatment of essential hypertension. exforge hct is indicated as replacement therapy in patients whose blood pressure is adequately controlled on amlodipine, valsartan and hydrochlorothiazide (hct) used as individual or combination therapies.",<hypertension>,novartis europharm limited,novartis,,amlodipine besylate / valsartan / hydrochlorothiazide,yes,no,tablet,emea/h/c/001068,,EMA
oral,,,authorised,ema,approved,02.11.2005,2005,diseases of the blood and blood-forming organs,exjade-epar-scientific-discussion_en.pdf,small molecule,exjade,treatment of chronic iron overload due to frequent blood transfusions (≥7 ml/kg/month of packed red blood cells) in patients with beta thalassaemia major aged 6 years and older,<beta-thalassemia>,no,treatment of chronic iron overload due to blood transfusion (transfusional haemosiderosis) in adult and paediatric patients (aged 2 years and over),<transfusional hemosiderosis>,novartis europharm,novartis,ema/000670/2006,deferasirox,no,no,tablet,emea/h/c/000670,na,EMA
,24.05.2019,2019,authorised,ema,approved,17.09.2020,2020,diseases of the nervous system,exparel-liposomal-epar-public-assessment-report_en.pdf,small molecule,exparel liposomal,for prolonged acute pain management and reduction in need for opioids in adults compared to immediate release (ir) bupivacaine,not reported,no,for prolonged acute pain management and reduction in need for opioids in adults compared to immediate release (ir) bupivacaine,not reported,pacira ireland limited,pacira,ema/528272/2020,bupivacaine,yes,no,dispersion,emea/h/c/004586/0000,,EMA
,04.10.2007,2007,withdrawn,ema,approved,19.03.2008,2008,diseases of the nervous system,extavia-epar-public-assessment-report_en.pdf,biologics,extavia,"treatment of patients with a single demyelinating event with an active inflammatory process, relapsing-remitting multiple sclerosis, and secondary progressive multiple sclerosis with active disease.",<multiple sclerosis>,yes,"treatment of patients with a single demyelinating event with an active inflammatory process, relapsing-remitting multiple sclerosis, and secondary progressive multiple sclerosis with active disease.",<multiple sclerosis>,novartis europharm limited,novartis,,interferon beta-1b,yes,no,powder; solvent,emea/h/c/933,,EMA
oral,06.05.2014,2014,withdrawn,ema,approved,20.11.2014,2014,infectious and parasitic diseases,exviera-epar-public-assessment-report_en.pdf,small molecule,exviera,exviera is indicated in combination with other medicinal products for the treatment of chronic hepatitis c (chc) in adults.,<chronic hepatitis c>,no,exviera is indicated in combination with other medicinal products for the treatment of chronic hepatitis c (chc) in adults.,<chronic hepatitis c>,abbvie ltd.,abbvie,ema/768319/2014,dasabuvir,no,no,tablet,emea/h/c/003837/0000,na,EMA
intravitreal,23.11.2023,2023,authorised,ema,approved,12.12.2024,2024,"diseases of the eye and adnexa; endocrine, nutritional, and metabolic diseases",eydenzelt-epar-public-assessment-report_en.pdf,biologics,eydenzelt,neovascular (wet) age-related macular degeneration (amd); visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo); visual impairment due to diabetic macular oedema (dme); visual impairment due to myopic choroidal neovascularisation (myopic cnv),<macular degeneration>; <retinal vein occlusion>; <diabetic macular edema>; <myopia>,no,neovascular (wet) age-related macular degeneration (amd); visual impairment due to macular oedema secondary to retinal vein occlusion (branch rvo or central rvo); visual impairment due to diabetic macular oedema (dme); visual impairment due to myopic choroidal neovascularisation (myopic cnv),<macular degeneration>; <retinal vein occlusion>; <diabetic macular edema>; <myopia>,celltrion healthcare hungary kft.,celltrion,ema/1268/2025,aflibercept,no,no,solution,emea/h/c/005899/0000,na,EMA
intravitreal,31.05.2011,2011,authorised,ema,approved,20.09.2012,2012,diseases of the eye and adnexa,eylea-epar-public-assessment-report_en.pdf,biologics,eylea,treatment of neovascular (wet) age-related macular degeneration (amd),<macular degeneration>,no,treatment of neovascular (wet) age-related macular degeneration (amd),<macular degeneration>,bayer pharma ag,bayer,ema/646256/2012,aflibercept,no,no,solution,emea/h/c/002392,na,EMA
oral,21.04.2023,2023,authorised,ema,approved,21.03.2024,2024,diseases of the blood and blood-forming organs,fabhalta-public-assessment-report_en.pdf,small molecule,fabhalta,monotherapy in the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh) who have haemolytic anaemia.,<paroxysmal nocturnal hemoglobinuria>,no,"treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh) who have haemolysis with clinical symptom(s), or who are anaemic after treatment with a complement inhibitor.",<paroxysmal nocturnal hemoglobinuria>,novartis europharm limited,novartis,ema/170439/2024,iptacopan,no,yes,capsule,emea/h/c/005764/0000,na,EMA
oral,10.01.2008,2008,withdrawn,ema,approved,18.12.2008,2008,diseases of the musculoskeletal system and connective tissue,fablyn-epar-public-assessment-report_en.pdf,small molecule,fablyn,fablyn is indicated for the treatment of osteoporosis in postmenopausal women at increased risk of fracture.,<osteoporosis>,no,fablyn is indicated for the treatment of osteoporosis in postmenopausal women at increased risk of fracture.,<osteoporosis>,pfizer limited,pfizer,,lasofoxifene,no,no,tablet,emea/h/c/000977,na,EMA
oral,29.07.2019,2019,authorised,ema,approved,23.07.2020,2020,diseases of the nervous system,fampridine-accord-epar-public-assessment-report_en.pdf,small molecule,fampridine accord,improvement of walking in adult patients with multiple sclerosis with walking disability (edss 4-7),<multiple sclerosis>,no,improvement of walking in adult patients with multiple sclerosis with walking disability (edss 4-7),<multiple sclerosis>,accord healthcare s.l.u.,accord,ema/432671/2020,fampridine,yes,no,tablet,emea/h/c/005359/0000,,EMA
oral,23.12.2009,2009,authorised,ema,conditional marketing authorisation,19.05.2011,2011,diseases of the nervous system,fampyra-epar-public-assessment-report_en.pdf,small molecule,fampyra,treatment of adult patients with multiple sclerosis for the improvement of walking ability,<multiple sclerosis>,no,treatment of adult patients with multiple sclerosis for the improvement of walking ability,<multiple sclerosis>,biogen idec ltd.,biogen,ema/555661/2011,fampridine,no,no,tablet,emea/h/c/002097,na,EMA
oral,05.05.2014,2014,authorised,ema,approved,03.07.2015,2015,neoplasms; diseases of the blood and blood-forming organs,farydak-epar-public-assessment-report_en.pdf,small molecule,farydak,"farydak, in combination with bortezomib and dexamethasone, is indicated for the treatment of adult patients with relapsed and/or refractory multiple myeloma who have received at least two prior regimens including bortezomib and an immunomodulatory agent.",<multiple myeloma>,no,"farydak, in combination with bortezomib and dexamethasone, is indicated for the treatment of patients with multiple myeloma who have received at least one prior therapy.",<multiple myeloma>,novartis europharm limited,novartis,ema/chmp/496296/2015,panobinostat,no,yes,capsule,emea/h/c/003725/0000,na,EMA
subcutaneous,24.11.2016,2016,authorised,ema,approved,09.11.2017,2017,diseases of the respiratory system,fasenra-epar-public-assessment-report_en.pdf,biologics,fasenra,add-on maintenance treatment for severe asthma with an eosinophilic phenotype in adult patients,<asthma>,no,add-on maintenance treatment for severe asthma with an eosinophilic phenotype in adult patients,<asthma>,astrazeneca ab,astrazeneca,ema/780390/2017,benralizumab,no,no,solution,emea/h/c/004433/0000,na,EMA
oral,23.04.2018,2018,authorised,ema,approved,31.01.2019,2019,"endocrine, nutritional, and metabolic diseases; neoplasms",febuxostat-krka-epar-public-assessment-report_en.pdf,small molecule,febuxostat krka,treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred; prevention and treatment of hyperuricaemia in adult patients undergoing chemotherapy for haematologic malignancies at intermediate to high risk of tumor lysis syndrome (tls).,<hyperuricemia>; <hematologic neoplasms>; <tumor lysis syndrome>,no,treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred; prevention and treatment of hyperuricaemia in adult patients undergoing chemotherapy for haematologic malignancies at intermediate to high risk of tumor lysis syndrome (tls).,<hyperuricemia>; <tumor lysis syndrome>,"krka, d.d., novo mesto",krka,ema/123663/2019,febuxostat,yes,no,tablet,emea/h/c/004773/0000,,EMA
