Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
intravenous,09.10.2015,2015,authorised,approved,15.12.2016,2016,Neoplasms; Diseases of the blood and blood-forming organs; Diseases of the musculoskeletal system and connective tissue,truxima-epar-public-assessment-report_en.pdf,Biologics,Truxima,Non-Hodgkin’s lymphoma; Chronic lymphocytic leukaemia; Rheumatoid arthritis; Granulomatosis with polyangiitis and microscopic polyangiitis,"<Non-Hodgkin Lymphoma>; <Leukemia, Lymphocytic, Chronic, B-Cell>; <Arthritis, Rheumatoid>; <Granulomatosis with Polyangiitis>; <Microscopic Polyangiitis>",no,Non-Hodgkin’s lymphoma; Chronic lymphocytic leukaemia; Rheumatoid arthritis; Granulomatosis with polyangiitis and microscopic polyangiitis,"<Non-Hodgkin Lymphoma>; <Leukemia, Lymphocytic, Chronic, B-Cell>; <Arthritis, Rheumatoid>; <Granulomatosis with Polyangiitis>; <Microscopic Polyangiitis>",Celltrion Healthcare Hungary Kft.,Celltrion,EMA/CHMP/75695/2017,rituximab,no,no,solution for injection,EMEA/H/C/004112/0000,NA
oral,Not reported,Not reported,withdrawn,withdrawn,18.10.2012,2012,Diseases of the nervous system,memantine-fgk-withdrawal-assessment-report_en.pdf,Small molecule,Memantine FGK,NA,Not Reported,no,Treatment of patients with moderate to severe Alzheimer’s disease,<Alzheimer Disease>,FGK Representative Service GmbH,FGK,EMA/17269/2013,memantine hydrochloride,yes,no,prolonged-release capsules,EMEA/H/C/002687,NA
Oral,Not reported,Not reported,withdrawn,approved,Not reported,Not reported,Infectious and parasitic diseases,invirase-epar-scientific-discussion_en.pdf,Peptides and proteins,Invirase,Treatment of HIV-1 infected adult patients in combination with ritonavir and other antiretroviral medicinal products,<HIV Infections>,no,Treatment of HIV-1 infected adult patients in combination with antiretroviral nucleoside analogues,<HIV Infections>,Not reported,Not Reported,Not reported,Saquinavir,no,no,Hard gelatine capsule,Not reported,NA
subcutaneous,08.03.2024,2024,authorised,approved,12.12.2024,2024,Diseases of the musculoskeletal system and connective tissue,stoboclo-epar-public-assessment-report_en.pdf,Biologics,Stoboclo,Treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures; Treatment of bone loss associated with hormone ablation in men with prostate cancer at increased risk of fractures; Treatment of bone loss associated with long-term systemic glucocorticoid therapy in adult patients at increased risk of fracture,<Osteoporosis>; <Prostatic Neoplasms>,no,Treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures; Treatment of bone loss associated with hormone ablation in men with prostate cancer at increased risk of fractures; Treatment of bone loss associated with long-term systemic glucocorticoid therapy in adult patients at increased risk of fracture,<Osteoporosis>; <Prostatic Neoplasms>,Celltrion Healthcare Hungary Kft.,Celltrion,EMA/51238/2025,Denosumab,no,no,solution for injection,EMEA/H/C/006156/0000,NA
oral,27.07.2022,2022,authorised,approved,20.07.2023,2023,Neoplasms,orserdu-epar-public-assessment-report_en.pdf,Small molecule,Orserdu,"treatment of postmenopausal women, and men, with oestrogen receptor (ER)-positive, HER2-negative, locally advanced or metastatic breast cancer with an activating ESR1 mutation who have disease progression following at least one line of endocrine therapy including a CDK4/6 inhibitor",<Breast Neoplasms>,no,"treatment of postmenopausal women, and men, with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, advanced or metastatic breast cancer who have progressed following at least one line of endocrine therapy",<Breast Neoplasms>,Stemline Therapeutics B.V.,Stemline,EMA/358130/2023,elacestrant,no,no,film-coated tablet,EMEA/H/C/005898/0000,NA
subcutaneous,07.03.2024,2024,authorised,approved,14.11.2024,2024,Diseases of the musculoskeletal system and connective tissue; Neoplasms,obodence-epar-public-assessment-report_en.pdf,Biologics,Obodence,Treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures; Treatment of bone loss associated with hormone ablation in men with prostate cancer at increased risk of fractures; Treatment of bone loss associated with long-term systemic glucocorticoid therapy in adult patients at increased risk of fracture,<Osteoporosis>; <Prostatic Neoplasms>,no,Treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures; Treatment of bone loss associated with hormone ablation in men with prostate cancer at increased risk of fractures; Treatment of bone loss associated with long-term systemic glucocorticoid therapy in adult patients at increased risk of fracture,<Osteoporosis>; <Prostatic Neoplasms>,Samsung Bioepis NL B.V.,Samsung,EMA/560515/2024,denosumab,yes,no,solution for subcutaneous injection,EMEA/H/C/006424/0000,Not reported
oral,23.06.2016,2016,authorised,approved,28.06.2018,2018,Neoplasms,nerlynx-epar-public-assessment-report_en.pdf,Small molecule,Nerlynx,Nerlynx as a single agent is indicated for the extended adjuvant treatment of adult patients with early-stage HER2-overexpressed/amplified breast cancer at high risk of recurrence (node positive and within 1 year of completion of prior adjuvant trastuzumab based therapy).,<Breast Neoplasms>,no,Nerlynx as a single agent is indicated for the extended adjuvant treatment of adult patients with early-stage HER2-overexpressed/amplified breast cancer who have received prior adjuvant trastuzumab based therapy.,<Breast Neoplasms>,Puma Biotechnology Limited,Puma,EMA/CHMP/525204/2018,neratinib,no,no,film-coated tablet,EMEA/H/C/004030/0000,NA
Intravenous use and subcutaneous use,20.04.2023,2023,authorised,approved,25.04.2024,2024,Diseases of the skin; Diseases of the musculoskeletal system and connective tissue; Diseases of the digestive system,wezenla-epar-public-assessment-report_en.pdf,Biologics,Wezenla,Plaque psoriasis; Paediatric plaque psoriasis; Psoriatic arthritis; Crohn’s disease,<Plaque Psoriasis>; <Psoriatic Arthritis>; <Crohn Disease>,no,Plaque psoriasis; Paediatric plaque psoriasis; Psoriatic arthritis; Crohn’s disease,<Plaque Psoriasis>; <Psoriatic Arthritis>; <Crohn Disease>,Amgen Technology (Ireland) Unlimited Company,Amgen,EMA/228742/2024,Ustekinumab,yes,no,Concentrate for solution for infusion; Solution for injection,EMEA/H/C/006132/0000,Not reported
oral,18.08.2014,2014,authorised,approved,23.04.2015,2015,"Mental and behavioural disorders; Endocrine, nutritional, and metabolic diseases",duloxetine-mylan-epar-public-assessment-report_en.pdf,Small molecule,Duloxetine Mylan,Treatment of major depressive disorder; Treatment of diabetic peripheral neuropathic pain; Treatment of generalised anxiety disorder,"<Depressive Disorder, Major>; <Diabetic Neuropathies>; <Anxiety Disorders>",no,Treatment of major depressive disorder; Treatment of diabetic peripheral neuropathic pain; Treatment of generalised anxiety disorder,"<Depressive Disorder, Major>; <Diabetic Neuropathies>; <Anxiety Disorders>",Generics (UK) Limited,Generics,EMA/CHMP/238550/2015,duloxetine,yes,no,hard gastro-resistant capsules,EMEA/H/C/003981,Not reported
ocular,28.07.2023,2023,authorised,approved,25.07.2024,2024,Diseases of the eye and adnexa,vevizye-epar-public-assessment-report_en.pdf,Small molecule,Vevizye,"Treatment of dry eye disease in adult patients, which has not improved despite treatment with tear substitutes.",<Dry Eye Syndromes>,no,"Treatment of dry eye disease in adult patients, which has not improved despite treatment with tear substitutes.",<Dry Eye Syndromes>,Novaliq GmbH,Novaliq,EMA/439518/2024,ciclosporin,no,no,ophthalmic sterile solution,EMEA/H/C/006250/0000,NA
intramuscular,25.11.2016,2016,authorised,approved,09.11.2017,2017,Neoplasms,fulvestrant-mylan-epar-public-assessment-report_en.pdf,Small molecule,Fulvestrant Mylan,"Fulvestrant is indicated for the treatment of estrogen receptor positive, locally advanced or metastatic breast cancer in postmenopausal women: not previously treated with endocrine therapy, or with disease relapse on or after adjuvant anti-estrogen therapy, or disease progression on antiestrogen therapy.",<Breast Neoplasms>,no,"Fulvestrant is indicated for the treatment of postmenopausal women with estrogen receptor positive, locally advanced or metastatic breast cancer for disease relapse on or after adjuvant anti-estrogen therapy, or disease progression on therapy with an anti-estrogen.",<Breast Neoplasms>,Mylan S.A.S,Mylan,EMA/810299/2017,fulvestrant,yes,no,solution for injection,EMEA/H/C/004649/0000,Not reported
intradermal,Not reported,Not reported,NA,refused,16.07.2021,2021,Neoplasms; Diseases of the nervous system,sitoiganap-withdrawal-assessment-report_en.pdf,Cell and gene therapy,Sitoiganap,NA,Not Reported,no,Treatment of adult patients with recurrent glioma,<Glioma>,Epitopoietic Research Corporation (E.R.C.),Epitopoietic Research,EMA/352570/2022,"autologous glioma tumor cells, inactivated / autologous glioma tumor cell lysates, inactivated / allogeneic glioma tumor cells, inactivated / allogeneic glioma tumor cell lysates, inactivated",yes,yes,cryopreserved cell suspension,EMA/CAT/405449/2021,Not reported
oral,29.07.2019,2019,authorised,approved,23.07.2020,2020,Diseases of the nervous system,fampridine-accord-epar-public-assessment-report_en.pdf,Small molecule,Fampridine Accord,improvement of walking in adult patients with multiple sclerosis with walking disability (EDSS 4-7),<Multiple Sclerosis>,no,improvement of walking in adult patients with multiple sclerosis with walking disability (EDSS 4-7),<Multiple Sclerosis>,Accord Healthcare S.L.U.,Accord,EMA/432671/2020,fampridine,yes,no,prolonged-release tablet,EMEA/H/C/005359/0000,Not reported
oral,30.05.2021,2021,withdrawn,approved,24.02.2022,2022,Diseases of the nervous system,dimethyl-fumarate-polpharma-epar-public-assessment-report_en.pdf,Small molecule,Dimethyl fumarate Polpharma,Treatment of adult patients with relapsing remitting multiple sclerosis,"<Multiple Sclerosis, Relapsing-Remitting>",no,Treatment of adult patients with relapsing remitting multiple sclerosis,"<Multiple Sclerosis, Relapsing-Remitting>",Zaklady Farmaceutyczne Polpharma S.A.,Polpharma,EMA/150754/2022,dimethyl fumarate,yes,no,hard capsules,EMEA/H/C/005955/0000,Not reported
oral,25.05.2022,2022,authorised,conditional marketing authorisation,26.04.2023,2023,Neoplasms; Diseases of the blood and blood-forming organs,jaypirca-epar-public-assessment-report_en.pdf,Small molecule,Jaypirca,monotherapy for the treatment of adult patients with mantle cell lymphoma (MCL) who have been previously treated with a Bruton’s tyrosine kinase (BTK) inhibitor,<Mantle Cell Lymphoma>,no,monotherapy for the treatment of adult patients with mantle cell lymphoma (MCL) who have been previously treated with a Bruton’s tyrosine kinase (BTK) inhibitor,<Mantle Cell Lymphoma>,Eli Lilly Nederland B.V.,Eli Lilly,EMA/308908/2023,pirtobrutinib,no,yes,film-coated tablet,EMEA/H/C/005863/0000,NA
Endotracheopulmonary instillation,18.10.2004,2004,withdrawn,withdrawn,26.07.2006,2006,Diseases of the respiratory system,surfaxin-withdrawal-assessment-report_en.pdf,Peptides and proteins,Surfaxin,NA,Not Reported,no,Prevention and treatment of Respiratory Distress Syndrome in premature infants,"<Respiratory Distress Syndrome, Newborn>",PRA International,PRA,Not reported,"Sinapultide, Dipalmitoylphosphatidylcholine, Palmitoyl-oleoyl phosphatidylglycerol, Palmitic acid",no,yes,Suspension for endotracheopulmonary instillation,EMEA/H/C/625,NA
Subcutaneous,07.03.2013,2013,withdrawn,approved,23.01.2014,2014,"Endocrine, nutritional, and metabolic diseases",eperzan-epar-public-assessment-report_en.pdf,Peptides and proteins,Eperzan,"Treatment of type 2 diabetes mellitus in adults, as an adjunct to diet and exercise to improve glycaemic control",<Type 2 Diabetes Mellitus>,no,"Treatment of type 2 diabetes mellitus in adults, as an adjunct to diet and exercise to improve glycaemic control",<Type 2 Diabetes Mellitus>,GlaxoSmithKline Trading Services Limited,GlaxoSmithKline,EMA/177464/2014,albiglutide,no,no,Powder and solvent for solution for injection in pre-filled pen,EMEA/H/C/002735/0000,NA
intravenous,Not reported,Not reported,authorised,approved,Not reported,Not reported,Neoplasms,yondelis-epar-scientific-discussion_en.pdf,Small molecule,Yondelis,"treatment of patients with advanced soft tissue sarcoma, after failure of anthracyclines and ifosfamide, or who are unsuited to receive these agents",<Soft Tissue Neoplasms>,no,"treatment of patients with advanced soft tissue sarcoma, after failure of anthracyclines and ifosfamide, or who are unsuited to receive these agents",<Soft Tissue Sarcomas>,PharmaMar,PharmaMar,Not reported,trabectedin,no,Not reported,powder for concentrate for solution for infusion,EMEA/H/C/000773,NA
oral,Not reported,Not reported,authorised,approved,Not reported,Not reported,Infectious and parasitic diseases,norvir-epar-scientific-discussion_en.pdf,Peptides and proteins,Norvir,treatment of HIV-1 infected patients with advanced or progressive immunodeficiency,<HIV Infections>,yes,treatment of HIV-1 infected patients with advanced or progressive immunodeficiency,<HIV Infections>,Not reported,Not Reported,Not reported,Ritonavir,no,no,oral solution,Not reported,NA
intravenous,Not reported,Not reported,authorised,approved,Not reported,2006,"Endocrine, nutritional, and metabolic diseases",naglazyme-epar-scientific-discussion_en.pdf,Biologics,Naglazyme,long-term enzyme replacement therapy in patients with a confirmed diagnosis of Mucopolysaccharidosis VI,<Mucopolysaccharidoses>,no,long-term enzyme replacement therapy in patients with a confirmed diagnosis of Mucopolysaccharidosis VI,<Mucopolysaccharidoses>,BioMarin,BioMarin,EMA/000370/2006,galsulfase,no,yes,concentrate for solution for infusion,EMEA/H/C/000370,NA
intramuscular,Not reported,Not reported,NA,refused,15.12.2022,2022,Infectious and parasitic diseases,skycovion-epar-withdrawal-assessment-report_en.pdf,Vaccine,SKYCovion,NA,Not Reported,no,active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 18 years of age and older,<COVID-19>,Not reported,Not Reported,EMA/417990/2023,gbp510,no,no,suspension,EMEA/H/C/005998/0000,NA
oral,27.06.2019,2019,authorised,approved,15.10.2020,2020,Diseases of the immune system,palforzia-epar-public-assessment-report_en.pdf,Other,Palforzia,"Oral immunotherapy for patients aged 4 to 17 years with a confirmed diagnosis of peanut allergy to reduce the incidence and severity of allergic reactions, including anaphylaxis, after exposure to peanut.",<Peanut Hypersensitivity>,no,"Oral immunotherapy for patients aged 4 to 17 years with a confirmed diagnosis of peanut allergy to reduce the incidence and severity of allergic reactions, including anaphylaxis, after exposure to peanut.",<Peanut Hypersensitivity>,Aimmune Therapeutics Ireland Limited,Aimmune,EMA/583336/2020,"defatted powder of Arachis hypogaea L., semen (peanuts)",yes,no,oral powder in sachets or capsules for opening,EMEA/H/C/004917/0000,PDCO
