Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
Subcutaneous,Not reported,Not reported,authorised,approved,16.07.2013,2013,Diseases of the digestive system,auspar-adalimumab-131025.pdf,Biologics,Humira,Treatment of moderate to severe ulcerative colitis in adult patients who have had an inadequate response to conventional therapy or who are intolerant to or have medical contraindications for such therapies.,<Ulcerative Colitis>,yes,Treatment of moderate to severe ulcerative colitis in patients who have had an inadequate response to conventional therapy or who are intolerant to or have medical contraindications for such therapies.,<Ulcerative Colitis>,AbbVie Pty Ltd,AbbVie,"95779, 95780, 127116, 155315, 199410, 199411, 199412",Adalimumab,yes,no,Solution for injection,PM-2012-01954-3-1,Not reported
Subcutaneous,30.11.2017,2017,authorised,approved,21.03.2019,2019,Diseases of the circulatory system,auspar-fondaparinux-200511.pdf,Small molecule,Arixtra,Treatment of unstable angina or non-ST segment elevation myocardial infarction (UA/NSTEMI) in patients for whom urgent (< 120 min) invasive management (PCI) is not indicated; Treatment of ST segment elevation myocardial infarction (STEMI) in patients who are managed with thrombolytics or who initially are to receive no other form of reperfusion therapy,"<Angina, Unstable>; <Myocardial Infarction>",yes,Treatment of unstable angina or non-ST segment elevation myocardial infarction (UA/NSTEMI) and ST segment elevation myocardial infarction (STEMI),"<Angina, Unstable>; <Myocardial Infarction>",Aspen Pharmacare Australia Pty Ltd,Aspen,"97800, 97799, 97798, 80279",Fondaparinux,yes,no,Solution for Injection,PM-2017-03032-1-3,Not reported
Intrauterine,Not reported,Not reported,authorised,approved,10.09.2013,2013,Other,auspar-levonorgestrel-140205.pdf,Small molecule,Jaydess,Contraception for up to 3 years,Not Reported,yes,Contraception for up to 3 years,Not Reported,Bayer Australia Ltd,Bayer,200456,Levonorgestrel,yes,no,Intrauterine drug delivery system,PM-2012-01933-3-5,Not reported
Subcutaneous,31.10.2018,2018,authorised,approved,28.01.2020,2020,Diseases of the musculoskeletal system and connective tissue; Diseases of the skin; Diseases of the blood and blood-forming organs,auspar-etanercept-210224.pdf,Biologics,Rymti/Etera,"Rheumatoid arthritis, psoriatic arthritis, plaque psoriasis, ankylosing spondylitis, non-radiographic axial spondyloarthritis, juvenile idiopathic arthritis, paediatric plaque psoriasis","<Rheumatoid Arthritis>; <Arthritis, Psoriatic>; <Psoriasis>; <Spondylitis, Ankylosing>; <Spondylarthritis>; <Arthritis, Juvenile>; <Psoriasis>",no,"Rheumatoid arthritis, psoriatic arthritis, plaque psoriasis, ankylosing spondylitis, non-radiographic axial spondyloarthritis, juvenile idiopathic arthritis, paediatric plaque psoriasis","<Rheumatoid Arthritis>; <Arthritis, Psoriatic>; <Psoriasis>; <Spondylitis, Ankylosing>; <Spondyloarthritis>; <Arthritis, Juvenile>; <Psoriasis>",Lupin Australia Pty Ltd,Lupin,"309829, 309831, 309830, 309834",Etanercept,no,no,Solution for injection,PM-2018-03223-1-3,NA
Subcutaneous,18.12.2019,2019,authorised (under additional monitoring),approved,21.01.2021,2021,Diseases of the musculoskeletal system and connective tissue; Diseases of the skin,auspar-guselkumab-210329.pdf,Biologics,Tremfya,"Treatment of adult patients with active psoriatic arthritis, who have had an inadequate response to, or are intolerant to prior DMARD therapy","<Arthritis, Psoriatic>",yes,"Treatment of adult patients with active psoriatic arthritis, who have had an inadequate response to, or are intolerant to prior DMARD therapy","<Arthritis, Psoriatic>",Janssen-Cilag Pty Ltd,Janssen-Cilag,"321410, 286020",Guselkumab,yes,no,Solution for injection,PM-2019-05350-1-3,Not reported
Oral,07.03.2018,2018,authorised (under additional monitoring),approved,04.07.2018,2018,Neoplasms,auspar-apalutamide-190325.pdf,Small molecule,Erlyand / Janssen Apalutamide,"treatment of patients with non-metastatic, castration-resistant prostate cancer",<Prostatic Neoplasms>,no,"treatment of patients with non-metastatic, castration-resistant prostate cancer",<Prostatic Neoplasms>,Janssen-Cilag Pty Ltd,Janssen-Cilag,299792 and 299791,Apalutamide,no,no,Film-coated tablets,PM-2018-00489-1-4,NA
Oral,27.02.2012,2012,authorised,approved,20.08.2013,2013,Neoplasms,auspar-abiraterone-acetate-140122.pdf,Small molecule,Zytiga,treatment of patients with metastatic castration resistant prostate cancer (mCRPC) who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy (ADT),<Prostatic Neoplasms>,yes,treatment of patients with metastatic castration resistant prostate cancer (mCRPC) who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy (ADT) and who have received prior chemotherapy containing a taxane.,<Prostatic Neoplasms>,Janssen-Cilag Pty Ltd,Janssen-Cilag,180314,Abiraterone acetate,no,no,Tablet,PM-2012-02706-3-4,NA
Oral,31.01.2023,2023,authorised,approved,28.06.2023,2023,Pregnancy and childbirth,auspar-ms-2step-composite-pack-240214.pdf,Small molecule,MS-2 Step composite pack,"Medical termination of an intrauterine pregnancy, up to 63 days of gestation.",<Intrauterine Pregnancy>,yes,"Medical termination of an intrauterine pregnancy, up to 63 days of gestation.",<Intrauterine Pregnancy>,MS Health Pty Ltd,MS Health,210574,mifepristone & misoprostol,no,no,Tablet,PM-2022-05475-1-5,NA
Intramuscular,01.12.2020,2020,authorised,approved,15.02.2021,2021,Infectious and parasitic diseases,auspar-chadox1-s-covid-19-vaccine-astrazeneca-210215.pdf,Vaccine,COVID-19 Vaccine AstraZeneca,Active immunisation of individuals ≥ 18 years old for the prevention of coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2.,<Coronavirus Disease 2019>,no,Active immunisation of individuals ≥ 18 years old for the prevention of coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2.,<Coronavirus Disease 2019>,AstraZeneca Pty Ltd,AstraZeneca,349072,ChAdOx1-S,yes,no,Solution for injection,PM-2020-06115-1-2,Not reported
Intravenous,28.05.2020,2020,authorised (under additional monitoring),approved,10.09.2021,2021,Neoplasms; Diseases of the respiratory system,auspar-lurbinectedin-220401.pdf,Small molecule,Zepzelca,For the treatment of patients with metastatic small cell lung cancer (SCLC) that has progressed on or after prior platinum-containing therapy.,<Small Cell Lung Carcinoma>,no,For the treatment of patients with small cell lung cancer (SCLC) who have progressed after prior platinum-containing therapy.,<Small Cell Lung Carcinoma>,Specialised Therapeutics Pharma Pty Ltd,Specialised Therapeutics,335536,Lurbinectedin,no,yes,Powder for solution for infusion,PM-2020-02181-1-4,NA
Intravenous,06.07.2020,2020,authorised,approved,10.07.2020,2020,Infectious and parasitic diseases; Diseases of the respiratory system,auspar-remdesivir-200720.pdf,Small molecule,Veklury,"Treatment of Coronavirus Disease 2019 (COVID-19) in adults and adolescents (aged 12 years and older weighing at least 40 kg) with pneumonia, requiring supplemental oxygen.",<Coronavirus Disease 2019>,no,Treatment of adults and paediatric patients weighing at least 3.5 kg with coronavirus disease 2019 (COVID-19).,<COVID-19>,Gilead Sciences Pty Ltd,Gilead,"338419, 338420",Remdesivir,yes,no,"Concentrated injection, powder for injection",PM-2020-01491-1-2,Not reported
Intravenous,14.10.2021,2021,authorised (under additional monitoring),approved,28.11.2022,2022,Neoplasms; Diseases of the respiratory system,auspar-rybrevant-230830.pdf,Biologics,Rybrevant,"Treatment of patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with activating epidermal growth factor receptor (EGFR) Exon 20 insertion mutations, whose disease has progressed on or after platinum-based chemotherapy.",<Lung Neoplasms>,no,"Treatment of patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with activating epidermal growth factor receptor (EGFR) Exon 20 insertion mutations, whose disease has progressed on or after platinum-based chemotherapy.",<Non-Small-Cell Lung Carcinoma>,Janssen-Cilag Pty Ltd,Janssen-Cilag,376832,Amivantamab,no,yes,Concentrated injection,PM-2021-04814-1-4,NA
Intralesional,Not reported,Not reported,authorised,approved,30.07.2013,2013,Diseases of the musculoskeletal system and connective tissue,auspar-collagenase-clostridium-histolyticum-131118.pdf,Biologics,Xiaflex,Treatment of Dupuytren’s contracture in adult patients with a palpable cord,<Dupuytren Contracture>,no,Treatment of Dupuytren’s contracture in adult patients with a palpable cord,<Dupuytren Contracture>,Actelion Pharmaceuticals Australia Pty Ltd,Actelion,199584,Collagenase clostridium histolyticum,no,no,Lyophilised Powder For Injection,PM-2012-01472-3-3,NA
Oral,Not reported,Not reported,authorised,approved,03.02.2010,2010,Neoplasms; Diseases of the nervous system,auspar-miglustat.pdf,Small molecule,Zavesca,Treatment of progressive neurological manifestations in adult and paediatric patients with Niemann-Pick disease Type C,"<Niemann-Pick Disease, Type C>",yes,Treatment of progressive neurological manifestations in adult and paediatric patients with Niemann-Pick disease Type C,"<Niemann-Pick Disease, Type C>",Actelion Pharmaceuticals Australia Pty Ltd,Actelion,122957,Miglustat,yes,yes,Capsule,PM-2008-3187-1,Not reported
Intramuscular,Not reported,Not reported,authorised,approved,23.08.2010,2010,Infectious and parasitic diseases,auspar-pandemic-influenza.pdf,Vaccine,Pandemic Influenza Vaccine H5N1 Baxter,Prophylaxis of influenza in an officially declared pandemic situation.,<Influenza>,no,Prophylaxis of influenza in an officially declared pandemic situation.,<Influenza>,Baxter Healthcare Pty Ltd,Baxter,153381,Pandemic influenza vaccine,no,no,Suspension for injection,PM-2009-1961-2,NA
Intramuscular,23.08.2023,2023,authorised,approved,06.10.2023,2023,Infectious and parasitic diseases,auspar-comirnaty-omicron-xbb15-240209.pdf,Vaccine,Comirnaty Omicron XBB.1.5,"Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 6 months of age and older.",<Coronavirus Infections>,no,"Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 5 years of age and older.",<Coronavirus Disease 2019>,Pfizer Australia Pty Ltd,Pfizer,"419330, 419331, 419332, 419370, 419371, 419372, 428610",Raxtozinameran,yes,no,Suspension for injection,PM-2023-03730-1-2,Not reported
Intravenous infusion,30.11.2021,2021,withdrawn,withdrawn,Not applicable,Not applicable,Neoplasms,auspar-tecentriq-230322.pdf,Biologics,Tecentriq,NA,Not Reported,no,Treatment of adult patients with unresectable locally advanced or metastatic triple-negative breast cancer (TNBC) whose tumours express PD-L1.,<Breast Neoplasms>,Roche Products Australia Pty Ltd,Roche,277120 and 310681,Atezolizumab,no,no,Concentrated injection,PM-2021-04838-1-4,NA
Subcutaneous,31.08.2021,2021,authorised,approved,23.08.2022,2022,Diseases of the musculoskeletal system and connective tissue; Diseases of the skin; Diseases of the digestive system; Diseases of the eye and adnexa,auspar-ardalicip-ciptunec-230427_0.pdf,Biologics,Ardalicip/Ciptunec,Rheumatoid arthritis; Juvenile idiopathic arthritis; Enthesitis-related arthritis; Psoriatic arthritis; Ankylosing spondylitis; Crohn’s disease; Ulcerative colitis; Psoriasis; Hidradenitis suppurativa; Uveitis,"<Rheumatoid Arthritis>; <Arthritis, Juvenile>; <Arthritis, Psoriatic>; <Spondylitis, Ankylosing>; <Crohn Disease>; <Colitis, Ulcerative>; <Psoriasis>; <Hidradenitis Suppurativa>; <Uveitis>",no,Rheumatoid arthritis; Juvenile idiopathic arthritis; Enthesitis-related arthritis; Psoriatic arthritis; Ankylosing spondylitis; Crohn’s disease; Ulcerative colitis; Psoriasis; Hidradenitis suppurativa; Uveitis,"<Rheumatoid Arthritis>; <Arthritis, Juvenile>; <Arthritis, Psoriatic>; <Spondylitis, Ankylosing>; <Crohn Disease>; <Colitis, Ulcerative>; <Psoriasis>; <Hidradenitis Suppurativa>; <Uveitis>",Cipla Australia Pty Ltd,Cipla,"373065, 374373, 374374, 374375, 374376, 374377",adalimumab,yes,no,Solution for subcutaneous injection,PM-2021-02447-1-3,Not reported
subcutaneous,Not reported,Not reported,authorised,approved,18.05.2010,2010,Neoplasms; Diseases of the blood and blood-forming organs,auspar-plerixafor.pdf,Small molecule,Mozobil,mobilise haematopoietic stem cells to the peripheral blood for collection and subsequent autologous transplantation in patients with lymphoma and multiple myeloma,<Lymphoma>; <Multiple Myeloma>,no,mobilise haematopoietic stem cells to the peripheral blood for collection and subsequent autologous transplantation in patients with non-Hodgkin’s lymphoma and multiple myeloma,<Non-Hodgkin Lymphoma>; <Multiple Myeloma>,Genzyme Australasia Pty Ltd,Genzyme,158423,Plerixafor,no,yes,solution for subcutaneous injection,SM-2008-03602-4,NA
Intravenous,30.06.2022,2022,authorised,approved,03.08.2023,2023,Neoplasms; Diseases of the blood and blood-forming organs,auspar-columvi-241218.pdf,Biologics,Columvi,Treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL) after two or more lines of systemic therapy.,<Diffuse Large B-Cell Lymphoma>,no,Treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL) after two or more lines of systemic therapy.,<Diffuse Large B-Cell Lymphoma>,Roche Products Pty Ltd,Roche,"389650, 392331",Glofitamab,no,yes,Concentrate for solution for infusion,PM-2022-01989-1-6,NA
Subcutaneous,Not reported,Not reported,authorised,approved,23.06.2011,2011,"Diseases of the genitourinary system; Endocrine, nutritional, and metabolic diseases",auspar-sayana.pdf,Small molecule,Sayana,Endometriosis and contraception (ovulation suppression),<Endometriosis>,no,Endometriosis and contraception (ovulation suppression),<Endometriosis>,Pfizer Australia Pty Ltd,Pfizer,167889,Medroxyprogesterone acetate,yes,no,Suspension for Injection,PM-2009-03498-3-5,Not reported
Intramuscular,03.04.2023,2023,authorised,approved,31.01.2024,2024,Infectious and parasitic diseases,auspar-nuvaxovid-240531.pdf,Vaccine,Nuvaxovid,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 12 years of age and older.,<Coronavirus Infections>,yes,Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in individuals 12 years of age and older.,<Coronavirus Disease 2019>,Biocelect Pty Ltd,Biocelect,355139,SARS-CoV-2 rS,yes,no,Suspension for injection,PM-2023-00909-1-2,Not reported
Topical (ocular),Not reported,Not reported,authorised,approved,29.01.2015,2015,Diseases of the eye and adnexa,auspar-tafluprost-timolol-150728.pdf,Small molecule,Taptiqom 15/5,Reduction of intraocular pressure in adult patients with open angle glaucoma or ocular hypertension who are insufficiently responsive to beta blockers or prostaglandin analogues and require a combination therapy.,"<Glaucoma, Open-Angle>; <Ocular Hypertension>",no,Reduction of intraocular pressure in adult patients with open angle glaucoma or ocular hypertension when concomitant therapy is appropriate.,"<Glaucoma, Open-Angle>; <Ocular Hypertension>",Merck Sharp & Dohme (Australia) Pty Ltd,Merck Sharp & Dohme,218042,Tafluprost / Timolol,no,no,Eye Drop Solution,PM-2013-03652-1-5,NA
Oral,Not reported,Not reported,authorised,approved,28.06.2016,2016,Infectious and parasitic diseases,auspar-emtricitabine-161220.pdf,Small molecule,Descovy,Treatment of HIV-1 infection in adults and adolescents aged 12 years and older with body weight at least 35 kg.,<HIV Infections>,no,Treatment of HIV-1 infection in adults and adolescents aged 12 years and older with body weight at least 35 kg.,<HIV Infections>,Gilead Sciences Pty Ltd,Gilead,246092 and 246093,Emtricitabine/Tenofovir alafenamide,yes,no,Film-coated tablets,PM-2015-01283-1-3,Not reported
