Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
oral,27.04.2018,2018,authorised,approved,29.05.2019,2019,Infectious and parasitic diseases; Neoplasms; Diseases of the blood and blood-forming organs,posaconazole-accord-epar-assessment-report_en.pdf,Small molecule,Posaconazole Accord,"use in the treatment of the following fungal infections in adults: Invasive aspergillosis, Fusariosis, Chromoblastomycosis and mycetoma, Coccidioidomycosis; prophylaxis of invasive fungal infections in patients with AML or MDS, and HSCT recipients.","<Aspergillosis>; <Fusariosis>; <Chromoblastomycosis>; <Mycetoma>; <Coccidioidomycosis>; <Fungal Infections>; <Leukemia, Myeloid, Acute>; <Myelodysplastic Syndromes>",no,"use in the treatment of the following fungal infections in adults: Invasive aspergillosis, Fusariosis, Chromoblastomycosis and mycetoma, Coccidioidomycosis; prophylaxis of invasive fungal infections in patients with AML or MDS, and HSCT recipients.","<Aspergillosis>; <Fusariosis>; <Chromoblastomycosis>; <Mycetoma>; <Coccidioidomycosis>; <Fungal Infections>; <Leukemia, Myeloid, Acute>; <Myelodysplastic Syndromes>",Accord Healthcare S.L.U.,Accord,EMA/354142/2019,posaconazole,yes,no,gastro-resistant tablet,EMEA/H/C/005005/0000,Not reported
oral,01.10.2020,2020,authorised (under additional monitoring),temporary authorisation,29.07.2022,2022,Neoplasms; Other,swisspar_koselugo.pdf,Small molecule,Koselugo,"Koselugo is indicated for the treatment of children and adolescent patients aged 3 years and above with neurofibromatosis type 1 (NF1) and symptomatic, inoperable plexiform neurofibromas (PN).",<Neurofibromatosis 1>,no,"Koselugo is indicated for the treatment of children and adolescents aged 3 years and above with neurofibromatosis type 1 (NF1) and symptomatic, inoperable plexiform neurofibromas (PN).",<Neurofibromatosis 1>,AstraZeneca AG,AstraZeneca,67410,selumetinib,yes,yes,hard capsule,Not reported,FDA
Buccal,30.09.2020,2020,authorised (under additional monitoring),approved,17.09.2021,2021,Diseases of the nervous system,auspar-zyamis-230420.pdf,Small molecule,Zyamis,"Zyamis, as buccal midazolam, is indicated for the treatment of Generalised Convulsive Status Epilepticus (GCSE), in those over 6 months old.",<Status Epilepticus>,yes,"The treatment of Prolonged Acute Convulsive Seizures (PACS) in infants, children and adolescents aged from 6 months to less than 18 years old when IV Diazepam is not available or inappropriate to use.",<Seizures>,Veriton Pharma Pty Ltd,Veriton,"342690, 342691, 342692 and 342693",Midazolam maleate,yes,no,Oromucosal solution,PM-2020-04183-1-1,Not reported
oral,07.05.2014,2014,authorised,approved,23.10.2014,2014,"Mental and behavioural disorders; Endocrine, nutritional, and metabolic diseases",duloxetine-lilly-epar-public-assessment-report_en.pdf,Small molecule,Duloxetine Lilly,Treatment of major depressive disorder. Treatment of diabetic peripheral neuropathic pain. Treatment of generalised anxiety disorder.,<Major Depressive Disorder>; <Diabetic Neuropathies>; <Anxiety Disorders>,no,Treatment of major depressive disorder. Treatment of diabetic peripheral neuropathic pain. Treatment of generalised anxiety disorder.,"<Depressive Disorder, Major>; <Diabetic Neuropathies>; <Anxiety Disorders>",Eli Lilly Nederland B.V.,Eli Lilly,EMA/753230/2014,duloxetine,yes,no,hard gastro-resistant capsules,EMEA/H/C/004000,Not reported
intravenous,13.12.2021,2021,authorised,approved,07.01.2022,2022,Infectious and parasitic diseases; Diseases of the respiratory system,000246328.pdf,Biologics,Actemra,Pneumonia caused by SARS-CoV-2 infection (COVID-19) (limited to patients requiring supplemental oxygen),<Pneumonia>,yes,Pneumonia caused by SARS-CoV-2 infection (COVID-19) (limited to patients requiring supplemental oxygen),<Pneumonia>; <COVID-19>,"Chugai Pharmaceutical Co., Ltd.",Chugai,Not reported,Tocilizumab,yes,no,concentrate for a solution for intravenous infusion,Not reported,Not reported
oral,22.07.2021,2021,authorised,approved,07.06.2022,2022,Diseases of the blood and blood-forming organs,swisspar_orladeyo.pdf,Small molecule,Orladeyo,Routine prevention of recurrent attacks of hereditary angioedema (HAE) in adult and adolescent patients aged 12 years and older.,"<Angioedema, Hereditary>",no,Routine prevention of recurrent attacks of hereditary angioedema (HAE) in adult and adolescent patients aged 12 years and older.,"<Angioedema, Hereditary>",BioCryst Schweiz GmbH,BioCryst,68464,berotralstat,yes,yes,hard capsules,EMEA/H/C/005138/0000,European Medicines Agency (EMA)
Oral,Not reported,Not reported,authorised,approved,Not reported,Not reported,Diseases of the genitourinary system,vivanza-epar-scientific-discussion_en.pdf,Small molecule,Vivanza,Treatment of erectile dysfunction,<Impotence>,no,Treatment of erectile dysfunction,<Impotence>,Not reported,Not Reported,Not reported,Vardenafil,no,no,Film coated tablets,Not reported,
inhalation,03.05.2019,2019,authorised,approved,02.04.2020,2020,Diseases of the respiratory system,atectura-breezhaler-epar-public-assessment-report_en.pdf,Small molecule,Atectura Breezhaler,once-daily maintenance treatment of asthma in adults and adolescents 12 years of age and older where use of a combination of long-acting beta2-agonist and inhaled corticosteroid is appropriate,<Asthma>,no,once-daily maintenance treatment of asthma in adults and adolescents 12 years of age and older where use of a combination of long-acting beta2-agonist and inhaled corticosteroid is appropriate,<Asthma>,Novartis Europharm Limited,Novartis,EMA/206547/2020,indacaterol / mometasone furoate,no,no,inhalation powder,EMEA/H/C/005067/0000,
Intravenous,13.09.2019,2019,withdrawn,approved,23.07.2020,2020,Neoplasms; Diseases of the respiratory system; Diseases of the genitourinary system,equidacent-epar-public-assessment-report_en.pdf,Biologics,Equidacent,"Bevacizumab in combination with chemotherapy for various cancers including metastatic carcinoma of the colon or rectum, metastatic breast cancer, non-small cell lung cancer, renal cell cancer, ovarian cancer, and cervical cancer.",<Colorectal Neoplasms>; <Breast Neoplasms>; <Lung Neoplasms>; <Renal Cell Carcinoma>; <Ovarian Neoplasms>; <Uterine Cervical Neoplasms>,no,"Bevacizumab in combination with chemotherapy for various cancers including metastatic carcinoma of the colon or rectum, metastatic breast cancer, non-small cell lung cancer, renal cell cancer, ovarian cancer, and cervical cancer.",<Colorectal Neoplasms>; <Breast Neoplasms>; <Lung Neoplasms>; <Renal Cell Carcinoma>; <Ovarian Neoplasms>; <Uterine Cervical Neoplasms>,Centus Biotherapeutics Europe Limited,Centus,EMA/427966/2020,bevacizumab,no,no,Concentrate for solution for infusion,EMEA/H/C/005181/0000,
Intramuscular,Not reported,Not reported,authorised,approved,20.07.2010,2010,Mental and behavioural disorders,auspar-invega-sustenna.pdf,Small molecule,Invega Sustenna,Acute and maintenance treatment of schizophrenia in adults,<Schizophrenia>,no,Acute and maintenance treatment of schizophrenia in adults,<Schizophrenia>,Janssen-Cilag Australia Pty Ltd,Janssen-Cilag,"160856, 160857, 160858, 160859, 160860",Paliperidone palmitate,no,no,Injectable solution,PM-2009-00926-3-1,
oral,09.03.2020,2020,authorised,approved,22.04.2021,2021,Neoplasms,abiraterone-mylan-epar-public-assessment-report_en.pdf,Small molecule,Abiraterone Mylan,treatment of newly diagnosed high risk metastatic hormone sensitive prostate cancer (mHSPC) in adult men in combination with androgen deprivation therapy (ADT); treatment of metastatic castration resistant prostate cancer (mCRPC) in adult men who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy in whom chemotherapy is not yet clinically indicated; treatment of mCRPC in adult men whose disease has progressed on or after a docetaxel-based chemotherapy regimen.,<Prostatic Neoplasms>,no,treatment of newly diagnosed high risk metastatic hormone sensitive prostate cancer (mHSPC) in adult men in combination with androgen deprivation therapy (ADT); treatment of metastatic castration resistant prostate cancer (mCRPC) in adult men who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy in whom chemotherapy is not yet clinically indicated; treatment of mCRPC in adult men whose disease has progressed on or after a docetaxel-based chemotherapy regimen.,<Prostatic Neoplasms>,Mylan Ireland Limited,Mylan,EMA/444189/2021,abiraterone acetate,yes,no,film-coated tablet,EMEA/H/C/005368/0000,Not reported
Intravenous,31.03.2023,2023,authorised (under additional monitoring),approved,15.03.2024,2024,Diseases of the blood and blood-forming organs,auspar-hemgenix-240709.pdf,Cell and gene therapy,Hemgenix,"treatment of adults with haemophilia B (congenital factor IX deficiency), without a history of factor IX inhibitors, who currently use factor IX prophylaxis therapy, or have current or historical life-threatening haemorrhage, or repeated, serious spontaneous bleeding episodes",<Hemophilia B>,no,treatment of adults with haemophilia B (congenital factor IX deficiency) and with a pre-existing neutralising anti-AAV5 antibody titre below 1:700 to reduce the frequency of bleeding episodes and the need for factor IX replacement therapy,<Hemophilia B>,CSL Behring (Australia) Pty Ltd,CSL Behring,405360,etranacogene dezaparvovec,no,yes,"Injection, intravenous infusion",PM-2023-00668-1-6,
intravenous,28.10.2013,2013,authorised,approved,23.10.2014,2014,Diseases of the blood and blood-forming organs,rixubis-epar-public-assessment-report_en.pdf,Biologics,Rixubis,Treatment and prophylaxis of bleeding in patients with haemophilia B (congenital factor IX deficiency),<Hemophilia B>,no,Treatment and prophylaxis of bleeding in patients with haemophilia B (congenital factor IX deficiency),<Hemophilia B>,Baxter Innovations GmbH,Baxter,EMA/702760/2014,nonacog gamma,no,no,powder for solution for injection,EMEA/H/C/003771/0000,
subcutaneous,31.03.2020,2020,authorised,approved,15.10.2020,2020,"Endocrine, nutritional, and metabolic diseases",oxlumo-epar-public-assessment-report_en.pdf,Small molecule,Oxlumo,treatment of primary hyperoxaluria type 1 (PH1) in all age groups,<Primary Hyperoxaluria Type 1>,no,treatment of primary hyperoxaluria type 1 (PH1) in all age groups,<Primary Hyperoxaluria Type 1>,Alnylam Netherlands B.V.,Alnylam,EMA/568312/2020,lumasiran,no,yes,solution for injection,EMEA/H/C/005040/0000,
oral,15.04.2019,2019,authorised,approved,05.03.2020,2020,Diseases of the circulatory system,swisspar_-vyndaqel_-final.pdf,Small molecule,Vyndaqel,treatment of transthyretin amyloidosis in adult patients with wild-type or hereditary cardiomyopathy to reduce all-cause mortality and cardiovascular-related hospitalisation,<Transthyretin Amyloidosis>,no,treatment of transthyretin amyloidosis in adult patients with wild-type or hereditary cardiomyopathy to reduce all-cause mortality and cardiovascular-related hospitalisation,<Transthyretin Amyloidosis>,Pfizer AG,Pfizer,67083,tafamidis,no,yes,soft capsules,EMEA/H/C/002294,
oral,20.10.2014,2014,authorised,approved,10.07.2015,2015,Diseases of the circulatory system,000217011.pdf,Small molecule,Artist,tachycardiac atrial fibrillation,"<Arrhythmias, Cardiac>",yes,tachycardiac atrial fibrillation,"<Arrhythmias, Cardiac>","Daiichi Sankyo Company, Limited",Daiichi Sankyo,Not reported,Carvedilol,yes,no,tablet,Not reported,Not reported
oral,02.10.2008,2008,authorised,approved,25.06.2009,2009,Other,vizarsin-epar-public-assessment-report_en.pdf,Small molecule,Vizarsin,treatment of erectile dysfunction,<Impotence>,no,treatment of erectile dysfunction,<Impotence>,"Krka, d.d., Novo mesto",Krka,Not reported,sildenafil,yes,no,film-coated tablet,EMEA/H/C/001076,
oral,Not reported,1995,authorised,approved,14.02.1996,1996,Diseases of the nervous system,rilutek-epar-scientific-discussion_en.pdf,Small molecule,Rilutek,To extend life or the time to mechanical ventilation for patients with amyotrophic lateral sclerosis (ALS),<Amyotrophic Lateral Sclerosis>,no,To extend life or the time to mechanical ventilation for patients with amyotrophic lateral sclerosis (ALS),<Amyotrophic Lateral Sclerosis>,Not reported,Not Reported,Not reported,riluzole,no,Not reported,tablet,Not reported,
oral,06.03.2009,2009,withdrawn,approved,19.11.2009,2009,Diseases of the circulatory system,telmisartan-teva-epar-public-assessment-report_en.pdf,Small molecule,Telmisartan Teva,treatment of essential hypertension in adults,<Hypertension>,no,treatment of essential hypertension in adults,<Hypertension>,Teva Pharma B.V.,Teva,EMA/6890/2010,Telmisartan,yes,no,tablet,EMEA/H/C/001146,Not reported
Intravenous,Not reported,Not reported,authorised,approved,20.09.2004,2004,Neoplasms; Diseases of the respiratory system,alimta-epar-scientific-discussion_en.pdf,Small molecule,Alimta,Treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma,<Mesothelioma>,no,Treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma,<Mesothelioma>,Eli Lilly Nederland B.V.,Eli Lilly,EMA/000409/2004,Pemetrexed disodium,no,no,Powder for concentrate for solution for infusion,EMEA/H/C/000409,
"Intraarterial use, Intravenous use, Subcutaneous use",06.02.2015,2015,withdrawn,approved,21.07.2016,2016,Diseases of the circulatory system,thorinane-epar-public-assessment-report_en.pdf,Biologics,Thorinane,"Prophylaxis of venous thromboembolism, Treatment of deep vein thrombosis, Treatment of unstable angina and non-Q-wave myocardial infarction, Treatment of acute ST-segment elevation myocardial infarction, Blood clot prevention during haemodialysis","<Venous Thromboembolism>; <Deep Vein Thrombosis>; <Angina, Unstable>; <Myocardial Infarction>",no,"Prophylaxis of venous thromboembolism, Treatment of deep vein thrombosis, Treatment of unstable angina and non-Q-wave myocardial infarction, Treatment of acute ST-segment elevation myocardial infarction, Blood clot prevention during haemodialysis","<Venous Thromboembolism>; <Venous Thrombosis>; <Angina, Unstable>; <Myocardial Infarction>",Pharmathen S.A.,Pharmathen,EMA/536972/2016,enoxaparin sodium,yes,no,Solution for injection,EMEA/H/C/003795/0000,CHMP
Intravenous,01.11.2021,2021,authorised,approved,30.09.2022,2022,Neoplasms; Diseases of the genitourinary system,auspar-keytruda-230830.pdf,Biologics,Keytruda,"Adjuvant treatment of patients with RCC with a clear cell component who are at intermediate-high or high risk of recurrence following nephrectomy, or following nephrectomy and resection of metastatic lesions.",<Renal Cell Carcinoma>,yes,"Adjuvant treatment of patients with RCC at intermediate-high or high risk of recurrence following nephrectomy, or following nephrectomy and resection of metastatic lesions.",<Renal Cell Carcinoma>,Merck Sharp & Dohme (Australia) Pty Ltd,Merck Sharp & Dohme,263932,Pembrolizumab,yes,no,Concentrated solution for injection,PM-2021-04316-1-4,Not reported
Oral,Not reported,Not reported,withdrawn,Not reported,Not reported,Not reported,Infectious and parasitic diseases,crixivan-epar-scientific-discussion_en.pdf,Small molecule,Crixivan,,Not Reported,no,Treatment of HIV-1 infection,<HIV Infections>,Not reported,Not Reported,Not reported,Indinavir,no,no,Capsule,Not reported,
Intravenous,05.02.2009,2009,withdrawn,conditional marketing authorisation,20.01.2010,2010,Neoplasms; Diseases of the blood and blood-forming organs,arzerra-epar-public-assessment-report_en.pdf,Biologics,Arzerra,treatment of chronic lymphocytic leukaemia (CLL) in patients refractory to fludarabine and alemtuzumab,"<Leukemia, Lymphocytic, Chronic, B-Cell>",no,"treatment of patients with chronic lymphocytic leukaemia (CLL) who have failed therapy with a fludarabine containing regimen and have failed therapy with, or are inappropriate for, an alemtuzumab containing regimen","<Leukemia, Lymphocytic, Chronic, B-Cell>",Glaxo Group Ltd,Glaxo,EMA/CHMP/195135/2010,ofatumumab,no,yes,Concentrate for solution for infusion,EMEA/H/C/001131,
