Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_year_human,Application_year_llm,Application_year_verdict_human,Current_status_human,Current_status_llm,Current_status_verdict_human,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_human,Decision_llm,Decision_verdict_human,Decision_year_human,Decision_year_llm,Decision_year_verdict_human,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Document_name_human,Document_name_llm,Document_name_verdict_human,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_name_human,Drug_name_llm,Drug_name_verdict_human,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_extended_human,Indication_extended_llm,Indication_extended_verdict_human,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Marketing_authorisation_holder_human,Marketing_authorisation_holder_llm,Marketing_authorisation_holder_verdict_human,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Nonclinical_abridged_human,Nonclinical_abridged_llm,Nonclinical_abridged_verdict_human,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Referral_body_human,Referral_body_llm,Referral_body_verdict_human
oral,oral,match,01.03.2012,01.03.2012,match,2012,2012,match,authorised,authorised,match,29.11.2013,29.11.2013,match,approved,approved,match,2013.0,2013,match,infectious and parasitic diseases,infectious and parasitic diseases,match,para-aminosalicylic-acid-lucane-epar-public-assessment-report_en.pdf,para-aminosalicylic-acid-lucane-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,granupas (previously para-aminosalicylic acid lucane),para-aminosalicylic acid lucane,match,granupas is indicated for use as part of an appropriate combination regimen for multi-drug resistant tuberculosis in adults and paediatric patients from 28 days of age and older when an effective treatment regimen cannot otherwise be composed for reasons of resistance or tolerability.,"treatment of tuberculosis in combination with other active agents, especially in multi-resistant tb or in situations when primary medication therapy with recommended agents is not possible due to a combination of resistance and/or intolerance.",match,no,no,match,"pas-gr is indicated for the treatment of tuberculosis in combination with other active agents. it is most commonly used in patients with multi-drug resistant tb (mdr-tb) or in situations when primary medication therapy with recommended agents is not possible due to a combination of resistance and/or intolerance. pas-gr is indicated in adults, infants, children and adolescents.",pas-gr is indicated for the treatment of tuberculosis in combination with other active agents. it is most commonly used in patients with multi-drug resistant tb (mdr-tb) or in situations when primary medication therapy with recommended agents is not possible due to a combination of resistance and/or intolerance.,match,lucane pharma,lucane pharma,match,ema/18511/2014,ema/18511/2014,match,para-aminosalicylic acid,para-aminosalicylic acid,match,yes,yes,match,yes,yes,match,gastro-resistant granules,gastro-resistant granules,match,???,not reported,
subcutaneous,subcutaneous,match,02.03.2016,02.03.2016,match,2016,2016,match,authorised,authorised,match,18.10.2018,18.10.2018,match,approved,approved,match,2018.0,2018,match,infectious and parasitic diseases,infectious and parasitic diseases,match,dengvaxia-epar-public-assessment-report_en.pdf,dengvaxia-epar-public-assessment-report_en.pdf,match,vaccine,vaccine,match,dengvaxia,dengvaxia,match,"dengvaxia is indicated for the prevention of dengue disease caused by dengue virus serotypes 1, 2, 3 and 4 in individuals 6 to 45 years of age with test-confirmed previous dengue infection","prevention of dengue disease caused by dengue virus serotypes 1, 2, 3 and 4 in individuals 9 through 60 years of age living in endemic areas",match,no,no,match,"dengvaxia is indicated for the prevention of dengue disease caused by dengue virus serotypes 1, 2, 3 and 4 in individuals 9 through 60 years of age living in endemic areas. the use of dengvaxia should be based on official recommendations.","prevention of dengue disease caused by dengue virus serotypes 1, 2, 3 and 4 in individuals 9 through 60 years of age living in endemic areas",match,sanofi pasteur sa,sanofi pasteur sa,match,ema/791273/2018,ema/791273/2018,match,"dengue tetravalent vaccine (live, attenuated)","dengue tetravalent vaccine (live, attenuated)",match,yes,no,no_match,no,no,match,powder and solvent for suspension for injection in pre-filled syringe,powder and solvent for suspension for injection,match,,na,
oral,oral,match,not reported,not reported,match,not reported,not reported,no_match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,not reported,match,infectious and parasitic diseases,infectious and parasitic diseases,match,stocrin-epar-scientific-discussion_en.pdf,stocrin-epar-scientific-discussion_en.pdf,match,small molecule,small molecule,match,stocrin,stocrin,match,"stocrin oral solution is indicated in antiviral combination treatment of human immunodeficiency virus-1 (hiv-1) infected adults, adolescents and children 3 years of age and older, who are unable to swallow the film-coated tablets.","antiviral combination treatment of hiv-1 infected adults, adolescents and children of 3 years of age and older",match,no,no,match,not reported,"antiviral combination treatment of hiv-1 infected adults, adolescents and children of 3 years of age and older",,not reported,not reported,match,not reported,not reported,match,efavirenz,efavirenz,match,no,no,match,no,no,match,oral solution,hard capsules; oral solution; film-coated tablets,partial_0.3,,na,
oral,oral,match,29.07.2016,29.07.2016,match,2016,2016,match,authorised,authorised,match,22.06.2017,22.06.2017,match,approved,approved,match,2017.0,2017,match,infectious and parasitic diseases,infectious and parasitic diseases,match,efavirenzemtricitabinetenofovir-disoproxil-mylan-epar-public-assessment-report_en.pdf,efavirenzemtricitabinetenofovir-disoproxil-mylan-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,efavirenz/emtricitabine/tenofovir disoproxil mylan,efavirenz/emtricitabine/tenofovir disoproxil mylan,match,same,treatment of hiv-1 infection in adults with virologic suppression,match,no,no,match,"efavirenz/emtricitabine/tenofovir disoproxil mylan is a fixed-dose combination of efavirenz, emtricitabine and tenofovir disoproxil. it is indicated for the treatment of human immunodeficiency virus-1 (hiv-1) infection in adults aged 18 years and over with virologic suppression to hiv-1 rna levels of < 50 copies/ml on their current combination antiretroviral therapy for more than three months. patients must not have experienced virological failure on any prior antiretroviral therapy and must be known not to have harboured virus strains with mutations conferring significant resistance to any of the three components contained in efavirenz/emtricitabine/tenofovir disoproxil mylan prior to initiation of their first antiretroviral treatment regimen",treatment of hiv-1 infection in adults with virologic suppression,match,mylan s.a.s,mylan s.a.s,match,ema/chmp/630402/2017,ema/630402/2017,partial_0.8,efavirenz / emtricitabine / tenofovir disoproxil,efavirenz / emtricitabine / tenofovir disoproxil,match,yes,yes,match,no,no,match,film-coated tablets,film-coated tablet,match,ema,not reported,
intravenous,intravenous,match,not reported,not reported,match,not reported,not reported,no_match,withdrawn,withdrawn,match,not reported,not reported,match,approved,withdrawn,no_match,not reported,not reported,match,"neoplasms, diseases of the blood and blood-forming organs, infectious and parasitic diseases",diseases of the blood and blood-forming organs,partial_0.3,kepivance-epar-scientific-discussion_en.pdf,kepivance-epar-scientific-discussion_en.pdf,match,biologics,biologics,match,kepivance,kepivance,match,"kepivance is indicated to decrease the incidence, duration and severity of oral mucositis in adult patients with haematological malignancies receiving myeloablative radiochemotherapy associated with a high incidence of severe mucositis and requiring autologous haematopoietic stem cell support.",na,no_match,no,not reported,no_match,not reported,"to decrease the incidence, duration, and severity of oral mucositis in patients with haematological malignancies receiving myeloablative therapy associated with a high incidence of severe mucositis and requiring autologous haemopoietic stem cell support.",,not reported,not reported,match,not reported,not reported,match,palifermin,palifermin,match,no,no,match,no,not reported,no_match,powder for solution for injection,lyophilised powder for solution for injection,match,,na,
intravenous,intravenous,match,30.08.2012,30.08.2012,match,2012,2012,match,authorised,authorised,match,19.09.2013,19.09.2013,match,approved,approved,match,2013.0,2013,match,neoplasms,neoplasms,match,kadcyla-epar-public-assessment-report_en.pdf,kadcyla-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,kadcyla,kadcyla,match,"early breast cancer (ebc): kadcyla, as a single agent, is indicated for the adjuvant treatment of adult patients with her2-positive early breast cancer who have residual invasive disease, in the breast and/or lymph nodes, after neoadjuvant taxane-based and her2-targeted therapy. metastatic breast cancer (mbc): kadcyla, as a single agent, is indicated for the treatment of adult patients with her2-positive, unresectable locally advanced or metastatic breast cancer who previously received trastuzumab and a taxane, separately or in combination. patients should have either: received prior therapy for locally advanced or metastatic disease, or developed disease recurrence during or within six months of completing adjuvant therapy.","treatment of adult patients with her2-positive, unresectable locally advanced or metastatic breast cancer who previously received trastuzumab and a taxane, separately or in combination.",partial_0.3,no,no,match,"kadcyla, as a single agent, is indicated for the treatment of patients with her2-positive, unresectable locally advanced or metastatic breast cancer who have received prior treatment with trastuzumab and a taxane.","treatment of patients with her2-positive, unresectable locally advanced or metastatic breast cancer who have received prior treatment with trastuzumab and a taxane.",match,roche registration gmbh,roche registration ltd,match,ema/749228/2013,ema/749228/2013,match,trastuzumab emtansine,trastuzumab emtansine,match,no,no,match,no,no,match,powder for concentrate for solution for infusion,powder for concentrate for solution for infusion,match,,na,
intravenous,intravenous,match,20.11.2019,20.11.2019,match,2019,2019,match,authorised (under additional monitoring),authorised,match,28.01.2021,28.01.2021,match,approved,approved,match,2021.0,2021,match,other,other,match,byfavo-epar-public-assessment-report_en.pdf,byfavo-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,byfavo,byfavo,match,same,remimazolam is indicated in adults for procedural sedation.,match,no,no,match,remimazolam is indicated in adults for procedural sedation.,remimazolam is indicated in adults for procedural sedation.,match,paion netherlands b.v.,paion netherlands b.v.,match,ema/160756/2021,ema/160756/2021,match,remimazolam,remimazolam,match,no,no,match,no,no,match,powder for solution for injection,powder for solution for injection,match,,na,
subcutaneous,subcutaneous,match,06.03.2018,06.03.2018,match,2018,2018,match,authorised,authorised,match,28.02.2019,28.02.2019,match,approved,approved,match,2019.0,2019,match,"congenital malformations and chomosomal abnormalities, ""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",partial_0.5,palynziq-epar-public-assessment-report_en.pdf,palynziq-epar-public-assessment-report_en.pdf,match,peptides and proteins,peptides and proteins,match,palynziq,palynziq,match,same,treatment of patients with phenylketonuria (pku) aged 16 years and older who have inadequate blood phenylalanine control despite prior management with available treatment options.,match,no,no,match,palynziq is indicated for the treatment of patients with phenylketonuria (pku) aged 16 years and older who have inadequate blood phenylalanine control (blood phenylalanine levels greater than 600 micromol/l) despite prior management with available treatment options.,treatment of adults with phenylketonuria (pku) who have inadequate blood phenylalanine control despite prior management with available treatment options including sapropterin.,match,biomarin international limited,biomarin international limited,match,ema/chmp/181920/2019,ema/chmp/181920/2019,match,pegvaliase,pegvaliase,match,no,no,match,yes,yes,match,solution for injection in pre-filled syringe,solution for injection,match,,na,
"subcutaneous, intravenous",subcutaneous,partial_0.5,not reported,not reported,match,not reported,not reported,no_match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,2005,no_match,"""endocrine, nutritional, and metabolic diseases""","endocrine, nutritional, and metabolic diseases",match,apidra-epar-scientific-discussion_en.pdf,apidra-epar-scientific-discussion_en.pdf,match,peptides and proteins,peptides and proteins,match,apidra,apidra,match,"treatment of adults, adolescents and children 6 years or older, with diabetes mellitus, where treatment with insulin is required.",treatment of adult patients with diabetes mellitus,match,no,no,match,not reported,treatment of adult patients with diabetes mellitus,,aventis pharma deutschland gmbh,aventis pharma deutschland gmbh,match,not reported,not reported,match,insulin glulisine,insulin glulisine,match,no,no,match,no,no,match,"solution for injection in a vial, solution for injection in a cartridge, solution for injection in pre-filled pen",solution for injection,match,,na,
oral,oral,match,16.06.2007,16.06.2007,match,2007,2007,match,authorised,authorised,match,21.02.2008,21.02.2008,match,approved,approved,match,2008.0,2008,match,"diseases of the genitourinary system, diseases of the circulatory system, diseases of the digestive system",diseases of the genitourinary system; diseases of the circulatory system; diseases of the digestive system,match,mycophenolate-mofetil-teva-epar-public-assessment-report_en.pdf,mycophenolate-mofetil-teva-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,mycophenolate mofetil teva,mycophenolate mofetil teva,match,"mycophenolate mofetil teva is indicated in combination with ciclosporin and corticosteroids for the prophylaxis of acute transplant rejection in patients receiving allogeneic renal, cardiac or hepatic transplants.","prophylaxis of acute transplant rejection in patients receiving allogeneic renal, cardiac or hepatic transplants",match,no,no,match,not reported,"prophylaxis of acute transplant rejection in patients receiving allogeneic renal, cardiac or hepatic transplants",,teva pharma b.v.,teva pharma b.v.,match,emea/chmp/563018/2007,not reported,no_match,mycophenolate mofetil,mycophenolate mofetil,match,yes,yes,match,no,no,match,hard capsules,film coated tablet and hard capsule,partial_0.5,ema,chmp,
