Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
subcutaneous,25.08.2016,2016,authorised,japan,approved,10.04.2017,2017,diseases of the musculoskeletal system and connective tissue,<rheumatoid arthritis>,000224729.pdf,biologics,actemra,treatment of rheumatoid arthritis with an inadequate response to existing therapies (including the inhibition of progression of structural joint damage),yes,treatment of rheumatoid arthritis with an inadequate response to existing therapies (including the inhibition of progression of structural joint damage),<rheumatoid arthritis>,"chugai pharmaceutical co., ltd.",chugai,000224729,tocilizumab,yes,no,injection,,,PMDA
subcutaneous,30.11.2016,2016,authorised,japan,approved,27.07.2017,2017,diseases of the musculoskeletal system and connective tissue; diseases of the circulatory system,<rheumatoid arthritis>; <takayasu arteritis>; <giant cell arteritis>,000224730.pdf,biologics,actemra,treatment of rheumatoid arthritis (including the inhibition of progression of structural joint damage); takayasu’s arteritis or giant cell arteritis,yes,treatment of rheumatoid arthritis with an inadequate response to existing therapies; treatment of large vessel vasculitis (takayasu’s arteritis or giant cell arteritis),"<rheumatoid arthritis>; <vasculitis, large-cell>","chugai pharmaceutical co., ltd.",chugai,000224730,tocilizumab,yes,yes,injection,,,PMDA
oral,11.03.2016,2016,authorised,japan,approved,09.09.2016,2016,infectious and parasitic diseases,<chronic hepatitis c>; <cirrhosis>,000224902.pdf,small molecule,grazyna,suppression of viremia in serogroup 1 (genotype 1) chronic hepatitis c patients with or without compensated cirrhosis,no,suppression of viremia in serogroup 1 (genotype 1) chronic hepatitis c patients with or without compensated cirrhosis,<chronic hepatitis c>; <liver cirrhosis>,msd k.k.,msd,000224902,grazoprevir,no,no,tablet,,na,PMDA
oral,11.03.2016,2016,authorised,japan,approved,09.09.2016,2016,infectious and parasitic diseases,<chronic hepatitis c>; <cirrhosis>,000224903.pdf,small molecule,erelsa,suppression of viremia in serogroup 1 (genotype 1) chronic hepatitis c patients with or without compensated cirrhosis,no,suppression of viremia in serogroup 1 (genotype 1) chronic hepatitis c patients with or without compensated cirrhosis,<chronic hepatitis c>; <liver cirrhosis>,msd k.k.,msd,000224903,elbasvir,no,no,tablet,,na,PMDA
oral,22.06.2017,2017,authorised,japan,approved,09.06.2017,2017,mental and behavioural disorders; neoplasms,<schizophrenia>; <bipolar disorder>,000224954.pdf,small molecule,zyprexa,"schizophrenia; improvement of manic and depressive symptoms associated with bipolar disorder; gastrointestinal symptoms (nausea, vomiting) associated with antineoplastic agents",yes,"gastrointestinal symptoms (nausea, vomiting) associated with antineoplastic agents",<not reported>,eli lilly japan k.k.,eli lilly,000224954,olanzapine,yes,no,tablet,,pharmaceutical affairs and food sanitation council,PMDA
cutaneous,20.10.2017,2017,authorised,japan,approved,01.03.2018,2018,neoplasms; diseases of the skin,<tuberous sclerosis>,000225368.pdf,small molecule,rapalimus,tuberous sclerosis complex-associated skin lesions,no,tuberous sclerosis complex-associated skin lesions,<tuberous sclerosis>,"nobelpharma co., ltd.",nobel,000225368,sirolimus,no,yes,gel,,na,PMDA
oral,25.10.2017,2017,authorised,japan,approved,02.02.2018,2018,infectious and parasitic diseases; diseases of the respiratory system,<influenza>,000225380.pdf,small molecule,xofluza,influenza a or b virus infection,no,influenza a or b virus infection,<influenza>,"shionogi & co., ltd.",shionogi,000225380,baloxavir marboxil,no,no,tablet,,na,PMDA
cutaneous,20.10.2014,2014,authorised,japan,approved,31.08.2015,2015,diseases of the musculoskeletal system and connective tissue,<osteoarthritis>,000225702.pdf,small molecule,loqoa,relief of pain and inflammation associated with osteoarthritis,no,relief of pain and inflammation associated with osteoarthritis,<osteoarthritis>,"taisho pharmaceutical co., ltd.",taisho,000225702,esflurbiprofen,no,no,plaster,,na,PMDA
oral,04.07.2016,2016,authorised,japan,approved,03.03.2017,2017,neoplasms; diseases of the blood and blood-forming organs,<multiple myeloma>,000225743.pdf,small molecule,ninlaro,relapsed or refractory multiple myeloma,no,relapsed or refractory multiple myeloma,<multiple myeloma>,takeda pharmaceutical company limited,takeda,000225743,ixazomib citrate,no,yes,capsule,,na,PMDA
oral,21.12.2015,2015,authorised,japan,approved,11.11.2016,2016,infectious and parasitic diseases,<chronic hepatitis c>,000226231.pdf,small molecule,ximency,suppression of viremia in serogroup 1 (genotype 1) chronic hepatitis c patients without cirrhosis or with compensated cirrhosis,no,suppression of viremia in serogroup 1 (genotype 1) chronic hepatitis c patients without cirrhosis or with compensated cirrhosis,<chronic hepatitis c>,bristol-myers squibb k.k.,bristol-myers squibb,000226231,daclatasvir hydrochloride/asunaprevir/beclabuvir hydrochloride,no,no,tablet,,na,PMDA
subcutaneous,07.10.2016,2016,authorised,japan,approved,27.07.2017,2017,diseases of the musculoskeletal system and connective tissue,<rheumatoid arthritis>,000226413.pdf,biologics,kevzara,rheumatoid arthritis in patients who have had an inadequate response to conventional treatments,no,rheumatoid arthritis in patients who have had an inadequate response to conventional treatments,<rheumatoid arthritis>,sanofi k.k.,sanofi,000226413,sarilumab,no,no,solution,,na,PMDA
oral,19.10.2015,2015,authorised,japan,approved,09.06.2017,2017,"endocrine, nutritional, and metabolic diseases",<hyperlipidemias>,000226672.pdf,small molecule,parmodia,hyperlipidemia (including familial hyperlipidemia),no,hyperlipidemia (including familial hyperlipidemia),<hyperlipidemias>,"kowa company, ltd.",kowa,000226672,pemafibrate,no,no,tablet,,na,PMDA
oral,07.06.2016,2016,authorised,japan,approved,03.03.2017,2017,neoplasms; diseases of the blood and blood-forming organs,<peripheral t-cell lymphoma>,000226817.pdf,small molecule,mundesine,relapsed or refractory peripheral t-cell lymphoma,no,relapsed or refractory peripheral t-cell lymphoma,<peripheral t-cell lymphoma>,mundipharma k.k.,mundipharma,000226817,forodesine hydrochloride,no,yes,capsule,,na,PMDA
intravenous,06.10.2016,2016,authorised,japan,approved,24.11.2016,2016,neoplasms; diseases of the respiratory system,<non-small-cell lung carcinoma>,000226880.pdf,biologics,keytruda,"unresectable, advanced or recurrent pd-l1 positive non-small cell lung cancer",yes,"unresectable, advanced or recurrent non-small cell lung cancer",<non-small cell lung carcinoma>,msd k.k.,msd,000226880,pembrolizumab,yes,no,injection,,,PMDA
intravenous,22.12.2015,2015,authorised,japan,approved,09.09.2016,2016,neoplasms; diseases of the skin,<melanoma>,000226881.pdf,biologics,keytruda,unresectable malignant melanoma,no,unresectable or metastatic malignant melanoma,<melanoma>,msd k.k.,msd,000226881,pembrolizumab,no,yes,injection,,na,PMDA
intravenous,04.03.2016,2016,authorised,japan,approved,18.01.2017,2017,diseases of the circulatory system,<pulmonary hypertension>,000227028.pdf,small molecule,epoprostenol act,pulmonary arterial hypertension,yes,pulmonary arterial hypertension,<pulmonary hypertension>,actelion pharmaceuticals japan ltd.,actelion,000227028,epoprostenol sodium,yes,no,powder,,,PMDA
intravenous,14.01.2016,2016,authorised,japan,approved,31.10.2016,2016,"endocrine, nutritional, and metabolic diseases","<hyperparathyroidism, secondary>",000227138.pdf,peptides and proteins,parsabiv,secondary hyperparathyroidism in patients on hemodialysis,no,secondary hyperparathyroidism in patients on hemodialysis,"<hyperparathyroidism, secondary>","ono pharmaceutical co., ltd.",ono,000227138,etelcalcetide,no,no,solution,,na,PMDA
intravenous,05.10.2016,2016,authorised,japan,approved,24.11.2016,2016,neoplasms; diseases of the blood and blood-forming organs,"<non-hodgkin lymphoma>; <mantle cell lymphoma>; <leukemia, lymphocytic, chronic, b-cell>",000227269.pdf,small molecule,treakisym,low-grade b-cell non-hodgkin’s lymphoma and mantle cell lymphoma; chronic lymphocytic leukemia,yes,low-grade b-cell non-hodgkin’s lymphoma and mantle cell lymphoma; chronic lymphocytic leukemia,"<non-hodgkin lymphoma>; <mantle cell lymphoma>; <leukemia, lymphocytic, chronic, b-cell>",symbio pharmaceuticals limited,symbio,000227269,bendamustine hydrochloride,yes,no,lyophilisate,,,PMDA
oral,31.10.2016,2016,authorised,japan,approved,22.05.2017,2017,neoplasms; diseases of the digestive system,<hepatocellular carcinoma>,000227545.pdf,small molecule,stivarga,unresectable hepatocellular carcinoma progressed after cancer chemotherapy,yes,unresectable hepatocellular carcinoma progressed after cancer chemotherapy,<hepatocellular carcinoma>,"bayer yakuhin, ltd.",bayer,000227545,regorafenib,yes,no,tablet,,,PMDA
oral,31.08.2016,2016,authorised,japan,approved,22.02.2017,2017,infectious and parasitic diseases,<chronic hepatitis c>; <cirrhosis>,000227562.pdf,small molecule,sovaldi,suppression of viremia in patients with chronic hepatitis c with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),yes,suppression of viremia in patients with chronic hepatitis c with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),<chronic hepatitis c>; <liver cirrhosis>,gilead sciences k.k.,gilead,000227562,sofosbuvir,no,no,tablet,,na,PMDA
oral,31.08.2016,2016,authorised,japan,approved,22.02.2017,2017,infectious and parasitic diseases,<chronic hepatitis c>; <cirrhosis>,000227563.pdf,small molecule,sovaldi,suppression of viremia in patients with chronic hepatitis c with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),yes,suppression of viremia in patients with chronic hepatitis c with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),<chronic hepatitis c>; <liver cirrhosis>,gilead sciences k.k.,gilead,000227563,sofosbuvir,no,no,tablet,,na,PMDA
oral,31.08.2016,2016,authorised,japan,approved,03.03.2017,2017,infectious and parasitic diseases,<chronic hepatitis c>; <cirrhosis>,000227564.pdf,small molecule,sovaldi,suppression of viremia in patients with chronic hepatitis c with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),yes,suppression of viremia in patients with chronic hepatitis c with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),<chronic hepatitis c>; <cirrhosis>,gilead sciences k.k.,gilead,000227564,sofosbuvir,no,no,tablet,,na,PMDA
oral,22.02.2013,2013,authorised,japan,approved,13.09.2013,2013,infectious and parasitic diseases,<chronic hepatitis c>,000227565.pdf,small molecule,sovriad,improvement of viraemia in patients with serogroup 1 (genotype i [1a] or ii [1b]) chronic hepatitis c virus infection,no,improvement of viraemia in patients with serogroup 1 (genotype i [1a] or ii [1b]) chronic hepatitis c virus infection,<chronic hepatitis c>,janssen pharmaceutical k.k.,janssen,000227565,simeprevir sodium,no,no,capsule,,na,PMDA
intravenous,30.03.2016,2016,authorised,japan,approved,09.02.2017,2017,diseases of the digestive system,<crohn disease>,000227668.pdf,biologics,stelara,induction therapy for moderately to severely active crohn’s disease (only in patients who have had an inadequate response to conventional therapy),yes,induction therapy for moderately to severely active crohn’s disease (only in patients who have had an inadequate response to conventional therapy),<crohn disease>,janssen pharmaceutical k.k.,janssen,000227668,ustekinumab,yes,no,solution,,,PMDA
oral,27.04.2016,2016,authorised,japan,approved,30.05.2017,2017,infectious and parasitic diseases; diseases of the nervous system,<herpes zoster>,000227731.pdf,small molecule,amenalief,herpes zoster,no,herpes zoster,<herpes zoster>,"maruho co., ltd.",maruho,000227731,amenamevir,no,no,tablet,,na,PMDA
subcutaneous,25.04.2016,2016,authorised,japan,approved,24.11.2016,2016,"diseases of the musculoskeletal system and connective tissue; endocrine, nutritional, and metabolic diseases",<cryopyrin-associated periodic syndromes>; <familial mediterranean fever>; <tumor necrosis factor receptor-associated periodic syndrome>; <hyperimmunoglobulin d syndrome>,000227995.pdf,biologics,ilaris,cryopyrin-associated periodic syndromes; familial mediterranean fever refractory to conventional treatment; tumor necrosis factor receptor-associated periodic syndrome; hyperimmunoglobulin d syndrome (mevalonate kinase deficiency),yes,,not reported,novartis pharma k.k.,novartis,000227995,canakinumab,yes,yes,lyophilized injection,,,PMDA
intrathecal,07.12.2016,2016,authorised,japan,approved,09.06.2017,2017,diseases of the nervous system,<spinal muscular atrophy>,000228334.pdf,other,spinraza,infantile spinal muscular atrophy,no,spinal muscular atrophy,<spinal muscular atrophies of childhood>,biogen japan ltd.,biogen,000228334,nusinersen,no,yes,solution,,na,PMDA
intrathecal,05.07.2017,2017,authorised,japan,approved,22.08.2017,2017,diseases of the nervous system,<spinal muscular atrophy>,000228335.pdf,peptides and proteins,spinraza,infantile spinal muscular atrophy; non-infantile spinal muscular atrophy,yes,infantile spinal muscular atrophy,<spinal muscular atrophy>,biogen japan ltd.,biogen,000228335,nusinersen,yes,yes,solution,,,PMDA
oral,24.06.2016,2016,authorised,japan,approved,03.02.2017,2017,neoplasms; diseases of the blood and blood-forming organs,<adult t-cell leukemia-lymphoma>,000228384.pdf,small molecule,revlimid,relapsed or refractory adult t cell leukemia-lymphoma,yes,relapsed or refractory adult t cell leukemia-lymphoma,<adult t-cell leukemia-lymphoma>,celgene k.k.,celgene,000228384,lenalidomide hydrate,yes,yes,capsule,,,PMDA
oral,23.03.2018,2018,authorised,japan,approved,29.08.2018,2018,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, myeloid, acute>",000228502.pdf,small molecule,xospata,flt3 mutation-positive relapsed or refractory acute myeloid leukemia,no,flt3 mutation-positive relapsed or refractory acute myeloid leukemia,"<leukemia, myeloid, acute>",astellas pharma inc.,astellas,000228502,gilteritinib,no,yes,tablet,,na,PMDA
oral,31.08.2016,2016,authorised,japan,approved,21.04.2017,2017,neoplasms; diseases of the respiratory system,<non-small-cell lung carcinoma>,000228503.pdf,small molecule,xalkori,"ros1-positive, unresectable, advanced or relapsed non-small-cell lung cancer",yes,"ros1-positive, unresectable, advanced or relapsed non-small-cell lung cancer",<non-small-cell lung carcinoma>,pfizer japan inc.,pfizer,000228503,crizotinib,no,yes,capsule,,na,PMDA
subcutaneous,23.09.2016,2016,authorised,japan,approved,30.05.2017,2017,diseases of the musculoskeletal system and connective tissue,"<osteoporosis>; <arthritis, rheumatoid>",000228530.pdf,biologics,pralia,osteoporosis; inhibition of progression of bone erosion associated with rheumatoid arthritis,yes,osteoporosis; prevention of structural joint damage associated with rheumatoid arthritis,"<osteoporosis>; <arthritis, rheumatoid>","daiichi sankyo co., ltd.",daiichi sankyo,000228530,denosumab,no,no,solution,,na,PMDA
oral,30.01.2018,2018,authorised,japan,approved,29.08.2018,2018,neoplasms; diseases of the respiratory system,<non-small cell lung carcinoma>,000228981.pdf,small molecule,lorbrena,alk fusion gene-positive unresectable advanced and/or recurrent non-small cell lung cancer with resistance or intolerance to alk tyrosine kinase inhibitor(s),no,alk fusion gene-positive unresectable advanced and/or recurrent non-small cell lung cancer with resistance or intolerance to alk tyrosine kinase inhibitor(s),<non-small cell lung carcinoma>,pfizer japan inc.,pfizer,000228981,lorlatinib,no,no,tablet,,na,PMDA
