Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
subcutaneous,07.09.2020,2020,authorised (under additional monitoring),TGA,approved,03.09.2021,2021,"endocrine, nutritional, and metabolic diseases; diseases of the musculoskeletal system and connective tissue",<x-linked hypophosphatemia>,auspar-crysvita-220629.pdf,biologics,crysvita,"the treatment of x-linked hypophosphataemia (xlh) in adults, adolescents and children 1 year of age or older.",no,the treatment of x-linked hypophosphataemia in paediatric patients 1 year of age and older and adults.,<x-linked hypophosphatemia>,kyowa kirin australia pty ltd,kyowa kirin,"340793, 340796 and 340797",burosumab,no,yes,solution,pm-2020-03892-1-5,na
intravenous,,,authorised,TGA,approved,13.06.2012,2012,diseases of the digestive system,not reported,auspar-cyclizine-lactate-130115.pdf,small molecule,valoid,for the prevention of nausea and vomiting in the post-operative period,no,the treatment of nausea and vomiting caused by narcotic analgesics and by general anaesthetics in the post-operative period; pre-operative use in patients undergoing emergency surgery to reduce the hazard of regurgitation and aspiration of gastric contents during induction of general anaesthesia,<not reported>,link medical products pty ltd,link,180894,cyclizine lactate,yes,no,solution,pm-2010-03573-3-1,
intravenous,,,authorised,TGA,approved,10.09.2010,2010,diseases of the circulatory system; diseases of the musculoskeletal system and connective tissue,not reported,auspar-cyklokapron.pdf,small molecule,cyklokapron,for the reduction of peri- and post-operative blood loss and the need for blood transfusions in patients undergoing cardiac surgery or total knee arthroplasty or total hip arthroplasty.,yes,for the reduction of peri- and post-operative blood loss and the need for blood transfusions in patients undergoing cardiac surgery or total knee arthroplasty or total hip arthroplasty.,<not reported>,pfizer australia pty ltd,pfizer,160658 and 166415,tranexamic acid,yes,no,solution,pm-2009-00587,
oral,,,authorised,TGA,approved,24.08.2015,2015,diseases of the circulatory system,<thrombosis>; <pulmonary embolism>,auspar-dabigatran-etexilate-160104.pdf,small molecule,pradaxa,"treatment of deep vein thrombosis (dvt) and pulmonary embolism (pe), and for the prevention of recurrent dvt and pe in adults.",yes,treatment of acute deep vein thrombosis (dvt) and/or pulmonary embolism (pe) and prevention of related death; prevention of recurrent deep vein thrombosis (dvt) and/or pulmonary embolism (pe) and related death.,<venous thrombosis>; <pulmonary embolism>,boehringer ingelheim pty ltd,boehringer ingelheim,"137832, 138415, 138402, 138421, 168211, 168215",dabigatran etexilate,yes,no,capsule,pm-2013-02038-1-3,
oral,,,authorised,TGA,approved,21.08.2013,2013,neoplasms,<melanoma>,auspar-dabrafenib-mesilate-140109.pdf,small molecule,tafinlar,treatment of patients with braf v600 mutation positive unresectable stage iii or metastatic (stage iv) melanoma,no,treatment of patients with braf v600 mutation positive unresectable or metastatic (stage iv) melanoma,<melanoma>,glaxosmithkline australia pty ltd,glaxosmithkline,200922 and 200936,dabrafenib mesilate,no,yes,capsule,pm-2012-02231-3-4,na
oral,,,authorised,TGA,approved,22.06.2015,2015,infectious and parasitic diseases,<chronic hepatitis c>; <liver diseases>; <cirrhosis>,auspar-daclatasvir-dihydrochloride-151214.pdf,small molecule,daklinza,treatment of chronic hepatitis c virus (hcv) infection in adults with compensated liver disease (including cirrhosis),no,treatment of chronic hepatitis c virus (hcv) infection in adults with compensated liver disease (including cirrhosis),<chronic hepatitis c>; <liver diseases>; <cirrhosis>,bristol-myers squibb australia pty ltd,bristol-myers squibb,222743,daclatasvir,no,no,tablet,pm-2014-00647-1-2,na
subcutaneous,,,authorised,TGA,approved,20.09.2016,2016,diseases of the nervous system,<multiple sclerosis>,auspar-daclizumab-170504.pdf,biologics,zinbryta,treatment of relapsing forms of multiple sclerosis (ms) to delay the progression of physical disability and to reduce the frequency of relapse,no,treatment of relapsing forms of multiple sclerosis (ms),<multiple sclerosis>,biogen australia pty ltd,biogen,243872; 243873,daclizumab,no,no,solution,pm-2015-01556-1-1,na
oral,18.12.2019,2019,authorised,TGA,approved,04.11.2020,2020,diseases of the circulatory system,<heart failure>,auspar-dapagliflozin-210406.pdf,small molecule,forxiga,"symptomatic heart failure with reduced ejection fraction, as an adjunct to standard of care therapy",yes,heart failure with reduced ejection fraction,<heart failure>,astrazeneca pty ltd,astrazeneca,180147,dapagliflozin,no,no,tablet,pm-2019-05370-1-3,na
oral,04.01.2021,2021,authorised,TGA,approved,06.09.2021,2021,"diseases of the genitourinary system; endocrine, nutritional, and metabolic diseases",<chronic kidney disease>,auspar-dapagliflozin-as-propanediol-monohydrate-220328.pdf,small molecule,forxiga,"to reduce the risk of progressive decline in kidney function in adults with proteinuric chronic kidney disease (ckd stage 2, 3 or 4 and urine acr ≥ 30 mg/g)",yes,forxiga is indicated in adults for the treatment of chronic kidney disease.,<chronic kidney disease>,astrazeneca pty ltd,astrazeneca,180147,dapagliflozin,yes,no,tablet,pm-2020-06068-1-5,
oral,,,authorised,TGA,approved,05.10.2012,2012,"endocrine, nutritional, and metabolic diseases","<diabetes mellitus, type 2>",auspar-dapagliflozin-propanediol-monohydrate-130114.pdf,small molecule,"appebb, az dapagliflozin, bms dapagliflozin, bms/az dapagliflozin, edistride, empliciti and forxiga",indicated as an adjunct to diet and exercise in patients with type 2 diabetes mellitus for whom metformin is otherwise indicated but was not tolerated.,no,indicated as an adjunct to diet and exercise in patients for whom metformin is inappropriate due to contraindications or intolerance.,not reported,bristol-myers squibb australia pty ltd,bristol-myers squibb,"180139, 180146, 180141, 180149, 180150, 180152 and 180147",dapagliflozin,no,no,tablet,pm-2010-03812-35,na
oral,,,authorised,TGA,approved,11.07.2014,2014,"endocrine, nutritional, and metabolic diseases","<diabetes mellitus, type 2>",auspar-dapagliflozin-propanediol-monohydrate-141217.pdf,small molecule,xigduo xr,as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus when treatment with both dapagliflozin and metformin is appropriate.,no,as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus when treatment with both dapagliflozin and metformin is appropriate.,<type 2 diabetes mellitus>,astrazeneca pty ltd,astrazeneca,"211294, 211295, 211296",dapagliflozin; metformin,no,no,tablet,pm-2013-01515-1-5,na
topical,,,authorised,TGA,approved,04.01.2017,2017,diseases of the skin,<acne vulgaris>,auspar-dapsone-171201.pdf,small molecule,aczone,for the topical treatment of acne vulgaris in patients 12 years of age and older,yes,for the topical treatment of acne vulgaris in patients 12 years of age and older,<acne vulgaris>,allergan australia pty ltd,allergan,266267,dapsone,no,no,gel,pm-2015-03568-1-5,na
intravenous,31.01.2018,2018,authorised,TGA,approved,19.01.2019,2019,infectious and parasitic diseases,<staphylococcal infections>,auspar-daptomycin-191120.pdf,peptides and proteins,cubicin,staphylococcus aureus bloodstream infections (bacteraemia) in paediatric patients (1 to 17 years of age),yes,staphylococcus aureus bloodstream infections (bacteraemia) in paediatric patients (1 to 17 years of age),<staphylococcal infections>,merck sharp & dohme (australia) pty ltd,merck sharp & dohme,"143586, 143574",daptomycin,yes,no,powder,pm-2017-04652-1-2,
oral,30.05.2019,2019,authorised (under additional monitoring),TGA,approved,20.02.2020,2020,neoplasms,<prostatic neoplasms>,auspar-darolutamide-200702.pdf,small molecule,nubeqa,treatment of patients with non-metastatic castration resistant prostate cancer (nmcrpc),no,treatment of patients with non-metastatic castration resistant prostate cancer (nmcrpc),<prostatic neoplasms>,bayer australia limited,bayer,"316417, 317242",darolutamide,no,no,tablet,pm-2019-01420-1-4,na
subcutaneous,02.11.2020,2020,authorised,TGA,approved,06.10.2021,2021,diseases of the blood and blood-forming organs,<immunoglobulin light-chain amyloidosis>,auspar-darzalex-sc-20221020.pdf,biologics,darzalex sc,treatment of patients with light chain al amyloidosis.,yes,treatment of patients with light chain al amyloidosis.,<immunoglobulin light-chain amyloidosis>,janssen-cilag pty ltd,janssen-cilag,322685,daratumumab,no,no,solution,pm-2020-04809-1-6,na
oral,28.02.2017,2017,authorised,TGA,approved,07.03.2018,2018,neoplasms; diseases of the blood and blood-forming organs,<precursor cell lymphoblastic leukemia-lymphoma>,auspar-dasatinib-190123.pdf,small molecule,sprycel,treatment of adults aged 18 years or over with newly diagnosed philadelphia chromosome positive acute lymphoblastic leukaemia integrated with chemotherapy.,yes,treatment of adults aged 18 years or over with newly diagnosed philadelphia chromosome positive acute lymphoblastic leukaemia integrated with chemotherapy.,<precursor cell lymphoblastic leukemia-lymphoma>,bristol-myers squibb australia pty ltd,bristol-myers squibb,"125557, 125558, 125559, 125560, 125561, 125562, 157352, 157356",dasatinib,yes,yes,tablet,pm-2016-04274-1-4,
oral,,,withdrawn,TGA,withdrawn,16.11.2011,2011,diseases of the respiratory system,not reported,auspar-daxas.pdf,small molecule,daxas/xevex/dalveza,na,no,maintenance treatment of copd associated with chronic bronchitis in patients at risk of exacerbations.,"<chronic obstructive pulmonary disease>; <bronchitis, chronic>",nycomed pty ltd,nycomed,,roflumilast,no,no,tablet,pm-2009-02915-3-5,na
oral,02.03.2020,2020,authorised (under additional monitoring),TGA,approved,29.10.2020,2020,diseases of the blood and blood-forming organs; neoplasms,"<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>",auspar-decitabine-cedazuridine-210128.pdf,small molecule,inqovi 35/100,"treatment of adult patients with myelodysplastic syndromes (mds) intermediate-1, intermediate-2, and high-risk international prognostic scoring system groups, and patients with chronic myelomonocytic leukaemia (cmml).",no,"treatment of adult patients with myelodysplastic syndromes (mds) intermediate-1, intermediate-2, and high-risk international prognostic scoring system groups, and patients with chronic myelomonocytic leukaemia (cmml).","<myelodysplastic syndromes>; <leukemia, myelomonocytic, chronic>",otsuka australia pharmaceutical pty ltd,otsuka,328904,decitabine and cedazuridine,no,yes,tablet,pm-2020-00088-1-6,na
oral,,,authorised,TGA,approved,24.10.2014,2014,diseases of the blood and blood-forming organs,<transfusional hemosiderosis>; <thalassemia>,auspar-deferasirox-140306.pdf,small molecule,exjade,the treatment of chronic iron overload due to blood transfusions (transfusional haemosiderosis) in adults and paediatric patients 6 years and older. exjade is also indicated for the treatment of chronic iron overload in paediatric patients aged 2 to 5 years who are unable to take desferrioxamine therapy or in whom desferrioxamine has proven ineffective. exjade is also indicated for the treatment of chronic iron overload in patients with non transfusion dependent thalassemia syndromes aged 10 years and older.,yes,treatment of chronic iron overload in patients with nontransfusion dependent thalassemia syndromes aged 10 years and older.,<thalassemia>,novartis pharmaceuticals australia pty ltd,novartis,"119230, 119231 and 119232",deferasirox,yes,no,tablet,pm-2012-03063-1-4,
subcutaneous,,,authorised,TGA,approved,05.09.2013,2013,diseases of the musculoskeletal system and connective tissue,<osteoporosis>,auspar-denosumab-140128.pdf,biologics,prolia,treatment to increase bone mass in men with osteoporosis at increased risk of fracture.,yes,treatment of osteoporosis in men.,<osteoporosis>,amgen australia pty ltd,amgen,aust r 159322; aust r 159323; aust r 159324,denosumab,yes,no,solution,pm-2012-02302-3-5,
subcutaneous,,,authorised,TGA,approved,23.12.2013,2013,neoplasms; diseases of the musculoskeletal system and connective tissue,<giant cell tumor of bone>,auspar-denosumab-140417.pdf,biologics,xgeva,"treatment of giant cell tumour of bone in adults or skeletally mature adolescents that is recurrent, or unresectable, or resectable but associated with severe morbidity.",yes,"treatment of giant cell tumour of bone in adults or skeletally mature adolescents that is recurrent, or unresectable, or resectable but associated with severe morbidity.",<giant cell tumor of bone>,amgen australia pty ltd,amgen,175041,denosumab,yes,no,solution,pm-2012-04329-1-4,
subcutaneous,01.06.2017,2017,authorised,TGA,approved,15.06.2018,2018,diseases of the musculoskeletal system and connective tissue,"<fractures, bone>",auspar-denosumab-190213.pdf,biologics,prolia,treatment to increase bone mass in women and men at increased risk of fracture due to long-term systemic glucocorticoid therapy.,yes,treatment of osteoporosis associated with sustained systemic glucocorticoid therapy in women and men at increased risk of fracture.,<osteoporosis>,amgen australia pty ltd,amgen,"159322, 159323",denosumab,yes,no,solution,pm-2017-01353-1-5,
subcutaneous,,,authorised,TGA,approved,19.07.2016,2016,diseases of the skin,<subcutaneous fat>,auspar-deoxycholic-acid-170406.pdf,small molecule,belkyra,improvement in the appearance of moderate to severe convexity or fullness associated with submental fat in adults.,no,improvement in the appearance of moderate to severe convexity or fullness associated with submental fat in adults.,not reported,allergan australia pty ltd,allergan,233201,deoxycholic acid,no,no,solution,,na
sublingual,,,authorised,TGA,approved,30.11.2016,2016,diseases of the genitourinary system,<nocturia>,auspar-desmopressin-181127.pdf,peptides and proteins,nocdurna,treatment of nocturia due to idiopathic nocturnal polyuria in adults who awaken two or more times each night to void and have not responded to lifestyle measures.,yes,treatment of nocturia due to nocturnal polyuria in adults who awaken two or more times each night to void.,<nocturia>,ferring pharmaceuticals pty ltd,ferring,"263596, 264292",desmopressin,no,no,water,pm-2015-03168-1-final,na
