 Origin,Document_name,Marketing_authorisation_number,EMA_product_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Decisions_number,Nonclinical_abridged,Referral_body,Referral,Nonclinical_pharmacology_invitro,Nonclinical_pharmacology_species,Nonclinical_pharmacology_strain,Nonclinical_pharmacology_model,Nonclinical_pharmacology_sex,Nonclinical_pharmacology_outcomes,Nonclinical_pharmacology_adverse_findings,Nonclinical_pharmacokinetics_species,Nonclinical_pharmacokinetics_strain,Nonclinical_pharmacokinetics_model,Nonclinical_pharmacokinetics_sex,Nonclinical_pharmacokinetics_findings,Nonclinical_pharmacokinetics_outcomes,Nonclinical_toxicology_species,Nonclinical_toxicology_strain,Nonclinical_toxicology_model,Nonclinical_toxicology_sex,Nonclinical_toxicology_outcomes,Nonclinical_toxicology_outcomes,Nonclinical_toxicology_adverse_events,Sex_reported_allgemein,Sex,Comment,
EMA,fycompa-epar-public-assessment-report_en.pdf,EMA/424476/2012,EMEA/H/C/002434,Fycompa,perampanel,Eisai GmbH,Small molecule,film-coated tablets,oral,approved,authorised,24.05.2012,no ,no,the treatment of partial-onset seizures.,Fycompa (perampanel) is indicated for the adjunctive treatment of partial-onset seizures (POS) with or without secondarily generalised seizures in patients from 4 years of age and older. Primary generalised tonic-clonic (PGTC) seizures in patients from 7 years of age and older with idiopathic generalised epilepsy (IGE).,Diseases of the nervous system,24.05.2011,1,no,NA,NA,yes,"rat, monkey, dog",not reported,"rat kindling model, GAERS model, seizure models, rodent models of neuropathic pain, primate animal models of Parkinson’s disease",not reported,,,"rat, monkey, dog",cynomolgus monkey,Not reported,not reported,,,"rat, mouse, monkey, dog, rabbit",cynomolgus monkey,Not reported,both,,,,,,,
EMA,atazanavir-mylan-epar-public-assessment-report_en.pdf,EMA/503216/2016,EMEA/H/C/004048,Atazanavir Viatris (previously Atazanavir Mylan),atazanavir,Viatris Limited,Small molecule,hard capsules,oral,approved,authorised,23.06.2016,no ,no,"Atazanavir Viatris, co-administered with low dose ritonavir, is indicated for the treatment of HIV-1-infected adults and paediatric patients 6 years of age and older in combination with other antiretroviral medicinal products. Based on available virological and clinical data from adult patients, no benefit is expected in patients with strains resistant to multiple protease inhibitors (≥ 4 PI mutations). There are very limited data available from children aged 6 to less than 18 years. The choice of Atazanavir Mylan in treatment experienced adult and paediatric patients should be based on individual viral resistance testing and the patient’s treatment history. ",Same,Infectious and parasitic diseases,23.12.2014,1,yes,EMA,Reyataz,yes,"rat, dog",not reported,Not reported,not reported,,,rat,not reported,Not reported,not reported,,,"mouse, rat, dog",not reported,Not reported,both,,,,,,,
EMA,ituxredi-epar-public-assessment-report_en.pdf,EMA/565284/2024,EMEA/H/C/006224,Ituxredi,rituximab,Reddy Holding GmbH,Biologics,concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),25.07.2024,no ,no,"Non-Hodgkin’s lymphoma (NHL), Chronic lymphocytic leukaemia (CLL), Rheumatoid arthritis, Granulomatosis with polyangiitis and microscopic polyangiitis, Pemphigus vulgaris",Same,"Neoplasms, Diseases of the skin, Other",25.04.2023,1,no,NA,NA,yes,???,not reported,Not reported,not reported,,,monkey,cynomolgus monkey,Not reported,not reported,,,monkey,cynomolgus monkey,Not reported,both,,,,,,,
EMA,loargys-epar-public-assessment-report_en.pdf,EMA/485896/2023,EMEA/H/C/005484,Loargys,Pegzilarginase,Immedica Pharma AB,Peptides and proteins,"solution for injection, solution for infusion","subcutaneous, intravenous",approved,authorised (under additional monitoring),12.10.2023,yes,no,"Loargys is indicated for the treatment of arginase 1 deficiency (ARG1-D), also known as hyperargininemia, in adults, adolescents and children aged 2 years and older",Same,"""Endocrine, nutritional, and metabolic diseases"", Congenital malformations and chomosomal abnormalities",26.06.2022,1,no,NA,NA,yes,"mouse, rat, rabbit, monkey","Wistar rat, cynomolgus monkey",Not reported,male,,,"mouse, monkey, rat, rabbit","cynomolgus monkey, CD-1 mouse",Not reported,both,,,"mouse, rat, monkey",cynomolgus monkey,Not reported,both,,,,,,,
EMA,forxiga-epar-public-assessment-report_en.pdf,EMA/689976/2012,EMEA/H/C/002322,Forxiga,dapagliflozin,AstraZeneca AB,Small molecule,film-coated tablets,oral,approved,authorised,18.09.2012,no ,no,Diabetes mellitus type 2,"Type 2 diabetes mellitus, Heart failure, Chronic kidney disease","""Endocrine, nutritional, and metabolic diseases"", Diseases of the circulatory system, Diseases of the genitourinary system",16.12.2010,1,no,NA,NA,yes,"rat, mouse","Wistar rat, ZDF rat","diabetic animal models, non-diabetic and diabetic rat or mouse, knock-out mouse lacking the gene for SGLT2, DIO (diet-induced obese) rat",not reported,,,"mouse, rat, dog, monkey","Long Evans rat, Sprague Dawley rat",Rat (bile duct cannulated) ,both,,,"mouse, rat, dog, rabbit","CD-1 mouse, Sprague Dawley rat, beagle dog",Not reported,both,,,,,,,
EMA,fluenz-tetra-epar-public-assessment-report_en.pdf,EMA/586629/2013,EMEA/H/C/002617,Fluenz Tetra,"influenza vaccine (live attenuated, nasal)",AstraZeneca AB,Vaccine,"""nasal spray, suspension""",nasal,approved,authorised,19.09.2013,no ,no,Fluenz Tetra is a vaccine used to protect children from 2 to less than 18 years of age against influenza (flu).,Same,Infectious and parasitic diseases,28.09.2012,1,no,NA,NA,yes,"ferret, rat, mouse",not reported,Not reported,female,,,NA,NA,NA,NA,,,"rat, ferret, hamster, guinea pig",not reported,Not reported,female,,,,,,,
EMA,sprimeo-epar-scientific-discussion_en.pdf,Not reported,EMEA/H/C/000851,Sprimeo,aliskiren,Novartis Europharm Ltd.,Small molecule,film-coated tablets,oral,approved,withdrawn,22.08.2007,no ,no,Not reported,Treatment of essential hypertension.,Diseases of the circulatory system,05.09.2006,1,no,NA,NA,yes,"rat, mouse, monkey",marmoset monkey,"transgenic models, ",not reported,,,"rat, monkey",marmoset monkey,Not reported,both,,,"rat, monkey",marmoset monkey,Not reported,both,,,,,,,
EMA,epidyolex-epar-public-assessment-report_en.pdf,EMA/458106/2019,EMEA/H/C/004675,Epidyolex,cannabidiol,Jazz Pharmaceuticals Ireland Limited,Small molecule,oral solution,oral,approved,authorised,25.06.2019,yes,no,adjunctive therapy of seizures associated with Lennox-Gastaut syndrome (LGS) or Dravet syndrome (DS) in patients from 2 years of age and older,"Epidyolex is indicated for use as adjunctive therapy of seizures associated with Lennox-Gastaut syndrome (LGS) or Dravet syndrome (DS), in conjunction with clobazam, for patients 2 years of age and older. Epidyolex is indicated for use as adjunctive therapy of seizures associated with tuberous sclerosis complex (TSC) for patients 2 years of age and older.",Diseases of the nervous system,21.12.2017,1,no,NA,NA,yes,"rat, mouse, dog",beagle dog,NMRI mouse,not reported,,,"rat, mouse, dog, minipig",not reported,Not reported,not reported,,,"mouse, rat, rabbit, dog, monkey",not reported,Not reported,both,,,,,,,
EMA,retacrit-epar-scientific-discussion_en.pdf,Not reported,EMEA/H/C/000872,Retacrit,epoetin zeta,Pfizer Europe MA EEIG,Small molecule,solution for injection in pre-filled syringe,"subcutaneous, intravenous",approved,authorised,17.10.2007,no ,no,"Retacrit is indicated for the treatment of symptomatic anaemia associated with chronic renal failure (CRF) in adults and paediatrics aged 1 to 18 years on haemodialysis and adult patients on peritoneal dialysis, in adults with renal insufficiency not yet undergoing dialysis for the treatment of severe anaemia of renal origin accompanied by clinical symptoms in patients",Same,Diseases of the blood and blood-forming organs,11.05.2006,1,no,NA,NA,yes,mouse,not reported,"normocythaemic mouse, B6D2F1 mouse, ",female,,,NA,NA,NA,NA,,,"rat, dog",not reported,Not reported,both,,,,,,,
EMA,withdrawal-assessment-report-orathecin_en.pdf,EMEA/CHMP/90172/2006,EMEA/H/C/000608,Orathecin,Rubitecan,EuroGen Pharmaceuticals Ltd,Small molecule,hard capsules,oral,withdrawn,withdrawn,19.01.2006,yes,no,Orathecin (rubitecan) for the treatment of patients with locally advanced (non-resectable) or metastatic adenocarcinoma of the pancreas who failed at least one prior chemotherapy.,NA,"Neoplasms, ""Endocrine, nutritional, and metabolic diseases""",Not reported,not reported,no,NA,NA,yes,mouse,not reported,nude mouse xenograft models.,not reported,,,"rat, mouse, monkey, dog, rabbit",not reported,Not reported,both,,,"rat, dog",not reported,Not reported,both,,,,,,,
EMA,kesimpta-epar-public-assessment-report_en.pdf,EMA/160608/2021,EMEA/H/C/005410,Kesimpta,ofatumumab,Novartis Ireland Limited,Biologics,"solution for injection in pre-filled syringe, solution for injection in pre-filled pen",subcutaneous,approved,authorised (under additional monitoring),28.01.2021,no ,no,Not reported,Kesimpta is indicated for the treatment of adult patients with relapsing forms of multiple sclerosis (RMS) with active disease defined by clinical or imaging features,Diseases of the nervous system,09.01.2020,1,no,NA,NA,yes,"mouse, monkey",cynomolgus monkey,"experimental autoimmune encephalomyelitis (EAE) mouse, ",both,,,monkey,cynomolgus monkey,Not reported,both,,,monkey,cynomolgus monkey,Not reported,both,,,,,,,
EMA,kynamro-epar-public-assessment-report_en.pdf,EMA/305826/2013,EMEA/H/C/002429,Kynamro,mipomersen sodium,Genzyme Europe BV,Cell and gene therapy,solution for injection,subcutaneous,refused,NA,29.05.2013,no ,no,NA,"Kynamro is an apolipoprotein B (apo B) synthesis inhibitor indicated as an adjunct to maximally tolerated lipid-lowering medications and diet to reduce low density lipoprotein-cholesterol (LDL-C), apo B, total cholesterol (TC), non-high density lipoprotein-cholesterol (non-HDL-C) and lipoprotein (a) [Lp(a)] in patients with homozygous familial hypercholesterolaemia (HoFH) and in patients with severe heterozygous familial hypercholesterolaemia (severe HeFH).","""Endocrine, nutritional, and metabolic diseases"", Congenital malformations and chomosomal abnormalities, Diseases of the circulatory system",28.06.2011,2,no,NA,NA,yes,"mouse, rabbit, hamster, monkey",cynomolgus monkey,"C57BL/6 mouse fed a high fat diet, apoE-deficient mouse, LDLr-deficient mouse, C57BL/6 mouse fed a normal chow diet, ",not reported,,,"mouse, rat, dog, monkey",not reported,Not reported,not reported,,,"rat, mouse, monkey, rabbit",cynomolgus monkey,Not reported,both,,,,,,,
EMA,ninlaro-epar-public-assessment-report_en.pdf,EMA/CHMP/594718/2016,EMEA/H/C/003844,Ninlaro,ixazomib,Takeda Pharma A/S,Small molecule,hard capsules,oral,approved,authorised,26.05.2016,yes,no,NINLARO in combination with lenalidomide and dexamethasone is indicated for the treatment of adult patients with multiple myeloma who have received at least one prior therapy.,Same,"Neoplasms, Diseases of the blood and blood-forming organs",30.06.2015,2,no,NA,NA,yes,"mouse, rat, dog",not reported,"multiple myeloma mouse model, imyccα/bcl-xl genetically engineered mouse model, DP54-Luc intratibial mouse model of a plasma cell malignancy","female, both",,,"rat, rabbit, dog, monkey, mouse","Sprague Dawley rat, New Zealand White rabbit, beagle dog, cynomolgus monkey",tumour-bearing mouse models,male,,,"dog, rat, mouse, rabbit","Sprague Dawley rat, beagle dog, New Zealand White rabbit",Not reported,both,,,,,,,
EMA,karvezide-epar-scientific-discussion_en.pdf,Not reported,EMEA/H/C/000221,Karvezide,irbesartan / hydrochlorothiazide,Sanofi Winthrop Industrie,Small molecule,tablet,oral,approved,authorised,16.10.1998,no ,no,Not repored,Treatment of essential hypertension. This fixed dose combination is indicated in adult patients whose blood pressure is not adequately controlled on irbesartan or hydrochlorothiazide alone ,Diseases of the circulatory system,26.11.1997,not reported,yes,"???, EMA","Irbesartan, HCTZ",yes,"rat, monkey",not reported,spontaneously hypertensive rat,not reported,,,"rat, monkey",not reported,Not reported,not reported,,,"rat, monkey",not reported,Not reported,both,,,,,,,
EMA,laventair-epar-public-assessment-report_en.pdf,EMA/CHMP/163506/2014,EMEA/H/C/003754,Laventair Ellipta (previously Laventair),umeclidinium bromide / vilanterol,GlaxoSmithKline (Ireland) Limited,Small molecule,inhalation powder,inhalation,approved,authorised,17.03.2014,no ,no,LAVENTAIR ELLIPTA is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,Same,Diseases of the respiratory system,06.03.2013,1,no,NA,NA,yes,"mouse, guinea pig, rat, dog","Dunkin Hartley guinea pig, Sprague Dawley rat, beagle dog","MCh-induced bronchoconstriction mouse, ",both,,,"rat, dog, mouse, rabbit, guinea pig","Sprague Dawley rat, beagle dog",Not reported,both,,,"rat, mouse, rabbit, dog","New Zealand White rabbit, Sprague Dawley rat, beagle dog",Not reported,both,,,,,,,
EMA,febuxostat-mylan-epar-public-assessment-report_en.pdf,EMA/368110/2017,EMEA/H/C/004374,Febuxostat Viatris (previously Febuxostat Mylan),febuxostat,Viatris Limited,Small molecule,film-coated tablets,oral,approved,authorised,21.04.2017,no ,no,"Treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis). Prevention and treatment of hyperuricaemia in adult patients undergoing chemotherapy for haematologic malignancies at intermediate to high risk of Tumor Lysis Syndrome (TLS).","Treatment of chronic hyperuricaemia in conditions where urate deposition has already occurred (including a history, or presence of, tophus and/or gouty arthritis). Febuxostat Viatris is indicated in adults.",Diseases of the musculoskeletal system and connective tissue,26.04.2016,1,yes,EMA,Adenuric,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
