Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
subcutaneous,06.08.2015,2015,authorised,japan,approved,27.05.2016,2016,"endocrine, nutritional, and metabolic diseases",000224582.pdf,biologics,praluent,familial hypercholesterolemia and hypercholesterolemia,<familial hypercholesterolemia>; <hypercholesterolemia>,no,hypercholesterolemia and familial hypercholesterolemia,<hypercholesterolemia>,sanofi k.k.,sanofi,,alirocumab,no,no,solution,,na,PMDA
subcutaneous,25.08.2016,2016,authorised,japan,approved,10.04.2017,2017,diseases of the musculoskeletal system and connective tissue,000224729.pdf,biologics,actemra,treatment of rheumatoid arthritis with an inadequate response to existing therapies (including the inhibition of progression of structural joint damage),<rheumatoid arthritis>,yes,treatment of rheumatoid arthritis with an inadequate response to existing therapies (including the inhibition of progression of structural joint damage),<rheumatoid arthritis>,"chugai pharmaceutical co., ltd.",chugai,,tocilizumab,yes,no,injection,,,PMDA
subcutaneous,30.11.2016,2016,authorised,japan,approved,27.07.2017,2017,diseases of the musculoskeletal system and connective tissue; diseases of the circulatory system,000224730.pdf,biologics,actemra,treatment of rheumatoid arthritis (including the inhibition of progression of structural joint damage); takayasu’s arteritis or giant cell arteritis,<rheumatoid arthritis>; <takayasu arteritis>; <giant cell arteritis>,yes,treatment of rheumatoid arthritis with an inadequate response to existing therapies; treatment of large vessel vasculitis (takayasu’s arteritis or giant cell arteritis),"<rheumatoid arthritis>; <vasculitis, large-cell>","chugai pharmaceutical co., ltd.",chugai,,tocilizumab,yes,yes,injection,,,PMDA
oral,11.03.2016,2016,authorised,japan,approved,09.09.2016,2016,infectious and parasitic diseases,000224902.pdf,small molecule,grazyna,suppression of viremia in serogroup 1 (genotype 1) chronic hepatitis c patients with or without compensated cirrhosis,<chronic hepatitis c>; <cirrhosis>,no,suppression of viremia in serogroup 1 (genotype 1) chronic hepatitis c patients with or without compensated cirrhosis,<chronic hepatitis c>; <liver cirrhosis>,msd k.k.,msd,,grazoprevir,no,no,tablet,,na,PMDA
oral,11.03.2016,2016,authorised,japan,approved,09.09.2016,2016,infectious and parasitic diseases,000224903.pdf,small molecule,erelsa,suppression of viremia in serogroup 1 (genotype 1) chronic hepatitis c patients with or without compensated cirrhosis,<chronic hepatitis c>; <cirrhosis>,no,suppression of viremia in serogroup 1 (genotype 1) chronic hepatitis c patients with or without compensated cirrhosis,<chronic hepatitis c>; <liver cirrhosis>,msd k.k.,msd,,elbasvir,no,no,tablet,,na,PMDA
oral,22.06.2017,2017,authorised,japan,approved,09.06.2017,2017,mental and behavioural disorders; neoplasms,000224954.pdf,small molecule,zyprexa,"schizophrenia; improvement of manic and depressive symptoms associated with bipolar disorder; gastrointestinal symptoms (nausea, vomiting) associated with antineoplastic agents",<schizophrenia>; <bipolar disorder>,yes,"gastrointestinal symptoms (nausea, vomiting) associated with antineoplastic agents",<not reported>,eli lilly japan k.k.,eli lilly,,olanzapine,yes,no,tablet,,pharmaceutical affairs and food sanitation council,PMDA
cutaneous,20.10.2017,2017,authorised,japan,approved,01.03.2018,2018,neoplasms; diseases of the skin,000225368.pdf,small molecule,rapalimus,tuberous sclerosis complex-associated skin lesions,<tuberous sclerosis>,no,tuberous sclerosis complex-associated skin lesions,<tuberous sclerosis>,"nobelpharma co., ltd.",nobel,,sirolimus,no,yes,gel,,na,PMDA
oral,25.10.2017,2017,authorised,japan,approved,02.02.2018,2018,infectious and parasitic diseases; diseases of the respiratory system,000225380.pdf,small molecule,xofluza,influenza a or b virus infection,<influenza>,no,influenza a or b virus infection,<influenza>,"shionogi & co., ltd.",shionogi,,baloxavir marboxil,no,no,tablet,,na,PMDA
cutaneous,20.10.2014,2014,authorised,japan,approved,31.08.2015,2015,diseases of the musculoskeletal system and connective tissue,000225702.pdf,small molecule,loqoa,relief of pain and inflammation associated with osteoarthritis,<osteoarthritis>,no,relief of pain and inflammation associated with osteoarthritis,<osteoarthritis>,"taisho pharmaceutical co., ltd.",taisho,,esflurbiprofen,no,no,plaster,,na,PMDA
oral,04.07.2016,2016,authorised,japan,approved,03.03.2017,2017,neoplasms; diseases of the blood and blood-forming organs,000225743.pdf,small molecule,ninlaro,relapsed or refractory multiple myeloma,<multiple myeloma>,no,relapsed or refractory multiple myeloma,<multiple myeloma>,takeda pharmaceutical company limited,takeda,,ixazomib citrate,no,yes,capsule,,na,PMDA
oral,21.12.2015,2015,authorised,japan,approved,11.11.2016,2016,infectious and parasitic diseases,000226231.pdf,small molecule,ximency,suppression of viremia in serogroup 1 (genotype 1) chronic hepatitis c patients without cirrhosis or with compensated cirrhosis,<chronic hepatitis c>,no,suppression of viremia in serogroup 1 (genotype 1) chronic hepatitis c patients without cirrhosis or with compensated cirrhosis,<chronic hepatitis c>,bristol-myers squibb k.k.,bristol-myers squibb,,daclatasvir hydrochloride/asunaprevir/beclabuvir hydrochloride,no,no,tablet,,na,PMDA
subcutaneous,07.10.2016,2016,authorised,japan,approved,27.07.2017,2017,diseases of the musculoskeletal system and connective tissue,000226413.pdf,biologics,kevzara,rheumatoid arthritis in patients who have had an inadequate response to conventional treatments,<rheumatoid arthritis>,no,rheumatoid arthritis in patients who have had an inadequate response to conventional treatments,<rheumatoid arthritis>,sanofi k.k.,sanofi,,sarilumab,no,no,solution,,na,PMDA
oral,19.10.2015,2015,authorised,japan,approved,09.06.2017,2017,"endocrine, nutritional, and metabolic diseases",000226672.pdf,small molecule,parmodia,hyperlipidemia (including familial hyperlipidemia),<hyperlipidemias>,no,hyperlipidemia (including familial hyperlipidemia),<hyperlipidemias>,"kowa company, ltd.",kowa,,pemafibrate,no,no,tablet,,na,PMDA
oral,07.06.2016,2016,authorised,japan,approved,03.03.2017,2017,neoplasms; diseases of the blood and blood-forming organs,000226817.pdf,small molecule,mundesine,relapsed or refractory peripheral t-cell lymphoma,<peripheral t-cell lymphoma>,no,relapsed or refractory peripheral t-cell lymphoma,<peripheral t-cell lymphoma>,mundipharma k.k.,mundipharma,,forodesine hydrochloride,no,yes,capsule,,na,PMDA
intravenous,06.10.2016,2016,authorised,japan,approved,24.11.2016,2016,neoplasms; diseases of the respiratory system,000226880.pdf,biologics,keytruda,"unresectable, advanced or recurrent pd-l1 positive non-small cell lung cancer",<non-small-cell lung carcinoma>,yes,"unresectable, advanced or recurrent non-small cell lung cancer",<non-small cell lung carcinoma>,msd k.k.,msd,,pembrolizumab,yes,no,injection,,,PMDA
intravenous,22.12.2015,2015,authorised,japan,approved,09.09.2016,2016,neoplasms; diseases of the skin,000226881.pdf,biologics,keytruda,unresectable malignant melanoma,<melanoma>,no,unresectable or metastatic malignant melanoma,<melanoma>,msd k.k.,msd,,pembrolizumab,no,yes,injection,,na,PMDA
intravenous,04.03.2016,2016,authorised,japan,approved,18.01.2017,2017,diseases of the circulatory system,000227028.pdf,small molecule,epoprostenol act,pulmonary arterial hypertension,<pulmonary hypertension>,yes,pulmonary arterial hypertension,<pulmonary hypertension>,actelion pharmaceuticals japan ltd.,actelion,,epoprostenol sodium,yes,no,powder,,,PMDA
intravenous,14.01.2016,2016,authorised,japan,approved,31.10.2016,2016,"endocrine, nutritional, and metabolic diseases",000227138.pdf,peptides and proteins,parsabiv,secondary hyperparathyroidism in patients on hemodialysis,"<hyperparathyroidism, secondary>",no,secondary hyperparathyroidism in patients on hemodialysis,"<hyperparathyroidism, secondary>","ono pharmaceutical co., ltd.",ono,,etelcalcetide,no,no,solution,,na,PMDA
intravenous,05.10.2016,2016,authorised,japan,approved,24.11.2016,2016,neoplasms; diseases of the blood and blood-forming organs,000227269.pdf,small molecule,treakisym,low-grade b-cell non-hodgkin’s lymphoma and mantle cell lymphoma; chronic lymphocytic leukemia,"<non-hodgkin lymphoma>; <mantle cell lymphoma>; <leukemia, lymphocytic, chronic, b-cell>",yes,low-grade b-cell non-hodgkin’s lymphoma and mantle cell lymphoma; chronic lymphocytic leukemia,"<non-hodgkin lymphoma>; <mantle cell lymphoma>; <leukemia, lymphocytic, chronic, b-cell>",symbio pharmaceuticals limited,symbio,,bendamustine hydrochloride,yes,no,lyophilisate,,,PMDA
oral,31.10.2016,2016,authorised,japan,approved,22.05.2017,2017,neoplasms; diseases of the digestive system,000227545.pdf,small molecule,stivarga,unresectable hepatocellular carcinoma progressed after cancer chemotherapy,<hepatocellular carcinoma>,yes,unresectable hepatocellular carcinoma progressed after cancer chemotherapy,<hepatocellular carcinoma>,"bayer yakuhin, ltd.",bayer,,regorafenib,yes,no,tablet,,,PMDA
oral,31.08.2016,2016,authorised,japan,approved,22.02.2017,2017,infectious and parasitic diseases,000227562.pdf,small molecule,sovaldi,suppression of viremia in patients with chronic hepatitis c with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),<chronic hepatitis c>; <cirrhosis>,yes,suppression of viremia in patients with chronic hepatitis c with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),<chronic hepatitis c>; <liver cirrhosis>,gilead sciences k.k.,gilead,,sofosbuvir,no,no,tablet,,na,PMDA
oral,31.08.2016,2016,authorised,japan,approved,22.02.2017,2017,infectious and parasitic diseases,000227563.pdf,small molecule,sovaldi,suppression of viremia in patients with chronic hepatitis c with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),<chronic hepatitis c>; <cirrhosis>,yes,suppression of viremia in patients with chronic hepatitis c with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),<chronic hepatitis c>; <liver cirrhosis>,gilead sciences k.k.,gilead,,sofosbuvir,no,no,tablet,,na,PMDA
oral,31.08.2016,2016,authorised,japan,approved,03.03.2017,2017,infectious and parasitic diseases,000227564.pdf,small molecule,sovaldi,suppression of viremia in patients with chronic hepatitis c with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),<chronic hepatitis c>; <cirrhosis>,yes,suppression of viremia in patients with chronic hepatitis c with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),<chronic hepatitis c>; <cirrhosis>,gilead sciences k.k.,gilead,,sofosbuvir,no,no,tablet,,na,PMDA
oral,22.02.2013,2013,authorised,japan,approved,13.09.2013,2013,infectious and parasitic diseases,000227565.pdf,small molecule,sovriad,improvement of viraemia in patients with serogroup 1 (genotype i [1a] or ii [1b]) chronic hepatitis c virus infection,<chronic hepatitis c>,no,improvement of viraemia in patients with serogroup 1 (genotype i [1a] or ii [1b]) chronic hepatitis c virus infection,<chronic hepatitis c>,janssen pharmaceutical k.k.,janssen,,simeprevir sodium,no,no,capsule,,na,PMDA
intravenous,30.03.2016,2016,authorised,japan,approved,09.02.2017,2017,diseases of the digestive system,000227668.pdf,biologics,stelara,induction therapy for moderately to severely active crohn’s disease (only in patients who have had an inadequate response to conventional therapy),<crohn disease>,yes,induction therapy for moderately to severely active crohn’s disease (only in patients who have had an inadequate response to conventional therapy),<crohn disease>,janssen pharmaceutical k.k.,janssen,,ustekinumab,yes,no,solution,,,PMDA
oral,27.04.2016,2016,authorised,japan,approved,30.05.2017,2017,infectious and parasitic diseases; diseases of the nervous system,000227731.pdf,small molecule,amenalief,herpes zoster,<herpes zoster>,no,herpes zoster,<herpes zoster>,"maruho co., ltd.",maruho,,amenamevir,no,no,tablet,,na,PMDA
subcutaneous,25.04.2016,2016,authorised,japan,approved,24.11.2016,2016,"diseases of the musculoskeletal system and connective tissue; endocrine, nutritional, and metabolic diseases",000227995.pdf,biologics,ilaris,cryopyrin-associated periodic syndromes; familial mediterranean fever refractory to conventional treatment; tumor necrosis factor receptor-associated periodic syndrome; hyperimmunoglobulin d syndrome (mevalonate kinase deficiency),<cryopyrin-associated periodic syndromes>; <familial mediterranean fever>; <tumor necrosis factor receptor-associated periodic syndrome>; <hyperimmunoglobulin d syndrome>,yes,,not reported,novartis pharma k.k.,novartis,,canakinumab,yes,yes,lyophilized injection,,,PMDA
intrathecal,07.12.2016,2016,authorised,japan,approved,09.06.2017,2017,diseases of the nervous system,000228334.pdf,other,spinraza,infantile spinal muscular atrophy,<spinal muscular atrophy>,no,spinal muscular atrophy,<spinal muscular atrophies of childhood>,biogen japan ltd.,biogen,,nusinersen,no,yes,solution,,na,PMDA
intrathecal,05.07.2017,2017,authorised,japan,approved,22.08.2017,2017,diseases of the nervous system,000228335.pdf,peptides and proteins,spinraza,infantile spinal muscular atrophy; non-infantile spinal muscular atrophy,<spinal muscular atrophy>,yes,infantile spinal muscular atrophy,<spinal muscular atrophy>,biogen japan ltd.,biogen,,nusinersen,yes,yes,solution,,,PMDA
oral,24.06.2016,2016,authorised,japan,approved,03.02.2017,2017,neoplasms; diseases of the blood and blood-forming organs,000228384.pdf,small molecule,revlimid,relapsed or refractory adult t cell leukemia-lymphoma,<adult t-cell leukemia-lymphoma>,yes,relapsed or refractory adult t cell leukemia-lymphoma,<adult t-cell leukemia-lymphoma>,celgene k.k.,celgene,,lenalidomide hydrate,yes,yes,capsule,,,PMDA
oral,23.03.2018,2018,authorised,japan,approved,29.08.2018,2018,neoplasms; diseases of the blood and blood-forming organs,000228502.pdf,small molecule,xospata,flt3 mutation-positive relapsed or refractory acute myeloid leukemia,"<leukemia, myeloid, acute>",no,flt3 mutation-positive relapsed or refractory acute myeloid leukemia,"<leukemia, myeloid, acute>",astellas pharma inc.,astellas,,gilteritinib,no,yes,tablet,,na,PMDA
oral,31.08.2016,2016,authorised,japan,approved,21.04.2017,2017,neoplasms; diseases of the respiratory system,000228503.pdf,small molecule,xalkori,"ros1-positive, unresectable, advanced or relapsed non-small-cell lung cancer",<non-small-cell lung carcinoma>,yes,"ros1-positive, unresectable, advanced or relapsed non-small-cell lung cancer",<non-small-cell lung carcinoma>,pfizer japan inc.,pfizer,,crizotinib,no,yes,capsule,,na,PMDA
subcutaneous,23.09.2016,2016,authorised,japan,approved,30.05.2017,2017,diseases of the musculoskeletal system and connective tissue,000228530.pdf,biologics,pralia,osteoporosis; inhibition of progression of bone erosion associated with rheumatoid arthritis,"<osteoporosis>; <arthritis, rheumatoid>",yes,osteoporosis; prevention of structural joint damage associated with rheumatoid arthritis,"<osteoporosis>; <arthritis, rheumatoid>","daiichi sankyo co., ltd.",daiichi sankyo,,denosumab,no,no,solution,,na,PMDA
