MA_Number,Indications_and_usage,Origin,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Pharmaceutical_form,Administration_route,Decision,Decision_date,Decision_year,Current_status,Non-clinical_abridged,Referral,Orphan_drug_status
ANDA202096,"1 INDICATIONS AND USAGE Montelukast sodium is a leukotriene receptor antagonist indicated for: Prophylaxis and chronic treatment of asthma in patients 2 years of age and older ( 1.1 ). Acute prevention of exercise-induced bronchoconstriction (EIB) in patients 6 years of age and older ( 1.2 ). Relief of symptoms of allergic rhinitis (AR): seasonal allergic rhinitis (SAR) in patients 2 years of age and older, and perennial allergic rhinitis (PAR) in patients 2 years of age and older. Reserve use for patients who have an inadequate response or intolerance to alternative therapies ( 1.3 ). Limitations of Use: Not indicated to treat an acute asthma attack ( 5.2 ). 1.1 Asthma Montelukast sodium is indicated for the prophylaxis and chronic treatment of asthma in adults and pediatric patients 2 years of age and older. 1.2 Exercise-Induced Bronchoconstriction (EIB) Montelukast sodium is indicated for prevention of exercise-induced bronchoconstriction (EIB) in patients 6 years of age and older. 1.3 Allergic Rhinitis Montelukast sodium is indicated for the relief of symptoms of seasonal allergic rhinitis in patients 2 years of age and older and perennial allergic rhinitis in patients 2 years of age and older. Because the benefits of montelukast sodium may not outweigh the risk of neuropsychiatric symptoms in patients with allergic rhinitis [see Warnings and Precautions (5.1) ] , reserve use for patients who have an inadequate response or intolerance to alternative therapies. 1.4 Limitations of Use Montelukast sodium is not indicated for the treatment of an acute asthma attack.",FDA,MONTELUKAST SODIUM,MONTELUKAST SODIUM,AUROBINDO PHARMA LTD,"TABLET, CHEWABLE",ORAL,Approved,03.08.2012,2012,authorised,yes,No,No
ANDA202097,"1 INDICATIONS AND USAGE Fentanyl transdermal system is indicated for the management of severe and persistent pain in opioid-tolerant patients, that requires an extended treatment period with a daily opioid analgesic in opioid-tolerant patients, and for which alternative treatment options are inadequate. Patients considered opioid-tolerant are those who are taking, for one week or longer, at least 60 mg morphine per day, 25 mcg transdermal fentanyl per hour, 30 mg oral oxycodone per day, 8 mg oral hydromorphone per day, 25 mg oral oxymorphone per day, 60 mg oral hydrocodone per day, or an equianalgesic dose of another opioid. Limitations of Use Because of the risks of addiction, abuse, and misuse with opioids, which can occur at any dosage or duration , and because of the greater risks of overdose and death with extended-release/long-acting opioid formulations [see Warnings and Precautions ( 5.1 ) ], reserve fentanyl transdermal system for use in patients for whom alternative treatment options (e.g., non-opioid analgesics or immediate-release opioids) are ineffective, not tolerated, or would be otherwise inadequate to provide sufficient management of pain. Fentanyl transdermal system is not indicated as an as-needed (prn) analgesic. Fentanyl transdermal system, an opioid agonist, is indicated for the management of severe and persistent pain in opioid-tolerant patients, that requires an extended treatment period with daily opioid analgesic in opioid-tolerant patients, and for which alternative treatment options are inadequate. Patients considered opioid-tolerant are those taking, for one week or longer, at least 60 mg oral morphine per day, 25 mcg transdermal fentanyl per hour, 30 mg oral oxycodone per day, 8 mg oral hydromorphone per day, 25 mg oral oxymorphone per day, 60 mg oral hydrocodone per day, or an equianalgesic dose of another opioid. ( 2.1 ) Limitations of use: Because of the risks of addiction, abuse, and misuse with opioids, which can occur at any dosage or duration, and because of the greater risks of overdose and death with extended-release/long-acting opioid formulations, [see Warnings and Precautions ( 5.1 ) ] , reserve fentanyl transdermal system for use in patients for whom alternative treatment options (e.g., non-opioid analgesics or immediate-release opioids) are ineffective, not tolerated, or would be otherwise inadequate to provide sufficient management of pain. Fentanyl transdermal system is not indicated as an as-needed (prn) analgesic.",FDA,FENTANYL-100; FENTANYL-12; FENTANYL-25; FENTANYL-50; FENTANYL-75,FENTANYL,KINDEVA,"FILM, EXTENDED RELEASE",TRANSDERMAL,Approved,04.11.2016,2016,authorised,yes,No,No
ANDA202099,"INDICATIONS AND USAGE Severe Recalcitrant Nodular Acne Zenatane is indicated for the treatment of severe recalcitrant nodular acne. Nodules are inflammatory lesions with a diameter of 5 mm or greater. The nodules may become suppurative or hemorrhagic. “Severe,” by definition, 2 means “many” as opposed to “few or several” nodules. Because of significant adverse effects associated with its use, Zenatane should be reserved for patients with severe nodular acne who are unresponsive to conventional therapy, including systemic antibiotics. In addition, Zenatane is indicated only for those patients who are not pregnant, because Zenatane can cause life threatening birth defects (see Boxed CONTRAINDICATIONS AND WARNING S ). A single course of therapy for 15 to 20 weeks has been shown to result in complete and prolonged remission of disease in many patients. 1,3,4 If a second course of therapy is needed, it should not be initiated until at least 8 weeks after completion of the first course, because experience has shown that patients may continue to improve while off Zenatane. The optimal interval before retreatment has not been defined for patients who have not completed skeletal growth (see WARNINGS: Skeletal: Bone Mineral Density, Hyperostosis, Premature Epiphyseal Closure ).",FDA,ZENATANE,ISOTRETINOIN,DR REDDYS LABS LTD,CAPSULE,ORAL,Approved,25.03.2013,2013,authorised,yes,No,No
ANDA202101,1 INDICATIONS AND USAGE Aripiprazole is indicated for the treatment of: • Schizophrenia • Irritability Associated with Autistic Disorder • Treatment of Tourette’s Disorder Aripiprazole is an atypical antipsychotic. The oral formulations are indicated for: • Schizophrenia (14.1) • Irritability Associated with Autistic Disorder (14.4) • Treatment of Tourette’s disorder (14.5),FDA,ARIPIPRAZOLE,ARIPIPRAZOLE,ALEMBIC,TABLET,ORAL,Approved,28.04.2015,2015,authorised,yes,No,No
ANDA202102,"1 INDICATIONS AND USAGE Aripiprazole Orally Disintegrating Tablets are indicated for the treatment of: •Schizophrenia [see CLINICAL STUDIES (14.1)] Additional pediatric use information is approved for Otsuka America Pharmaceutical, Inc.’s ABILIFY® (aripiprazole) product. However, due to Otsuka America Pharmaceutical, Inc.’s marketing exclusivity rights, this drug product is not labeled with that information. Aripiprazole is an atypical antipsychotic indicated as oral formulations for the: Schizophrenia (14.1)",FDA,ARIPIPRAZOLE,ARIPIPRAZOLE,ALEMBIC,"TABLET, ORALLY DISINTEGRATING",ORAL,Approved,28.04.2015,2015,authorised,yes,No,No
ANDA202103,,FDA,DASATINIB,DASATINIB,APOTEX,TABLET,ORAL,Approved,10.06.2016,2016,authorised,yes,No,No
ANDA202104,,FDA,MORPHINE SULFATE,MORPHINE SULFATE,UPSHER SMITH LABS,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,03.06.2013,2013,authorised,yes,No,No
ANDA202111,,FDA,PEMETREXED DISODIUM,PEMETREXED DISODIUM,HOSPIRA,POWDER,INTRAVENOUS,Approved,25.05.2022,2022,Discontinued,yes,No,No
ANDA202112,"1 INDICATIONS AND USAGE Glimepiride tablets are indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus [see Clinical Studies (14.1) ] . Limitations of Use Glimepiride tablets should not be used for the treatment of type 1 diabetes mellitus or diabetic ketoacidosis, as it would not be effective in these settings. Glimepiride tablets is a sulfonylurea indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus ( 1 ). Limitations of Use : • Not for treating type 1 diabetes mellitus or diabetic ketoacidosis ( 1 ).",FDA,GLIMEPIRIDE,GLIMEPIRIDE,INDOCO REMEDIES,TABLET,ORAL,Approved,17.04.2013,2013,authorised,yes,No,No
ANDA202114,,FDA,DONEPEZIL HYDROCHLORIDE,DONEPEZIL HYDROCHLORIDE,RISING,TABLET,ORAL,Approved,05.07.2013,2013,authorised,yes,No,No
ANDA202116,,FDA,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,ALVOGEN,TABLET,ORAL,Approved,30.12.2011,2011,authorised,yes,No,No
ANDA202118,,FDA,DARUNAVIR,DARUNAVIR,TEVA PHARMS USA,TABLET,ORAL,Tentative Approval,21.11.2017,2017,authorised,yes,No,No
ANDA202121,,FDA,PROGESTERONE,PROGESTERONE,TEVA PHARMS,CAPSULE,ORAL,Approved,29.02.2012,2012,Discontinued,yes,No,No
ANDA202122,,FDA,ENTECAVIR,ENTECAVIR,TEVA PHARMS USA,TABLET,ORAL,Approved,26.08.2014,2014,Discontinued,yes,No,No
ANDA202124,,FDA,PARICALCITOL,PARICALCITOL,RISING,CAPSULE,ORAL,Approved,24.06.2014,2014,authorised,yes,No,No
ANDA202126,,FDA,DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,GLAND,INJECTABLE,INJECTION,Approved,20.08.2015,2015,authorised,yes,No,No
ANDA202127,,FDA,CALCIUM ACETATE,CALCIUM ACETATE,LUPIN LTD,CAPSULE,ORAL,Approved,09.07.2015,2015,authorised,yes,No,No
ANDA202128,,FDA,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,AMNEAL PHARMS,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,22.02.2013,2013,authorised,yes,No,No
ANDA202130,,FDA,TELMISARTAN,TELMISARTAN,ALEMBIC,TABLET,ORAL,Approved,07.07.2014,2014,authorised,yes,No,No
ANDA202131,,FDA,DROSPIRENONE AND ETHINYL ESTRADIOL,DROSPIRENONE,XIROMED,TABLET,ORAL-28,Approved,04.05.2015,2015,authorised,yes,No,No
ANDA202132,,FDA,NORGESTIMATE AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL,XIROMED,TABLET,ORAL-28,Approved,09.09.2015,2015,Discontinued,yes,No,No
ANDA202136,,FDA,DARUNAVIR,DARUNAVIR,MYLAN PHARMS INC,TABLET,ORAL,Tentative Approval,26.03.2024,2024,None (Tentative Approval),yes,No,No
ANDA202138,,FDA,KEMEYA,DROSPIRENONE,SUN PHARM,TABLET,ORAL-28,Approved,13.03.2019,2019,Discontinued,yes,No,No
ANDA202139,,FDA,INDOMETHACIN,INDOMETHACIN,MYLAN,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,20.03.2014,2014,Discontinued,yes,No,No
ANDA202142,,FDA,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN,MIKART,SOLUTION,ORAL,Approved,27.11.2018,2018,authorised,yes,No,No
ANDA202143,,FDA,LEVETIRACETAM,LEVETIRACETAM,AM REGENT,INJECTABLE,INTRAVENOUS,Approved,31.01.2012,2012,Discontinued,yes,No,No
ANDA202144,,FDA,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,ACTAVIS LABS FL INC,"TABLET, EXTENDED RELEASE",ORAL,Approved,12.05.2014,2014,Discontinued,yes,No,No
ANDA202145,,FDA,HYDROCORTISONE BUTYRATE,HYDROCORTISONE BUTYRATE,GLENMARK PHARMS LTD,CREAM,TOPICAL,Approved,27.09.2013,2013,authorised,yes,No,No
ANDA202147,"1 INDICATIONS AND USAGE Cosyntropin for injection is indicated, in combination with other diagnostic tests, for use as a diagnostic agent in the screening of adrenocortical insufficiency in adults and pediatric patients. Cosyntropin for injection is an adrenocorticotropin hormone indicated, in combination with other diagnostic tests, for use as a diagnostic agent in the screening of adrenocortical insufficiency in adults and pediatric patients. ( 1 )",FDA,COSYNTROPIN,COSYNTROPIN,SANDOZ,INJECTABLE,INJECTION,Approved,29.06.2012,2012,authorised,yes,No,No
ANDA202148,,FDA,ACITRETIN,ACITRETIN,MYLAN,CAPSULE,ORAL,Approved,10.09.2015,2015,authorised,yes,No,No
ANDA202150,,FDA,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,HERITAGE,TABLET,ORAL,Approved,07.03.2014,2014,Discontinued,yes,No,No
ANDA202152,,FDA,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,ACCORD HLTHCARE,TABLET,ORAL,Approved,27.03.2012,2012,authorised,yes,No,No
ANDA202159,,FDA,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,HIKMA,INJECTABLE,INJECTION,Approved,27.04.2018,2018,authorised,yes,No,No
ANDA202160,,FDA,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,AUROLIFE PHARMA LLC,TABLET,ORAL,Approved,19.11.2012,2012,authorised,yes,No,No
ANDA202161,INDICATIONS AND USAGE Desonide lotion is a low to medium potency corticosteroid indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid responsive dermatoses.,FDA,DESONIDE,DESONIDE,TARO,LOTION,TOPICAL,Approved,31.10.2014,2014,authorised,yes,No,No
ANDA202163,,FDA,ZOLEDRONIC ACID,ZOLEDRONIC ACID,CHARTWELL RX,INJECTABLE,INTRAVENOUS,Approved,05.08.2013,2013,authorised,yes,No,No
ANDA202164,,FDA,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE,MACLEODS PHARMS LTD,TABLET,ORAL,Approved,20.09.2012,2012,Discontinued,yes,No,No
ANDA202167,,FDA,LEVETIRACETAM,LEVETIRACETAM,ADAPTIS,"TABLET, EXTENDED RELEASE",ORAL,Approved,04.09.2015,2015,Discontinued,yes,No,No
ANDA202168,INDICATIONS & USAGE Herpes Zoster Infections: Acyclovir Tablet is indicated for the acute treatment of herpes zoster (shingles). Genital Herpes: Acyclovir Tablet is indicated for the treatment of initial episodes and the management of recurrent episodes of genital herpes. Chickenpox:Acyclovir Tablet is indicated for the treatment of chickenpox (varicella).,FDA,ACYCLOVIR,ACYCLOVIR,CADILA PHARMS LTD,TABLET,ORAL,Approved,15.11.2013,2013,authorised,yes,No,No
ANDA202170,,FDA,FELODIPINE,FELODIPINE,TORRENT PHARMS LTD,"TABLET, EXTENDED RELEASE",ORAL,Approved,28.11.2011,2011,authorised,yes,No,No
ANDA202176,,FDA,LANSOPRAZOLE,LANSOPRAZOLE,WOCKHARDT,"CAPSULE, DELAYED REL PELLETS",ORAL,Approved,14.09.2012,2012,authorised,yes,No,No
ANDA202178,,FDA,COLESEVELAM HYDROCHLORIDE,COLESEVELAM HYDROCHLORIDE,WATSON LABS INC,FOR SUSPENSION,ORAL,Approved,01.09.2020,2020,Discontinued,yes,No,No
ANDA202179,,FDA,PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE,RISING,"TABLET, ORALLY DISINTEGRATING",ORAL,Approved,10.04.2013,2013,Discontinued,yes,No,No
ANDA202180,,FDA,TRAZODONE HYDROCHLORIDE,TRAZODONE HYDROCHLORIDE,TORRENT,TABLET,ORAL,Approved,27.11.2013,2013,authorised,yes,No,No
ANDA202182,,FDA,ZOLEDRONIC ACID,ZOLEDRONIC ACID,HIKMA FARMACEUTICA,INJECTABLE,INTRAVENOUS,Approved,03.06.2013,2013,authorised,yes,No,No
ANDA202187,,FDA,SPIRONOLACTONE,SPIRONOLACTONE,AUROBINDO PHARMA,TABLET,ORAL,Approved,06.03.2014,2014,authorised,yes,No,No
ANDA202189,,FDA,BUPROPION HYDROCHLORIDE,BUPROPION HYDROCHLORIDE,WOCKHARDT LTD,"TABLET, EXTENDED RELEASE",ORAL,Approved,21.11.2012,2012,authorised,yes,No,No
ANDA202190,"1 INDICATIONS AND USAGE Colesevelam hydrochloride for oral suspension is a bile acid sequestrant indicated as an adjunct to diet and exercise to: • reduce elevated low-density lipoprotein cholesterol (LDL-C) in adults with primary hyperlipidemia ( 1.1 ). • reduce LDL-C levels in boys and postmenarchal girls, 10 to 17 years of age, with heterozygous familial hypercholesterolemia (HeFH), unable to reach LDL-C target levels despite an adequate trial of diet and lifestyle modification ( 1.1 ). • improve glycemic control in adults with type 2 diabetes mellitus ( 1.2 ). Limitations of Use ( 1.3 ): • Do not use for treatment of type 1 diabetes or for diabetic ketoacidosis. • Not studied in Fredrickson Type I, III, IV, and V dyslipidemias. 1.1 Primary Hyperlipidemia Colesevelam hydrochloride for oral suspension is indicated as an adjunct to diet and exercise to reduce elevated low-density lipoprotein cholesterol (LDL-C) in adults with primary hyperlipidemia. Colesevelam hydrochloride for oral suspension is indicated to reduce LDL-C levels in boys and postmenarchal girls, 10 to 17 years of age, with heterozygous familial hypercholesterolemia (HeFH) who are unable to reach LDL-C target levels despite an adequate trial of dietary therapy and lifestyle modification. 1.2 Type 2 Diabetes Mellitus Colesevelam hydrochloride for oral suspension is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. 1.3 Limitations of Use • Colesevelam hydrochloride for oral suspension should not be used for the treatment of type 1 diabetes or for the treatment of diabetic ketoacidosis. • Colesevelam hydrochloride for oral suspension has not been studied in Fredrickson Type I, III, IV, and V dyslipidemias.",FDA,COLESEVELAM HYDROCHLORIDE,COLESEVELAM HYDROCHLORIDE,GLENMARK PHARMS LTD,FOR SUSPENSION,ORAL,Approved,16.07.2018,2018,authorised,yes,No,No
ANDA202191,,FDA,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE,NOVEL LABS INC,"TABLET, ORALLY DISINTEGRATING",ORAL,Approved,15.08.2014,2014,authorised,yes,No,No
ANDA202194,Use treats frequent heartburn (occurs 2 or more days a week) not intended for immediate relief of heartburn; this drug may take 1 to 4 days for full effect,FDA,LANSOPRAZOLE,LANSOPRAZOLE,DR REDDYS LABS LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,Approved,18.05.2012,2012,authorised,yes,No,No
ANDA202197,,FDA,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM,STERISCIENCE SPECLTS,INJECTABLE,INJECTION,Approved,07.04.2014,2014,authorised,yes,No,No
ANDA202198,,FDA,AMPICILLIN SODIUM,AMPICILLIN SODIUM,STERISCIENCE SPECLTS,INJECTABLE,INJECTION,Approved,07.04.2014,2014,authorised,yes,No,No
ANDA202200,,FDA,LEVOFLOXACIN,LEVOFLOXACIN,ORBION PHARMS,TABLET,ORAL,Approved,30.01.2012,2012,authorised,yes,No,No
ANDA202202,,FDA,WARFARIN SODIUM,WARFARIN SODIUM,AMNEAL PHARMS,TABLET,ORAL,Approved,04.03.2013,2013,authorised,yes,No,No
ANDA202203,,FDA,TOPOTECAN HYDROCHLORIDE,TOPOTECAN HYDROCHLORIDE,SUN PHARM INDS LTD,INJECTABLE,INJECTION,Approved,29.08.2013,2013,Discontinued,yes,No,No
ANDA202204,,FDA,DUTASTERIDE,DUTASTERIDE,HIKMA,CAPSULE,ORAL,Approved,23.11.2015,2015,Discontinued,yes,No,No
ANDA202206,,FDA,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE,ENDO OPERATIONS,"TABLET, EXTENDED RELEASE",ORAL,Approved,06.02.2014,2014,Discontinued,yes,No,No
ANDA202209,,FDA,TRETINOIN,TRETINOIN,ALLERGAN,CREAM,TOPICAL,Approved,11.10.2012,2012,Discontinued,yes,No,No
ANDA202210,,FDA,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,MACLEODS PHARMS LTD,TABLET,ORAL,Approved,11.09.2012,2012,authorised,yes,No,No
ANDA202214,"INDICATIONS AND USAGE Hydrocodone Bitartrate and Acetaminophen Tablets are indicated for the management of pain severe enough to require opioid analgesic and for which alternative treatments are inadequate. Limitations of Use Because of the risks of addiction, abuse, and misuse, with opioids, which can occur at any dosage or duration [see WARNINGS ] , reserve Hydrocodone Bitartrate and Acetaminophen Tablets for use in patients for whom alternative treatment options (e.g., non-opioid analgesics): Have not been tolerated, or are not expected to be tolerated, Have not provided adequate analgesia, or are not expected to provide adequate analgesia Hydrocodone Bitartrate and Acetaminophen Tablets should not be used for an extended period of time unless the pain remains severe enough to require an opioid analgesic and for which alternative treatment options continue to be inadequate.",FDA,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN,TRIS PHARMA INC,TABLET,ORAL,Approved,27.03.2013,2013,authorised,yes,No,No
