Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
000234772.pdf,Not reported,Not reported,Tecentriq,Atezolizumab,"Chugai Pharmaceutical Co., Ltd.",Biologics,Injection,intravenous,approved,authorised,02.08.2019,2019,yes,yes,Unresectable small cell lung cancer,Unresectable advanced or recurrent non-small cell lung cancer; Extensive-stage small cell lung cancer,Neoplasms; Diseases of the respiratory system,07.12.2018,2018,yes,Not reported
000207435.pdf,Not reported,Not reported,Memary,Memantine Hydrochloride,"Daiichi Sankyo Company, Limited",Small molecule,film-coated tablet,oral,approved,authorised,24.11.2010,2010,no,no,Control of the progression of dementia symptoms in moderate to severe Alzheimer’s disease,Control of the progression of dementia symptoms in patients with moderate to severe Alzheimer’s disease,Diseases of the nervous system,05.02.2010,2010,no,NA
000209430.pdf,Not reported,Not reported,Opdivo,Nivolumab,"Ono Pharmaceutical Co., Ltd.",Biologics,Injection,intravenous,approved,authorised,26.06.2014,2014,yes,no,Malignant melanoma,Treatment of unresectable malignant melanoma,Neoplasms,24.12.2013,2013,no,NA
000250545.pdf,Not reported,Not reported,Moizerto,Difamilast,"Otsuka Pharmaceutical Co., Ltd.",Small molecule,ointment,cutaneous,approved,authorised,30.08.2021,2021,no,no,Atopic dermatitis,Atopic dermatitis,Diseases of the skin,28.09.2020,2020,no,NA
000153553.pdf,Not reported,Not reported,Votrient,Pazopanib Hydrochloride,GlaxoSmithKline K.K.,Small molecule,tablet,oral,approved,authorised,06.09.2012,2012,yes,yes,Advanced soft tissue sarcoma,Soft tissue sarcoma,Neoplasms,13.12.2011,2011,no,NA
000272323.pdf,Not reported,Not reported,Vyloy,Zolbetuximab,Astellas Pharma Inc.,Biologics,lyophilized powder,intravenous,approved,authorised,04.03.2024,2024,no,no,"CLDN18.2-positive locally advanced, unresectable or metastatic gastric cancer",CLDN18.2-positive unresectable advanced or recurrent gastric cancer,Neoplasms; Diseases of the digestive system,09.06.2023,2023,no,NA
000223352.pdf,Not reported,Not reported,Kenketu Glovenin-I,Polyethylene Glycol-treated Human Normal Immunoglobulin,"Nihon Pharmaceutical Co., Ltd.",Biologics,Lyophilized powder for solution for injection,intravenous,approved,authorised,10.08.2016,2016,no,yes,Guillain-Barré syndrome (for patients with severe GBS in the acute exacerbation phase and difficulty in walking),Guillain-Barré syndrome (for patients with severe GBS in the acute exacerbation phase and difficulty in walking),Diseases of the nervous system,05.11.2015,2015,yes,Not reported
000247830.pdf,Not reported,Not reported,Jyseleca,Filgotinib Maleate,Gilead Sciences K.K.,Small molecule,tablet,oral,approved,authorised,04.09.2020,2020,no,no,Rheumatoid arthritis in patients who have had an inadequate response to conventional therapies (including the prevention of structural joint damage),Rheumatoid arthritis in patients who have had an inadequate response to conventional therapies (including the prevention of structural joint damage),Diseases of the musculoskeletal system and connective tissue,08.10.2019,2019,no,NA
000222716.pdf,Not reported,Not reported,Inavir,Laninamivir Octanoate Hydrate,"Daiichi Sankyo Company, Limited",Small molecule,Dry powder for inhalation,Inhalation,approved,authorised,24.06.2016,2016,no,yes,Treatment and prophylaxis of influenza A or B virus infection,Treatment and prophylaxis of influenza A or B virus infection,Infectious and parasitic diseases,07.10.2015,2015,yes,Not reported
000153180.pdf,Not reported,Not reported,Victoza,Liraglutide,Novo Nordisk Pharma Ltd.,Peptides and proteins,solution for injection,subcutaneous,approved,authorised,27.11.2009,2009,no,no,Type 2 diabetes mellitus,Type 2 diabetes mellitus,"Endocrine, nutritional, and metabolic diseases",14.07.2008,2008,no,NA
000245968.pdf,Not reported,Not reported,Comirnaty,Coronavirus Modified Uridine RNA Vaccine,Pfizer Japan Inc.,Vaccine,injection,intramuscular,approved,authorised,10.11.2021,2021,no,yes,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,28.09.2021,2021,yes,Not reported
000223353.pdf,Not reported,Not reported,Kenketu Glovenin-I,Polyethylene Glycol-treated Human Normal Immunoglobulin,"Nihon Pharmaceutical Co., Ltd.",Biologics,Lyophilized powder for solution for injection,intravenous,approved,authorised,09.10.2015,2015,no,yes,Bullous pemphigoid (for patients with BP inadequately responsive to corticosteroids),Bullous pemphigoid (for patients with BP inadequately responsive to corticosteroids),Diseases of the skin,25.12.2014,2014,yes,Not reported
000246722.pdf,Not reported,Not reported,Twymeeg,Imeglimin Hydrochloride,"Sumitomo Dainippon Pharma Co., Ltd.",Small molecule,Film-coated tablets,oral,approved,authorised,26.05.2021,2021,no,no,Type 2 diabetes mellitus,Type 2 diabetes mellitus,"Endocrine, nutritional, and metabolic diseases",30.07.2020,2020,no,NA
000209021.pdf,Not reported,Not reported,Daklinza,Daclatasvir,Bristol-Myers K.K.,Small molecule,tablet,oral,approved,authorised,26.06.2014,2014,no,no,Improvement of viraemia in patients with chronic hepatitis C serogroup 1 or with compensated cirrhosis,Improvement of viraemia in patients with chronic hepatitis C serogroup 1 or with compensated cirrhosis,Infectious and parasitic diseases,29.10.2013,2013,no,NA
000216840.pdf,Not reported,Not reported,Allergen Scratch Extract Positive control “TORII”,Histamine dihydrochloride,Japan Tobacco Inc.,Small molecule,solution,epicutaneous,approved,authorised,31.08.2015,2015,no,yes,Positive control to evaluate skin reaction for a diagnosis of allergy,Positive control to evaluate skin reactions to allergens,Diseases of the skin,22.12.2014,2014,yes,Not reported
000208511.pdf,Not reported,Not reported,Samsca,Tolvaptan,"Otsuka Pharmaceutical Co., Ltd.",Small molecule,tablet,oral,approved,authorised,24.02.2014,2014,yes,yes,Slowing of the progression of autosomal dominant polycystic kidney disease,Slowing of the progression of autosomal dominant polycystic kidney disease,Diseases of the genitourinary system,30.05.2013,2013,yes,Not reported
000234203.pdf,Not reported,Not reported,Darzalex,Daratumumab,Janssen Pharmaceutical K.K.,Biologics,solution for injection,intravenous,approved,authorised,08.09.2017,2017,yes,no,Relapsed or refractory multiple myeloma,Relapsed or refractory multiple myeloma,Neoplasms; Diseases of the blood and blood-forming organs,20.12.2016,2016,no,NA
000234773.pdf,Not reported,Not reported,Abraxane,Paclitaxel,"Taiho Pharmaceutical Co., Ltd.",Small molecule,injectable suspension,intravenous,approved,authorised,07.08.2019,2019,no,yes,"Breast cancer, gastric cancer, non-small cell lung cancer, and unresectable pancreatic cancer","Breast cancer, gastric cancer, non-small cell lung cancer, and unresectable pancreatic cancer",Neoplasms; Diseases of the digestive system; Diseases of the respiratory system,30.11.2018,2018,yes,Not reported
000153036.pdf,Not reported,Not reported,Rasuritek,Rasburicase,Sanofi-aventis K.K.,Biologics,injection,intravenous,approved,authorised,31.08.2009,2009,no,no,Treatment and prophylaxis of acute hyperuricemia associated with the treatment of hematological malignancies,Hyperuricemia associated with cancer chemotherapy,Neoplasms; Diseases of the blood and blood-forming organs,26.02.2008,2008,no,NA
000153750.pdf,Not reported,Not reported,Vyndaqel,Tafamidis Meglumine,Pfizer Japan Inc.,Small molecule,capsule,oral,approved,authorised,22.08.2013,2013,yes,no,Delay of peripheral neurologic impairment in patients with transthyretin familial amyloid polyneuropathy,Delay of peripheral neurologic impairment in patients with transthyretin familial amyloid polyneuropathy,Diseases of the nervous system,13.02.2013,2013,no,NA
000231145.pdf,Not reported,Not reported,Afstyla,Lonoctocog Alfa,CSL Behring K.K.,Biologics,solution for injection,intravenous,approved,authorised,08.09.2017,2017,no,no,Control of bleeding tendency in patients with blood coagulation factor VIII deficiency,Control of bleeding tendency in patients with blood coagulation factor VIII deficiency,Diseases of the blood and blood-forming organs,27.10.2016,2016,no,NA
