Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Disease_name(s),Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
subcutaneous,20.02.2013,2013,authorised,PMDA,approved,26.06.2014,2014,Infectious and parasitic diseases,000210040.pdf,Vaccine,Squarekids,"Prevention of pertussis, diphtheria, tetanus, and acute poliomyelitis",<Pertussis>; <Diphtheria>; <Tetanus>; <Poliomyelitis>,no,"Prevention of pertussis, diphtheria, tetanus, and acute poliomyelitis",<Pertussis>; <Diphtheria>; <Tetanus>; <Poliomyelitis>,"Kitasato Daiichi Sankyo Vaccine Co., Ltd.",Kitasato Daiichi Sankyo,000210040,Adsorbed Diphtheria-Purified Pertussis-Tetanus-Inactivated Polio (Salk Vaccine) Combined Vaccine,no,no,injection,Not reported,NA
intravenous,01.03.2021,2021,authorised,PMDA,approved,26.11.2021,2021,Diseases of the circulatory system; Diseases of the nervous system,000264059.pdf,Small molecule,Pivlaz,Prevention of cerebrovascular spasm after surgery for subarachnoid haemorrhage caused by cerebral aneurysm and subsequent cerebral infarction and cerebral ischemic episodes,<Subarachnoid Hemorrhage>; <Cerebral Aneurysm>; <Cerebral Infarction>; <Cerebral Ischemia>,no,Prevention of cerebrovascular spasm after surgery for subarachnoid haemorrhage caused by cerebral aneurysm and subsequent cerebral infarction and cerebral ischemic episodes,"<Subarachnoid Hemorrhage>; <Cerebral Aneurysm>; <Cerebral Infarction>; <Ischemic Attack, Transient>",Idorsia Pharmaceuticals Japan Ltd.,Idorsia,000264059,Clazosentan Sodium,no,no,injection,Not reported,NA
oral,26.02.2021,2021,authorised,PMDA,approved,02.12.2021,2021,Diseases of the respiratory system,000263285.pdf,Small molecule,Lyfnua,Refractory chronic cough,<Chronic Cough>,no,Refractory or unexplained chronic cough,<Chronic Cough>,MSD K.K.,MSD,000263285,Gefapixant Citrate,no,no,tablet,Not reported,NA
oral,29.09.2010,2010,authorised,PMDA,approved,07.02.2013,2013,Diseases of the digestive system,000153467.pdf,Small molecule,Acofide,"Postprandial fullness, upper abdominal bloating, and early satiation in patients with functional dyspepsia",<Functional Dyspepsia>,no,"Functional dyspepsia (gastrointestinal symptoms such as postprandial fullness, upper abdominal bloating, and early satiation)",<Functional Dyspepsia>,"Zeria Pharmaceutical Co., Ltd.",Zeria,000153467,Acotiamide,no,no,tablet,Not reported,NA
oral,31.08.2016,2016,authorised,PMDA,approved,03.03.2017,2017,Infectious and parasitic diseases,000227564.pdf,Small molecule,Sovaldi,Suppression of viremia in patients with chronic hepatitis C with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),<Chronic Hepatitis C>; <Cirrhosis>,yes,Suppression of viremia in patients with chronic hepatitis C with or without compensated cirrhosis (any serogroup [genotype] other than serogroup 1 [genotype 1]),<Chronic Hepatitis C>; <Cirrhosis>,Gilead Sciences K.K.,Gilead,000227564,Sofosbuvir,no,no,tablet,Not reported,NA
Intravenous,04.03.2016,2016,authorised,PMDA,approved,18.01.2017,2017,Diseases of the circulatory system,000227028.pdf,Small molecule,Epoprostenol ACT,Pulmonary arterial hypertension,<Pulmonary Hypertension>,yes,Pulmonary arterial hypertension,<Pulmonary Hypertension>,Actelion Pharmaceuticals Japan Ltd.,Actelion,000227028,Epoprostenol Sodium,yes,no,Powder,Not reported,Not reported
oral,05.03.2019,2019,authorised,PMDA,approved,25.11.2019,2019,Neoplasms; Diseases of the genitourinary system,000236125.pdf,Small molecule,Nubeqa,Non-metastatic castration-resistant prostate cancer,<Prostatic Neoplasms>,no,Castration-resistant prostate cancer,<Prostatic Neoplasms>,"Bayer Yakuhin, Ltd.",Bayer,000236125,Darolutamide,no,no,tablet,Not reported,NA
oral,24.02.2023,2023,authorised,PMDA,approved,27.11.2023,2023,Neoplasms,000270833.pdf,Small molecule,Talzenna,BRCA-mutated HER2-negative inoperable or recurrent breast cancer after prior chemotherapy,<Breast Neoplasms>,no,Castration-resistant prostate cancer; BRCA-mutated HER2-negative inoperable or recurrent breast cancer,"<Prostatic Neoplasms, Castration-Resistant>; <Breast Neoplasms>",Pfizer Japan Inc.,Pfizer,000270833,Talazoparib Tosilate,no,no,capsule,Not reported,NA
intravenous,30.06.2021,2021,authorised,PMDA,approved,12.05.2022,2022,Neoplasms; Diseases of the blood and blood-forming organs,000263873.pdf,Small molecule,Darvias,Relapsed or refractory peripheral T-cell lymphoma,<Peripheral T-Cell Lymphoma>,no,Relapsed or refractory peripheral T-cell lymphoma,<Peripheral T-Cell Lymphoma>,Solasia Pharma K.K.,Solasia,000263873,Darinaparsin,no,no,Lyophilized powder,Not reported,NA
intramuscular,14.07.2022,2022,authorised,PMDA,approved,05.10.2022,2022,Infectious and parasitic diseases,000249724.pdf,Vaccine,Comirnaty,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<Coronavirus Infections>,yes,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<SARS-CoV-2>,Pfizer Japan Inc.,Pfizer,000249724,Coronavirus Modified Uridine RNA Vaccine,yes,no,injection,Not reported,Not reported
intravenous,04.05.2020,2020,authorised,PMDA,approved,07.05.2020,2020,Infectious and parasitic diseases,000243209.pdf,Small molecule,Veklury,Disease caused by SARS-CoV-2 infection (COVID-19),<Coronavirus Infections>,no,Disease caused by SARS-CoV-2 infection (COVID-19),<COVID-19>,Gilead Sciences K.K.,Gilead,000243209,Remdesivir,yes,no,solution,Not reported,Not reported
intravenous,14.06.2023,2023,authorised,PMDA,approved,29.02.2024,2024,Diseases of the blood and blood-forming organs,000273123.pdf,Biologics,Piasky,Paroxysmal nocturnal hemoglobinuria,<Paroxysmal Nocturnal Hemoglobinuria>,no,Paroxysmal nocturnal hemoglobinuria,<Paroxysmal Nocturnal Hemoglobinuria>,"Chugai Pharmaceutical Co., Ltd.",Chugai,000273123,Crovalimab,no,no,injection,Not reported,NA
intravenous,26.03.2020,2020,authorised,PMDA,approved,04.09.2020,2020,Neoplasms; Diseases of the respiratory system,000239770.pdf,Biologics,Akalux,Unresectable locally advanced or recurrent head and neck cancer,<Head and Neck Neoplasms>,no,Recurrent head and neck cancer,<Head and Neck Neoplasms>,Rakuten Medical Japan K.K.,Rakuten,000239770,Cetuximab Sarotalocan Sodium,no,no,injection,Not reported,NA
Intramuscular,11.04.2023,2023,authorised,PMDA,approved,25.07.2023,2023,Infectious and parasitic diseases,000266328.pdf,Vaccine,Comirnaty,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<SARS-CoV-2 Infection>,yes,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<SARS-CoV-2>,Pfizer Japan Inc.,Pfizer,000266328,Coronavirus (SARS-CoV-2) RNA Vaccine,yes,no,Injection,Not reported,Not reported
subcutaneous,28.04.2009,2009,authorised,PMDA,approved,23.04.2010,2010,Diseases of the musculoskeletal system and connective tissue,000207926.pdf,Peptides and proteins,Forteo,Treatment of patients with osteoporosis at high risk for fracture,<Osteoporosis>,no,Treatment of patients with osteoporosis at high risk for fracture,<Osteoporosis>,Eli Lilly Japan K.K.,Eli Lilly,000207926,Teriparatide,no,no,solution,Not reported,NA
Inhalation,25.11.2011,2011,authorised,PMDA,approved,06.09.2012,2012,Diseases of the respiratory system,000153897.pdf,Small molecule,Seebri,Relief of symptoms of airway obstruction in patients with chronic obstructive pulmonary disease (chronic bronchitis and emphysema),<Chronic Obstructive Pulmonary Disease>,no,Relief of symptoms of airway obstruction in patients with chronic obstructive pulmonary disease (chronic bronchitis and emphysema),<Chronic Obstructive Pulmonary Disease>,Novartis Pharma K.K.,Novartis,000153897,Glycopyrronium Bromide,no,no,capsule,Not reported,NA
intravenous,30.10.2014,2014,authorised,PMDA,approved,03.08.2015,2015,Diseases of the musculoskeletal system and connective tissue; Diseases of the eye and adnexa; Diseases of the skin; Diseases of the digestive system; Diseases of the circulatory system,000213562.pdf,Biologics,Remicade,"Treatment of the following diseases in patients who had an inadequate response to conventional therapies: Rheumatoid arthritis, Refractory uveoretinitis associated with Behcet's disease, Plaque psoriasis, psoriatic arthritis, pustular psoriasis, erythrodermic psoriasis, Ankylosing spondylitis, Intestinal-Behcet's disease, neuro-Behcet's disease, vasculo-Behcet's disease, Treatment and maintenance therapy of Crohn's disease, Treatment of moderate to severe ulcerative colitis",<Rheumatoid Arthritis>; <Uveitis>; <Behcet Syndrome>; <Psoriasis>; <Psoriatic Arthritis>; <Ankylosing Spondylitis>; <Crohn Disease>; <Ulcerative Colitis>,yes,"Treatment of the following diseases in patients who had an inadequate response to conventional therapies: Rheumatoid arthritis, Refractory uveoretinitis associated with Behcet's disease, Plaque psoriasis, psoriatic arthritis, pustular psoriasis, erythrodermic psoriasis, Ankylosing spondylitis, Intestinal-Behcet's disease, neuro-Behcet's disease, vasculo-Behcet's disease, Treatment and maintenance therapy of Crohn's disease, Treatment of moderate to severe ulcerative colitis",<Rheumatoid Arthritis>; <Uveitis>; <Behcet Syndrome>; <Psoriasis>; <Psoriatic Arthritis>; <Ankylosing Spondylitis>; <Crohn Disease>; <Ulcerative Colitis>,Mitsubishi Tanabe Pharma Corporation,Mitsubishi Tanabe,000213562,Infliximab,yes,yes,Powder,Not reported,Not reported
intravenous,29.08.2014,2014,authorised,PMDA,approved,05.03.2015,2015,Diseases of the blood and blood-forming organs,000213204.pdf,Peptides and proteins,NovoThirteen,Control of bleeding tendency in patients with congenital blood coagulation factor XIII A-subunit deficiency,<Blood Coagulation Disorders>,no,Control of bleeding tendency in patients with congenital blood coagulation factor XIII A-subunit deficiency,<Blood Coagulation Disorders>,Novo Nordisk Pharma Ltd.,Novo Nordisk,000213204,Catridecacog,no,yes,Lyophilized powder,Not reported,NA
oral,31.03.2015,2015,authorised,PMDA,approved,28.08.2015,2015,Diseases of the circulatory system,000218422.pdf,Small molecule,Tracleer,Pulmonary arterial hypertension,<Pulmonary Hypertension>,yes,Pulmonary arterial hypertension,<Pulmonary Hypertension>,Actelion Pharmaceuticals Japan Ltd.,Actelion,000218422,Bosentan,no,yes,tablet,Not reported,NA
subcutaneous,15.10.2014,2014,authorised,PMDA,approved,05.06.2015,2015,"Endocrine, nutritional, and metabolic diseases",000213563.pdf,Biologics,Strensiq,Hypophosphatasia,<Hypophosphatasia>,no,Hypophosphatasia,<Hypophosphatasia>,Alexion Pharma G.K.,Alexion,000213563,Asfotase Alfa,no,yes,injection,Not reported,NA
subcutaneous,27.05.2020,2020,authorised,PMDA,approved,25.02.2021,2021,Diseases of the musculoskeletal system and connective tissue,000251036.pdf,Peptides and proteins,Ostabalo,Treatment for patients with osteoporosis at high risk of fracture,<Osteoporosis>,no,Treatment for patients with osteoporosis at high risk of fracture,<Osteoporosis>,Teijin Pharma Limited,Teijin,000251036,Abaloparatide,no,no,aqueous injection,Not reported,NA
oral,30.11.2012,2012,authorised,PMDA,approved,18.11.2013,2013,Neoplasms; Diseases of the respiratory system,000210320.pdf,Small molecule,Giotrif,EGFR mutation-positive inoperable or recurrent non-small cell lung cancer,<Non-Small Cell Lung Carcinoma>,no,EGFR mutation-positive inoperable or recurrent non-small cell lung cancer,<Non-Small Cell Lung Carcinoma>,"Nippon Boehringer Ingelheim Co., Ltd.",Boehringer Ingelheim,000210320,Afatinib Maleate,no,no,tablet,Not reported,NA
intramuscular,28.04.2023,2023,authorised,PMDA,approved,27.11.2023,2023,Infectious and parasitic diseases,000269813.pdf,Vaccine,Kostaive,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<COVID-19>,no,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<SARS-CoV-2>,"Meiji Seika Pharma Co., Ltd.",Meiji,000269813,Coronavirus (SARS-CoV-2) RNA Vaccine,no,no,Lyophilized powder,Not reported,NA
intravenous,15.10.2019,2019,authorised,PMDA,approved,26.02.2020,2020,Neoplasms,000237990.pdf,Small molecule,Steboronine,"Unresectable, locally advanced or locally recurrent head and neck cancer",<Head and Neck Neoplasms>,no,Unresectable locally recurrent head and neck cancer; Unresectable advanced head and neck non-squamous cell carcinoma,<Head and Neck Neoplasms>,Stella Pharma Corporation,Stella,000237990,Borofalan,no,no,solution,Not reported,NA
intravenous,20.12.2007,2007,authorised,PMDA,approved,21.10.2009,2009,Other,000153538.pdf,Small molecule,Bridion,Reversal of neuromuscular blockade induced by rocuronium bromide or vecuronium bromide,Not Reported,no,Reversal of neuromuscular blockade induced by rocuronium bromide or vecuronium bromide,<Neuromuscular Blockade>,Schering-Plough K.K.,Schering-Plough,000153538,Sugammadex Sodium,no,no,solution,Not reported,NA
oral,05.06.2020,2020,authorised,PMDA,approved,28.04.2021,2021,Diseases of the circulatory system,000250274.pdf,Small molecule,Verquvo,Chronic heart failure (only in patients who are receiving standard treatment for chronic heart failure),<Heart Failure>,no,Chronic heart failure (only in patients who are receiving standard treatment for chronic heart failure),<Heart Failure>,"Bayer Yakuhin, Ltd.",Bayer,000250274,Vericiguat,no,no,tablet,Not reported,NA
oral,07.01.2016,2016,authorised,PMDA,approved,07.09.2016,2016,Diseases of the circulatory system,000222147.pdf,Small molecule,Uptravi,Pulmonary arterial hypertension,<Pulmonary Hypertension>,no,Pulmonary arterial hypertension,<Pulmonary Hypertension>,"Nippon Shinyaku Co., Ltd.",Nippon Shinyaku,000222147,Selexipag,no,yes,tablet,Not reported,NA
subcutaneous,25.04.2016,2016,authorised,PMDA,approved,24.11.2016,2016,"Diseases of the musculoskeletal system and connective tissue; Endocrine, nutritional, and metabolic diseases",000227995.pdf,Biologics,Ilaris,Cryopyrin-associated periodic syndromes; Familial Mediterranean fever refractory to conventional treatment; Tumor necrosis factor receptor-associated periodic syndrome; Hyperimmunoglobulin D syndrome (mevalonate kinase deficiency),<Cryopyrin-Associated Periodic Syndromes>; <Familial Mediterranean Fever>; <Tumor Necrosis Factor Receptor-Associated Periodic Syndrome>; <Hyperimmunoglobulin D Syndrome>,yes,Not reported,Not Reported,Novartis Pharma K.K.,Novartis,000227995,Canakinumab,yes,yes,Lyophilized injection,Not reported,Not reported
intravenous,25.07.2014,2014,authorised,PMDA,approved,05.03.2015,2015,Neoplasms; Diseases of the digestive system,000219876.pdf,Biologics,Cyramza,Unresectable advanced/recurrent gastric cancer,<Gastric Cancer>,no,Unresectable advanced/recurrent gastric cancer,<Gastric Neoplasms>,Eli Lilly Japan K.K.,Eli Lilly,000219876,Ramucirumab,no,no,injection,Not reported,NA
intravenous,17.10.2017,2017,authorised,PMDA,approved,29.08.2018,2018,Diseases of the blood and blood-forming organs,000229786.pdf,Biologics,Jivi,Control of bleeding tendency in patients with blood coagulation factor VIII deficiency,<Blood Coagulation Disorders>,no,Control of bleeding tendency in patients with blood coagulation factor VIII deficiency,<Blood Coagulation Disorders>,"Bayer Yakuhin, Ltd.",Bayer,000229786,Damoctocog Alfa Pegol,no,no,Lyophilized powder,Not reported,NA
oral,17.05.2013,2013,authorised,PMDA,approved,29.11.2013,2013,Diseases of the circulatory system,000207309.pdf,Small molecule,Adempas,Inoperable chronic thromboembolic pulmonary hypertension (CTEPH) or postoperative persistent or recurrent CTEPH,"<Hypertension, Pulmonary>",no,Inoperable chronic thromboembolic pulmonary hypertension (CTEPH) or postoperative persistent or recurrent CTEPH,"<Hypertension, Pulmonary>","Bayer Yakuhin, Ltd.",Bayer,000207309,Riociguat,no,yes,tablet,Not reported,NA
oral,31.05.2017,2017,authorised,PMDA,approved,27.04.2018,2018,Diseases of the digestive system,000237584.pdf,Small molecule,Xeljanz,Induction and maintenance of remission in patients with moderately to severely active ulcerative colitis (only patients who have not adequately responded to conventional treatments),<Ulcerative Colitis>,yes,Rheumatoid arthritis in patients who have not adequately responded to conventional treatments; Induction and maintenance of remission in patients with moderate to severe ulcerative colitis (only patients who have not adequately responded to conventional treatments),<Rheumatoid Arthritis>; <Ulcerative Colitis>,Pfizer Japan Inc.,Pfizer,000237584,Tofacitinib Citrate,yes,no,tablet,Not reported,Not reported
intramuscular,29.06.2018,2018,authorised,PMDA,approved,21.02.2019,2019,Diseases of the blood and blood-forming organs; Congenital malformations and chromosomal abnormalities,000235387.pdf,Peptides and proteins,Revcovi,Adenosine deaminase deficiency,<Adenosine Deaminase Deficiency>,no,Adenosine deaminase deficiency,<Adenosine Deaminase Deficiency>,Teijin Pharma Limited,Teijin,000235387,Elapegademase,no,yes,injection,Not reported,NA
intravitreal,28.08.2014,2014,authorised,PMDA,approved,15.05.2015,2015,Diseases of the eye and adnexa,000216947.pdf,Biologics,Eylea,Age-related macular degeneration with subfoveal choroidal neovascularization; Macular edema secondary to central retinal vein occlusion; Choroidal neovascularization in pathologic myopia; Diabetic macular edema,<Macular Degeneration>; <Macular Edema>; <Retinal Vein Occlusion>; <Choroidal Neovascularization>; <Myopia>; <Diabetic Macular Edema>,yes,Age-related macular degeneration with subfoveal choroidal neovascularization; Macular edema secondary to central retinal vein occlusion,<Macular Degeneration>; <Macular Edema>; <Retinal Vein Occlusion>,"Bayer Yakuhin, Ltd.",Bayer,000216947,Aflibercept,yes,no,solution,Not reported,Not reported
oral,30.07.2020,2020,authorised,PMDA,approved,22.02.2021,2021,Neoplasms,000246143.pdf,Small molecule,Lenvima,"Unresectable thyroid cancer, unresectable hepatocellular carcinoma, unresectable thymic carcinoma","<Thyroid Neoplasms>; <Carcinoma, Hepatocellular>; <Thymus Neoplasms>",yes,Unresectable thymic carcinoma,<Thymic Carcinoma>,"Eisai Co., Ltd.",Eisai,000246143,Lenvatinib Mesilate,yes,yes,capsule,Not reported,Not reported
