Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Disease_name(s),Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
intravitreal,30.08.2021,2021,authorised (under additional monitoring),SWISSMEDIC,approved,02.06.2022,2022,"Diseases of the eye and adnexa; Endocrine, nutritional, and metabolic diseases",swisspar_final.pdf,Biologics,BEOVU,treatment of neovascular (wet) age-related macular degeneration (AMD) and diabetic macular oedema (DME),<Macular Degeneration>; <Diabetic Macular Edema>,yes,treatment of neovascular (wet) age-related macular degeneration (AMD) and diabetic macular oedema (DME),<Macular Degeneration>; <Diabetic Macular Edema>,Novartis Pharma Schweiz AG,Novartis,67244,brolucizumab,yes,no,solution,Not reported,NA
intravenous,17.08.2021,2021,authorised,SWISSMEDIC,approved,23.12.2022,2022,Neoplasms; Diseases of the skin,swisspar_–_opdualag.pdf,Biologics,Opdualag,Opdualag is indicated for the first-line treatment of adults with unresectable or metastatic melanoma with a PD-L1 expression < 1%.,<Melanoma>,no,Opdualag is indicated for the treatment of adult and paediatric patients (12 years and older and with 40 kg minimum body weight) with unresectable or metastatic melanoma.,<Melanoma>,Bristol-Myers Squibb SA,Bristol-Myers Squibb,68609,"relatlimab, nivolumab",no,no,concentrate,Not reported,NA
cutaneous,01.07.2019,2019,authorised (under additional monitoring),SWISSMEDIC,approved,16.12.2020,2020,Diseases of the skin,swisspar_aklief.pdf,Small molecule,Aklief,"Aklief is indicated for the topical treatment of moderate acne vulgaris on the face and/or torso in patients aged 12 and over, if more than half the surface is affected, in the presence of numerous comedones, papules and pustules.",<Acne Vulgaris>,no,"Aklief is indicated for the cutaneous treatment of Acne Vulgaris of the face and/or trunk in patients from 9 years of age and older, when many comedones, papules and pustules are present.",<Acne Vulgaris>,Galderma SA,Galderma,67632,trifarotene,no,no,cream,Not reported,NA
intravenous,16.06.2023,2023,authorised (under additional monitoring),SWISSMEDIC,approved,02.09.2024,2024,Diseases of the blood and blood-forming organs,swisspar_altuvoct.pdf,Biologics,Altuvoct,ALTUVOCT is indicated for the treatment and prophylaxis of bleeding in patients with haemophilia A (congenital factor VIII deficiency). ALTUVOCT can be used for all age groups.,<Hemophilia A>,no,ALTUVOCT is indicated for the treatment and prophylaxis of bleeding in patients with haemophilia A (congenital factor VIII deficiency). ALTUVOCT can be used for all age groups.,<Hemophilia A>,Swedish Orphan Biovitrum AG,Swedish Orphan Biovitrum,69436,efanesoctocog alfa,yes,yes,powder; solvent,Not reported,FDA
oral,16.09.2022,2022,authorised (under additional monitoring),SWISSMEDIC,approved,06.03.2024,2024,Diseases of the nervous system,swisspar_aquipta.pdf,Small molecule,Aquipta,"Prophylactic treatment of migraine in adults, when indicated.",<Migraine Disorders>,no,Aquipta is indicated for the preventive treatment of migraine in adults who have at least 4 migraine attacks per month.,<Migraine Disorders>,AbbVie AG,AbbVie,69128,atogepant,yes,no,tablet,Not reported,FDA; EMA
subcutaneous,14.04.2023,2023,authorised (under additional monitoring),SWISSMEDIC,approved,07.03.2024,2024,"Endocrine, nutritional, and metabolic diseases",swisspar_awiqli.pdf,Peptides and proteins,Awiqli FlexTouch,Treatment of diabetes mellitus in adults.,<Diabetes Mellitus>,no,Treatment of diabetes mellitus in adults.,<Diabetes Mellitus>,Novo Nordisk Pharma AG,Novo Nordisk,69389,insulin icodec,no,no,solution,Not reported,NA
oral,18.11.2021,2021,authorised,SWISSMEDIC,approved,06.07.2023,2023,Neoplasms; Diseases of the blood and blood-forming organs,swisspar_ayvakyt.pdf,Small molecule,Ayvakyt,Gastrointestinal Stromal Tumour (GIST) with PDGFRA D842V mutation; Advanced Systemic Mastocytosis (AdvSM) after at least one previous systemic therapy,"<Gastrointestinal Stromal Tumors>; <Mastocytosis, Systemic>",no,Gastrointestinal Stromal Tumour (GIST) with PDGFRA exon 18 mutation; Advanced Systemic Mastocytosis (AdvSM),"<Gastrointestinal Stromal Tumors>; <Mastocytosis, Systemic>",Blueprint Medicines (Switzerland),Blueprint Medicines,68294,avapritinib,yes,yes,tablet,Not reported,FDA
subcutaneous,22.03.2019,2019,authorised,SWISSMEDIC,approved,01.07.2020,2020,Neoplasms; Diseases of the blood and blood-forming organs,swisspar_besremi.pdf,Biologics,Besremi,Besremi is indicated as monotherapy for the treatment of adult patients with polycythaemia vera without symptomatic splenomegaly and with an indication for cytoreductive therapy.,<Polycythemia Vera>,no,Besremi is indicated as monotherapy in adults for the treatment of polycythaemia vera without symptomatic splenomegaly.,<Polycythemia Vera>,OrPha Swiss GmbH,OrPha,67488,ropeginterferon alfa-2b,yes,yes,solution,Not reported,European Medicines Agency
oral,18.10.2021,2021,authorised (under additional monitoring),SWISSMEDIC,approved,25.04.2023,2023,Diseases of the circulatory system,swisspar_camzyos_mit_fi.pdf,Small molecule,Camzyos,"Camzyos is indicated for the treatment of adult patients with symptomatic (NYHA, class II-III) obstructive hypertrophic cardiomyopathy (oHCM) to improve functional capacity and associated symptoms.",<Hypertrophic Cardiomyopathy>,no,"Treatment of symptomatic (New York Heart Association, NYHA, class II-III) obstructive hypertrophic cardiomyopathy (oHCM) in adult patients.",<Hypertrophic Cardiomyopathy>,Bristol-Myers Squibb SA,Bristol-Myers Squibb,68477,mavacamten,no,yes,capsule,Not reported,NA
intravenous,01.12.2022,2022,authorised (under additional monitoring),SWISSMEDIC,conditional marketing authorisation,07.11.2023,2023,Neoplasms; Diseases of the blood and blood-forming organs,swisspar_columvi_mit_fi.pdf,Biologics,Columvi,"Columvi is indicated for the treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL) after 2 or more lines of systemic therapy, including an antibody that targets CD20 and an anthracycline. Furthermore, the patients must exhibit progression after prior anti-CD19-targeted CAR T-cell therapy or be ineligible for such treatment.",<Diffuse Large B-Cell Lymphoma>,no,"Glofitamab is indicated for the treatment of adult patients with relapsed or refractory large B-cell lymphoma after 2 or more lines of systemic therapy, including diffuse large B-cell lymphoma (DLBCL) not otherwise specified, DLBCL arising from follicular lymphoma, high-grade B-cell lymphoma (HGBCL), and primary mediastinal B-cell lymphoma (PMBCL).",<Large B-Cell Lymphoma>; <Diffuse Large B-Cell Lymphoma>; <Follicular Lymphoma>; <High-Grade B-Cell Lymphoma>; <Primary Mediastinal B-Cell Lymphoma>,Roche Pharma (Schweiz) AG,Roche,68297,glofitamab,no,yes,concentrate,Not reported,NA
subcutaneous,27.06.2019,2019,withdrawn,SWISSMEDIC,approved,31.05.2021,2021,Diseases of the nervous system,2024-10-08_swisspar_tegsedi_art13_final_fi_engl.pdf,Other,TEGSEDI®,Tegsedi is indicated for the treatment of stage 1 or stage 2 polyneuropathy in adult patients with hereditary transthyretin amyloidosis (hATTR).,<Polyneuropathies>; <Amyloidosis>,no,Tegsedi is indicated for the treatment of stage 1 or stage 2 polyneuropathy in adult patients with hereditary transthyretin amyloidosis (hATTR).,<Polyneuropathies>; <Amyloidosis>,"SFL Pharma GmbH (now Swedish Orphan Biovitrum AG, Basel)",Swedish Orphan Biovitrum,67451,inotersen,yes,yes,solution,Not reported,EMA
intravenous,08.03.2021,2021,withdrawn,SWISSMEDIC,conditional marketing authorisation,20.06.2022,2022,Neoplasms; Diseases of the blood and blood-forming organs,assessment_report_swisspar_blenrep_final_mit_fi.pdf,Biologics,Blenrep,"monotherapy for the treatment of multiple myeloma in adult patients who have already received at least four prior therapy lines and whose disease is refractory to at least one proteasome inhibitor, one immunomodulatory agent and an anti-CD38 monoclonal antibody, and who demonstrated disease progression during the most recent therapy",<Multiple Myeloma>,no,"treatment of patients with relapsed/refractory multiple myeloma who have received at least four prior therapies including an anti-CD38 antibody, a proteasome inhibitor, and an immunomodulatory agent",<Multiple Myeloma>,GlaxoSmithKline AG,GlaxoSmithKline,67741,belantamab mafodotin,no,yes,powder,Not reported,NA
intravenous,02.08.2022,2022,authorised (under additional monitoring),SWISSMEDIC,approved,05.04.2023,2023,Infectious and parasitic diseases,swisspar_veklury_final.pdf,Small molecule,Veklury,treatment of coronavirus disease 2019 (COVID-19) in adults and paediatric patients with pneumonia requiring supplemental oxygen and those at increased risk of developing severe COVID-19,<Coronavirus Infections>,yes,treatment of coronavirus disease 2019 (COVID-19) in adults and paediatric patients with pneumonia requiring supplemental oxygen and those at risk of developing severe COVID-19,<Coronavirus Infections>,Gilead Sciences Switzerland Sàrl,Gilead,68026,remdesivir,no,no,powder,Not reported,NA
intramuscular,01.09.2022,2022,authorised (under additional monitoring),SWISSMEDIC,conditional marketing authorisation,27.04.2023,2023,Infectious and parasitic diseases; Diseases of the respiratory system,swisspar_evusheld-2.pdf,Biologics,EVUSHELD,treatment of mild-to-moderate COVID-19 in adults and adolescents (from 12 years of age with minimum body weight of 40 kg) who do not require supplemental oxygen or hospitalisation due to COVID-19 and who are at risk of progressing to severe COVID-19,<COVID-19>,yes,treatment of COVID-19 in adults and paediatric individuals (12 years of age and older weighing at least 40 kg),<COVID-19>,AstraZeneca AG,AstraZeneca,68704,"tixagevimab, cilgavimab",yes,no,solution,Not reported,NA
oral,25.05.2022,2022,authorised (under additional monitoring),SWISSMEDIC,approved,29.08.2023,2023,Neoplasms; Diseases of the blood and blood-forming organs,swisspar_brukinsa_g102680156.pdf,Small molecule,Brukinsa,BRUKINSA is indicated as monotherapy for the treatment of adult patients with chronic lymphocytic leukaemia (CLL) who have received one or more prior therapies.,"<Leukemia, Lymphocytic, Chronic, B-Cell>",yes,Brukinsa is indicated for the treatment of adult patients with chronic lymphocytic leukaemia (CLL) or small lymphocytic lymphoma (SLL).,"<Leukemia, Lymphocytic, Chronic, B-Cell>; <Lymphoma, Small Lymphocytic>",BeiGene Switzerland GmbH,BeiGene,67998,zanubrutinib,yes,yes,capsule,Not reported,NA
oral,03.03.2020,2020,authorised,SWISSMEDIC,approved,04.05.2021,2021,Neoplasms; Diseases of the respiratory system,swisspar_alunbrig-1.pdf,Small molecule,Alunbrig,Alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (ALK)-positive locally advanced or metastatic non-small cell lung cancer (NSCLC) previously untreated with an ALK inhibitor. Alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on previous treatment with crizotinib.,<Non-Small Cell Lung Cancer>,no,"Alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (ALK)-positive, advanced, non-small cell lung cancer (NSCLC), who have previously not been treated with an ALK-inhibitor. Alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (ALK)-positive, advanced, non-small cell lung cancer (NSCLC), who have previously been treated with crizotinib.",<Non-Small-Cell Lung Carcinoma>,Takeda Pharma AG,Takeda,66738,brigatinib,no,yes,tablet,Not reported,NA
intravenous,08.08.2022,2022,authorised (under additional monitoring),SWISSMEDIC,approved,11.04.2024,2024,Neoplasms; Diseases of the digestive system,swisspar_tevimbra.pdf,Biologics,Tevimbra,"Tevimbra is indicated as monotherapy for the second-line treatment of adult patients with advanced or metastatic oesophageal squamous cell carcinoma who have progressed on or after platinum-based systemic therapy, who have not received prior immune checkpoint inhibitor therapy.",<Oesophageal Squamous Cell Carcinoma>,no,"Tevimbra, as monotherapy, is indicated for the treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior systemic therapy.",<Oesophageal Squamous Cell Carcinoma>,BeiGene Switzerland GmbH,BeiGene,68960,tislelizumab,no,no,concentrate,Not reported,NA
intravenous,20.06.2022,2022,authorised (under additional monitoring),SWISSMEDIC,conditional marketing authorisation,07.03.2023,2023,Neoplasms; Diseases of the respiratory system,swisspar_zepzelca.pdf,Small molecule,Zepzelca,Zepzelca is indicated for the treatment of adult patients with metastatic small cell lung cancer (SCLC) who have progressed after platinum-containing therapy with a subsequent chemotherapy-free interval (CTFI) ≥30 days and with no central nervous system (CNS) metastases.,<Small Cell Lung Carcinoma>,no,Zepzelca is indicated for the treatment of patients with metastatic small cell lung cancer (SCLC) with disease progression on or after platinum-containing therapy and with no central nervous system (CNS) metastases.,<Small Cell Lung Carcinoma>,PharmaMar AG,PharmaMar,67729,lurbinectedin,yes,yes,lyophilisate,Not reported,US FDA
intramuscular,01.10.2020,2020,authorised,SWISSMEDIC,approved,05.10.2022,2022,Infectious and parasitic diseases,swisspar_menquadfi.pdf,Vaccine,MenQuadfi,"Active immunisation of individuals from the age of 12 months and older against invasive meningococcal disease caused by Neisseria meningitidis serogroups A, C, W and Y.",<Invasive Meningococcal Disease>,no,"Active immunisation of individuals from the age of 12 months and older, against invasive meningococcal disease caused by Neisseria meningitidis serogroups A, C, W and Y.",<Invasive Meningococcal Disease>,Sanofi-Aventis (Suisse) SA,Sanofi-Aventis,68221,"polysaccharida Neisseriae meningitidis (A, C, W-135, Y) conjugatum cum toxoidum tetani",yes,no,solution,Not reported,EMA
subcutaneous,09.01.2023,2023,authorised (under additional monitoring),SWISSMEDIC,conditional marketing authorisation,30.10.2023,2023,Neoplasms; Diseases of the blood and blood-forming organs,swisspar_talvey_g102689436.pdf,Biologics,Talvey,"Monotherapy for treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 3 prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 monoclonal antibody, and have demonstrated disease progression on or after their last line of therapy.",<Multiple Myeloma>,no,"Treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 4 prior therapies, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 monoclonal antibody.",<Multiple Myeloma>,Janssen-Cilag AG,Janssen-Cilag,69049,talquetamab,no,yes,solution,Not reported,NA
intravenous,06.07.2021,2021,authorised (under additional monitoring),SWISSMEDIC,conditional marketing authorisation,06.05.2022,2022,Diseases of the genitourinary system,swisspar_idefirix_final.pdf,Biologics,IDEFIRIX,Idefirix can be used before a kidney transplant for rapid and temporary inactivation of immunoglobulin G (IgG) in adult patients with positive crossmatch against an available deceased donor.,<End Stage Renal Disease>,no,Idefirix is indicated for desensitisation treatment of highly sensitised adult kidney transplant patients with positive crossmatch against an available deceased donor.,<End Stage Kidney Disease>,Voisin Consulting CH Sàrl,Voisin,68373,imlifidase,yes,yes,powder,Not reported,EMA
oral,20.06.2023,2023,authorised (under additional monitoring),SWISSMEDIC,approved,29.08.2024,2024,Diseases of the blood and blood-forming organs,swisspar_fabhalta.pdf,Small molecule,Fabhalta,Fabhalta is indicated as monotherapy for the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (PNH) who have had an inadequate response despite at least 6 months of treatment with a C5 inhibitor.,<Paroxysmal Nocturnal Hemoglobinuria>,no,Fabhalta is indicated for the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (PNH).,<Paroxysmal Nocturnal Hemoglobinuria>,Novartis Pharma Schweiz AG,Novartis,68603,iptacopan,no,yes,capsule,Not reported,NA
subcutaneous,30.11.2021,2021,authorised,SWISSMEDIC,approved,02.11.2022,2022,"Endocrine, nutritional, and metabolic diseases",swisspar_mounjaro_final.pdf,Peptides and proteins,MOUNJARO,Mounjaro is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise - as monotherapy when metformin is contraindicated or not tolerated; - in combination with other drugs that lower blood glucose.,<Type 2 Diabetes Mellitus>,no,Mounjaro is used to treat adults with type 2 diabetes mellitus in addition to diet and exercise.,<Type 2 Diabetes Mellitus>,Eli Lilly (Suisse) SA,Eli Lilly,68726,tirzepatide,no,no,solution,Not reported,NA
oral,27.05.2019,2019,authorised,SWISSMEDIC,approved,14.12.2020,2020,"Endocrine, nutritional, and metabolic diseases; Diseases of the circulatory system",swisspar_nilemdo_final.pdf,Small molecule,Nilemdo,Nilemdo is indicated as an adjunct to diet and in combination with the maximum tolerated dose of a statin with or without other lipid-lowering therapies for the treatment of adults with clinical manifestations of atherosclerotic cardiovascular disease or heterozygous familial hypercholesterolaemia who need additional LDL-C lowering.,<Atherosclerosis>; <Hypercholesterolemia>,no,"Nilemdo is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) as an adjunct to diet: in combination with a statin or statin with other lipid-lowering therapies in patients unable to reach LDL-C goals with the maximum tolerated dose of a statin or, alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.",<Hypercholesterolemia>,PharmaContext GmbH,PharmaContext,67583,acidum bempedoicum,no,no,tablet,Not reported,NA
oral,06.03.2019,2019,authorised,SWISSMEDIC,approved,24.03.2020,2020,Neoplasms,swisspar_piqray_final.pdf,Small molecule,Piqray,"Piqray is used in combination with fulvestrant for the treatment of postmenopausal women with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, advanced breast cancer with a PIK3CA mutation after disease progression when patients have previously received endocrine therapy including an aromatase inhibitor.",<Breast Neoplasms>,no,"Piqray is indicated for the treatment of postmenopausal women and men with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, advanced breast cancer with a PIK3CA mutation in combination with fulvestrant after disease progression following an endocrine-based therapy.",<Breast Neoplasms>,Novartis Pharma Schweiz AG,Novartis,67359,alpelisib,no,no,tablet,Not reported,NA
intravenous,30.09.2022,2022,authorised (under additional monitoring),SWISSMEDIC,approved,12.06.2023,2023,Neoplasms; Diseases of the blood and blood-forming organs,swisspar_sarclisa_ie_2l_mm.pdf,Biologics,Sarclisa,Sarclisa is indicated in combination with carfilzomib and dexamethasone for the treatment of adult patients with multiple myeloma who have received 1 to 3 prior lines of therapy.,<Multiple Myeloma>,yes,Sarclisa is indicated in combination with carfilzomib and dexamethasone for the treatment of adult patients with multiple myeloma who have received at least one prior line of therapy.,<Multiple Myeloma>,Sanofi-Aventis (Suisse) SA,Sanofi-Aventis,67525,isatuximab,yes,yes,concentrate,Not reported,NA
oral,31.07.2020,2020,authorised,SWISSMEDIC,approved,16.11.2021,2021,Diseases of the nervous system,swisspar_ponvory.pdf,Small molecule,Ponvory,Ponvory is indicated for the treatment of adult patients with relapsing remitting forms of multiple sclerosis (RRMS) with active disease defined by clinical or imaging features,"<Multiple Sclerosis, Relapsing-Remitting>",no,Ponvory is indicated for the treatment of adult patients with relapsing forms of multiple sclerosis (RMS),<Multiple Sclerosis>,Janssen-Cilag AG,Janssen-Cilag,68114,ponesimod,no,no,tablet,Not reported,NA
intravenous,19.04.2022,2022,authorised,SWISSMEDIC,approved,03.02.2023,2023,Neoplasms; Diseases of the blood and blood-forming organs,swisspar_elzonris_final.pdf,Biologics,ELZONRIS,ELZONRIS is indicated for the first-line treatment of adult patients with blastic plasmacytoid dendritic cell neoplasm (BPDCN).,<Blastic Plasmacytoid Dendritic Cell Neoplasm>,no,ELZONRIS is indicated for the treatment of adult patients and in paediatric patients 2 years and older with blastic plasmacytoid dendritic cell neoplasm (BPDCN).,<Blastic Plasmacytoid Dendritic Cell Neoplasm>,Stemline Therapeutics Switzerland GmbH,Stemline,68797,tagraxofusp,no,yes,concentrate,Not reported,NA
oral,30.07.2021,2021,authorised (under additional monitoring),SWISSMEDIC,approved,09.06.2022,2022,Neoplasms; Diseases of the blood and blood-forming organs,swisspar_scemblix_final.pdf,Small molecule,Scemblix,"treatment of adult patients with Philadelphia chromosome-positive chronic myeloid leukaemia (Ph+ CML) in chronic phase (CP), in whom previous administration of two or more tyrosine kinase inhibitors has resulted in treatment failure or intolerance","<Leukemia, Myelogenous, Chronic, BCR-ABL Positive>",no,treatment of adult patients with Philadelphia chromosome-positive chronic myeloid leukaemia in chronic phase (Ph+ CML-CP) previously treated with two or more tyrosine kinase inhibitors,"<Leukemia, Myelogenous, Chronic, BCR-ABL Positive>",Novartis Pharma Schweiz AG,Novartis,68441,asciminib,yes,yes,tablet,Not reported,Not reported
oral,14.01.2022,2022,authorised,SWISSMEDIC,conditional marketing authorisation,15.06.2022,2022,Infectious and parasitic diseases,swisspar_paxlovid_final.pdf,Small molecule,Paxlovid,"treatment of coronavirus disease 2019 (COVID-19) in adults who do not require oxygen therapy or hospitalisation due to COVID-19, and who are at increased risk for progressing to severe COVID-19",<Coronavirus Infections>,no,"treatment of COVID-19 in adults and adolescents aged 12 years and over and weighing at least 40 kg, who do not require supplemental oxygen and who are at increased risk for progressing to severe COVID-19",<COVID-19>,Pfizer AG,Pfizer,68793,"nirmatrelvir, ritonavir",no,no,tablet,Not reported,NA
intravesical,02.12.2020,2020,authorised,SWISSMEDIC,approved,28.07.2022,2022,Neoplasms; Diseases of the genitourinary system,swisspar_bcg_apogepha_final.pdf,Vaccine,BCG APOGEPHA,"Treatment of superficial, epithelial, non-muscle invasive urothelial carcinoma of the urinary bladder (Carcinoma urotheliale Ta, Tis, T1).",<Urothelial Carcinoma>,no,"Treatment of superficial, epithelial, non-muscle-invasive urothelial carcinoma (stages Ta, Tis, T1 bladder carcinoma).",<Urothelial Carcinoma>,Regulix GmbH,Regulix,68286,"bacillus Calmette-Guérin, live attenuated (Moreau)",yes,no,powder; solvent,Not reported,NA
intravenous,19.03.2020,2020,authorised (under additional monitoring),SWISSMEDIC,approved,02.12.2020,2020,Diseases of the blood and blood-forming organs,swisspar_ondexxya.pdf,Biologics,ONDEXXYA,For adult patients treated with a direct factor Xa (FXa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,Not Reported,no,For adult patients treated with a direct factor Xa (FXa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,<Life-Threatening Hemorrhage>,Alexion Pharma GmbH,Alexion,67759,andexanet alfa,yes,no,powder,Not reported,EMA; FDA
oral,03.02.2020,2020,authorised,SWISSMEDIC,approved,28.09.2021,2021,Infectious and parasitic diseases,swisspar_rukobia.pdf,Small molecule,Rukobia,Rukobia is indicated in combination with optimised background antiretroviral therapy against human immunodeficiency virus type 1 (HIV-1) infection for the treatment of multidrug-resistant HIV-1 infection in heavily treatment-experienced adults whose current antiviral regimen failed due to resistance and/or cannot be continued due to intolerance or safety reasons.,<Human Immunodeficiency Virus>,no,"Rukobia, in combination with other antiretrovirals, is indicated for the treatment of intensively pretreated adults with multidrug resistant HIV-1 infection for whom it is otherwise not possible to construct a suppressive anti-viral regimen due to resistance, intolerance or safety considerations.",<Acquired Immunodeficiency Syndrome>,ViiV Healthcare GmbH,ViiV,67854,fostemsavir,no,no,tablet,Not reported,NA
intramuscular,30.11.2022,2022,authorised,SWISSMEDIC,approved,26.03.2024,2024,Infectious and parasitic diseases; Diseases of the respiratory system,swisspar_prevenar_20.pdf,Vaccine,Prevenar 20,Active immunisation for the prevention of invasive disease and pneumonia caused by Streptococcus pneumoniae in individuals 65 years of age and older.,<Streptococcal Infections>; <Pneumonia>,yes,Active immunisation for the prevention of invasive disease and pneumonia caused by Streptococcus pneumoniae in individuals 18 years of age and older.,<Streptococcal Infections>; <Pneumonia>,Pfizer AG,Pfizer,69222,Streptococcus pneumoniae serotype 1 / 3 / 4 / 5 / 6A / 6B / 7F / 8 / 9V / 10A / 11A / 12F / 14 / 15B / 18C / 19A / 19F / 22F / 23F / 33F polysaccharide conjugated to Corynebacterium diphtheriae CRM197 protein,yes,no,suspension,Not reported,EMA
intravenous,27.06.2022,2022,authorised (under additional monitoring),SWISSMEDIC,approved,30.11.2023,2023,Diseases of the digestive system,swisspar_omvoh_final.pdf,Biologics,Omvoh,"treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a biologic treatment, or have medical contraindications to such therapies.",<Ulcerative Colitis>,no,"treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with, lost response to, or were intolerant to conventional therapy or a biologic treatment or a Janus kinase (JAK) inhibitor, or have medical contraindications to such therapies.",<Ulcerative Colitis>,Eli Lilly (Suisse) SA,Eli Lilly,68950,mirikizumab,yes,no,concentrate,Not reported,Not reported
oral,23.05.2019,2019,authorised (under additional monitoring),SWISSMEDIC,approved,24.09.2020,2020,Neoplasms; Diseases of the blood and blood-forming organs,swisspar_xospata_finale_version.pdf,Small molecule,XOSPATA,treatment of adult patients who have relapsed or refractory acute myeloid leukaemia (AML) with FMS-like tyrosine kinase 3 (FLT3) mutations,"<Leukemia, Myeloid, Acute>",no,treatment of patients who have relapsed or refractory acute myeloid leukaemia (AML) with FMS-like tyrosine kinase 3 (FLT3) mutations,"<Leukemia, Myeloid, Acute>",Astellas Pharma AG,Astellas,67211,"gilteritinib, gilteritinib hemifumarate",yes,yes,tablet,Not reported,FDA
intramuscular,01.12.2023,2023,authorised (under additional monitoring),SWISSMEDIC,approved,23.08.2024,2024,Infectious and parasitic diseases; Diseases of the respiratory system,swisspar_abrysvo-1.pdf,Vaccine,Abrysvo,Passive protection against lower respiratory tract disease caused by RSV in infants from birth to 6 months of age following immunisation of pregnant individuals at 32 to 36 weeks gestational age; Active immunisation of individuals 60 years of age and older for the prevention of lower respiratory tract disease caused by RSV.,<Respiratory Tract Infections>,no,Passive protection against lower respiratory tract disease caused by RSV in infants from birth to 6 months of age following maternal immunisation during pregnancy; Active immunisation of individuals 60 years of age and older for the prevention of lower respiratory tract disease caused by RSV.,<Respiratory Tract Diseases>,Pfizer AG,Pfizer,69691,"RSV subgroup A stabilised prefusion F antigen, RSV subgroup B stabilised prefusion F antigen",yes,no,powder; solvent,EMEA/H/C/006027/0000,European Medicines Agency (EMA)
