Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Agency
211019,pm-2013-01283-1-2,sovaldi,sofosbuvir,gilead sciences pty ltd,small molecule,tablet,oral,approved,authorised,30.06.2014,2014,no,no,treatment of adults with chronic hepatitis c (chc) infection as a component of a combination antiviral treatment regimen.,treatment of adults with chronic hepatitis c (chc) infection as a component of a combination antiviral treatment regimen.,infectious and parasitic diseases,,,no,na,auspar-sofosbuvir-140805.pdf,TGA
281781 and 281782,pm-2016-03153-1-4,riximyo,rituximab,sandoz pty ltd,biologics,solution,intravenous,approved,authorised,21.11.2017,2017,no,no,non-hodgkin’s lymphoma (nhl); chronic lymphocytic leukaemia (cll); rheumatoid arthritis (ra); granulomatosis with polyangiitis (gpa) and microscopic polyangiitis (mpa),non-hodgkin’s lymphoma (nhl); chronic lymphocytic leukaemia (cll); rheumatoid arthritis (ra); granulomatosis with polyangiitis (gpa) and microscopic polyangiitis (mpa),neoplasms; diseases of the blood and blood-forming organs; diseases of the musculoskeletal system and connective tissue,30.11.2016,2016,yes,,auspar-rituximab-180823.pdf,TGA
175191 and 175190,pm-2010-02393-3-1,caldolor,ibuprofen,phebra pty ltd,small molecule,concentrate,intravenous,approved,authorised,28.02.2012,2012,no,yes,"management of mild to moderate pain, management of moderate to severe pain as an adjunct to opioid analgesics, and reduction of fever in adults.","management of acute mild to moderate post-operative pain and moderate to severe post-operative pain with adjunctive reduced morphine dosage, and reduction of fever in adults where an iv route of administration is considered clinically necessary.",diseases of the musculoskeletal system and connective tissue; infectious and parasitic diseases,,,no,na,auspar-ibuprofen-130102.pdf,TGA
"137330, 137332, 137331, 137329",pm-2010-02896-3-2,celsentri,maraviroc,viiv healthcare pty ltd,small molecule,tablet,oral,approved,authorised,22.08.2012,2012,no,yes,"celsentri, in combination with other antiretroviral medicinal product, is indicated for adult patients infected with ccr5-tropic hiv-1.","celsentri, in combination with other antiretroviral medicinal products, is indicated for adult patients infected with only ccr5-tropic hiv-1.",infectious and parasitic diseases,,,yes,,auspar-maraviroc-130512.pdf,TGA
"161984, 161985",pm-2009-01335-3-5,menopur,gonadotrophin - human menopausal,ferring pharmaceuticals pty limited,peptides and proteins,powder; solvent,subcutaneous,approved,authorised,25.07.2011,2011,no,no,"anovulatory infertility, including polycystic ovarian disease (pcod), in women who have been unresponsive to treatment with clomiphene citrate. controlled ovarian hyperstimulation to induce the development of multiple follicles for assisted reproductive technologies (art) (e.g. in vitro fertilisation/embryo transfer (ivf/et), gamete intrafallopian transfer (gift) and intracytoplasmic sperm injection (icsi).","anovulatory infertility, including polycystic ovarian disease (pcod), in women who have been unresponsive to treatment with clomiphene citrate. controlled ovarian hyperstimulation to induce the development of multiple follicles for assisted reproductive technologies (art) (e.g. in vitro fertilisation/embryo transfer (ivf/et), gamete intrafallopian transfer (gift) and intracytoplasmic sperm injection (icsi).",diseases of the genitourinary system,,,no,na,auspar-menopur.pdf,TGA
200553,pm-2013-04954-1-4,stivarga,regorafenib,bayer australia ltd,small molecule,tablet,oral,approved,authorised,18.03.2015,2015,yes,yes,treatment of patients with unresectable or metastatic gastrointestinal stromal tumours (gist) who progressed on or are intolerant to prior treatment with imatinib and sunitinib.,treatment of patients with unresectable or metastatic gastrointestinal stromal tumours (gist) who progressed on or are intolerant to prior treatment with imatinib and sunitinib.,neoplasms; diseases of the digestive system,,,no,na,auspar-regorafenib-151119.pdf,TGA
,pm-2015-03290-1-4,arzerra,ofatumumab,novartis pharmaceuticals pty ltd australia,biologics,concentrate,intravenous,withdrawn,withdrawn,16.02.2017,2017,yes,yes,maintenance treatment for adult patients with cll at high risk of relapse who are in complete or partial response after at least two lines of induction therapy.,na,neoplasms; diseases of the blood and blood-forming organs,24.12.2015,2015,yes,,auspar-ofatumumab-180112.pdf,TGA
210574,pm-2013-01037-1-5,ms-2 step,mifepristone/misoprostol,ms health pty ltd,small molecule,tablet,oral; buccal,approved,authorised,28.05.2014,2014,no,yes,medical termination of a developing intrauterine pregnancy up to 63 days gestation.,medical termination of a developing intrauterine pregnancy up to 63 days gestation.,pregnancy and childbirth,04.06.2014,2014,yes,,auspar-mifepristone-misoprostol-141013.pdf,TGA
"143586, 143574",pm-2017-04652-1-2,cubicin,daptomycin,merck sharp & dohme (australia) pty ltd,peptides and proteins,powder,intravenous,approved,authorised,19.01.2019,2019,no,yes,staphylococcus aureus bloodstream infections (bacteraemia) in paediatric patients (1 to 17 years of age),staphylococcus aureus bloodstream infections (bacteraemia) in paediatric patients (1 to 17 years of age),infectious and parasitic diseases,31.01.2018,2018,yes,,auspar-daptomycin-191120.pdf,TGA
175041,pm-2010-02051-3-4,xgeva,denosumab,amgen australia pty ltd,biologics,solution,subcutaneous,approved,authorised,29.08.2011,2011,no,yes,prevention of skeletal related events in adults with advanced malignancies involving bone,prevention of skeletal related events in patients with bone metastases from solid tumours,neoplasms; diseases of the musculoskeletal system and connective tissue,,,no,na,auspar-xgeva.pdf,TGA
255492 and 255493,pm-2017-04579-1-4,tagrisso,osimertinib mesilate,astrazeneca pty ltd,small molecule,tablet,oral,approved,authorised,03.07.2018,2018,no,yes,first-line treatment of patients with locally advanced or metastatic non-small cell lung cancer (nsclc) whose tumours have activating epidermal growth factor receptor (egfr) mutations.,first-line treatment of patients with locally advanced or metastatic non-small cell lung cancer (nsclc) whose tumours have activating epidermal growth factor receptor (egfr) mutations.,neoplasms; diseases of the respiratory system,10.01.2018,2018,yes,,auspar-osimertinib-mesilate-190822.pdf,TGA
114185,pm-2012-02735-3-4,aloxi,palonosetron hydrochloride,specialised therapeutics australia pty ltd,small molecule,solution,intravenous,approved,authorised,20.08.2013,2013,no,no,prevention of nausea and vomiting induced by cytotoxic chemotherapy,prevention of nausea and vomiting induced by cytotoxic chemotherapy,neoplasms,,,yes,,auspar-palonosetron-hydrochloride-140107.pdf,TGA
168332,pm-2010-00254-3-5,zoely,nomegestrol acetate,merck sharp & dohme (australia) pty limited,small molecule,tablet,oral,approved,authorised,10.08.2011,2011,no,no,oral contraception,oral contraception,diseases of the genitourinary system,,,no,na,auspar-zoely.pdf,TGA
"263596, 264292",pm-2015-03168-1-final,nocdurna,desmopressin,ferring pharmaceuticals pty ltd,peptides and proteins,water,sublingual,approved,authorised,30.11.2016,2016,no,yes,treatment of nocturia due to nocturnal polyuria in adults who awaken two or more times each night to void.,treatment of nocturia due to idiopathic nocturnal polyuria in adults who awaken two or more times each night to void and have not responded to lifestyle measures.,diseases of the genitourinary system,,,no,na,auspar-desmopressin-181127.pdf,TGA
400874,pm-2022-05306-1-2,comirnaty original/omicron ba.4-5 covid-19 vaccine,tozinameran and famtozinameran,pfizer australia pty ltd,vaccine,suspension,intramuscular,approved,authorised (under additional monitoring),20.01.2023,2023,no,no,"as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.","as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.",infectious and parasitic diseases,13.12.2022,2022,yes,,auspar-comirnaty-orignal-omicron-ba.4-5-230131.pdf,TGA
332180 and 332181,pm-2020-01326-1-4,phesgo sc,pertuzumab/trastuzumab,roche products pty ltd,biologics,solution,subcutaneous,approved,authorised,05.05.2021,2021,no,no,early breast cancer; metastatic breast cancer,early breast cancer; metastatic breast cancer,neoplasms,30.04.2020,2020,yes,,auspar-pertuzumab-trastuzumab-210920.pdf,TGA
235577,pm-2015-00413-1-5,esbriet,pirfenidone,roche products pty ltd,small molecule,capsule,oral,approved,authorised,05.02.2016,2016,no,no,treatment of idiopathic pulmonary fibrosis (ipf),treatment of idiopathic pulmonary fibrosis (ipf),diseases of the respiratory system,,,no,na,auspar-pirfenidone-160809.pdf,TGA
"260934, 260935 and 260936",,ninlaro,ixazomib,takeda pharmaceuticals australia pty ltd,small molecule,capsule,oral,approved,authorised,10.11.2016,2016,no,no,ninlaro is indicated for the treatment of patients with multiple myeloma who have received at least one prior therapy.,ninlaro is indicated in combination with lenalidomide and dexamethasone for the treatment of patients with multiple myeloma who have received at least one prior therapy.,neoplasms; diseases of the blood and blood-forming organs,,,no,na,auspar-ixazomib-citrate-171102.pdf,TGA
"200674, 210806 and 242512",pm-2017-01036-1-2,fluarix tetra,inactivated split influenza vaccine,glaxosmithkline australia pty ltd,vaccine,suspension,intramuscular,approved,authorised,23.05.2018,2018,no,yes,active immunisation of adults and children from 6 months of age for the prevention of influenza disease caused by the influenza virus types a and b contained in the vaccine.,active immunisation of adults and children from 6 months of age for the prevention of influenza disease caused by the influenza virus types a and b contained in the vaccine.,infectious and parasitic diseases,28.04.2017,2017,yes,,auspar-inactivated-split-influenza-vaccine-181104.pdf,TGA
309320 and 309321,pm-2018-03842-1-4,zirabev,bevacizumab,pfizer australia pty ltd,biologics,solution,intravenous,approved,authorised,28.10.2019,2019,no,no,"metastatic colorectal cancer; locally recurrent or metastatic breast cancer; advanced, metastatic or recurrent non-squamous non-small cell lung cancer; advanced and/or metastatic renal cell cancer; grade iv glioma; epithelial ovarian, fallopian tube or primary peritoneal cancer; recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer; cervical cancer","metastatic colorectal cancer; locally recurrent or metastatic breast cancer; advanced, metastatic or recurrent non-squamous non-small cell lung cancer; advanced and/or metastatic renal cell cancer; grade iv glioma; epithelial ovarian, fallopian tube or primary peritoneal cancer; recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer; cervical cancer",neoplasms; diseases of the respiratory system; diseases of the genitourinary system,31.10.2018,2018,no,na,auspar-bevacizumab-200226.pdf,TGA
353268 and 353269,pm-2020-06299-1-1,bimzelx,bimekizumab,ucb pharma,biologics,solution,subcutaneous,approved,authorised (under additional monitoring),17.03.2022,2022,no,no,treatment of moderate to severe plaque psoriasis in adult patients who are candidates for systemic therapy or phototherapy.,treatment of moderate to severe plaque psoriasis in adult patients who are candidates for systemic therapy or phototherapy.,diseases of the skin,01.03.2021,2021,no,na,auspar-bimzelx-230426.pdf,TGA
148325 and 212387,pm-2013-00985-1-5,lucentis,ranibizumab,novartis pharmaceuticals australia,biologics,solution,intravitreal,approved,authorised,28.04.2014,2014,no,yes,treatment of visual impairment due to choroidal neovascularisation (cnv) secondary to pathologic myopia (pm).,treatment of visual impairment due to choroidal neovascularisation (cnv) secondary to pathologic myopia (pm).,diseases of the eye and adnexa,,,yes,,auspar-ranibizumab-141014.pdf,TGA
233398,pm-2014-04011-1-2,genvoya,elvitegravir / cobicistat / emtricitabine / tenofovir alafenamide,gilead sciences pty ltd,small molecule,tablet,oral,approved,authorised,12.01.2016,2016,no,no,treatment of hiv-1 infection in adults and paediatric patients 12 years of age and older without any known mutations associated with resistance to the individual components of genvoya,treatment of hiv-1 infection in adults and adolescents aged 12 years of age and older with body weight at least 35 kg who are either treatment naive or virologically suppressed on a stable antiretroviral regimen,infectious and parasitic diseases,,,yes,,auspar-elvitegravir-160628.pdf,TGA
