Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
oral,,,authorised,fda,approved,03.12.2018,2018,diseases of the circulatory system,<hypertension>,,small molecule,amlodipine and olmesartan medoxomil,"1 indications and usage amlodipine and olmesartan medoxomil tablets are indicated for the treatment of hypertension, alone or with other antihypertensive agents, to lower blood pressure. lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular (cv) events, primarily strokes and myocardial infarctions. these benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including the class to which this drug principally belongs. there are no controlled trials demonstrating risk reduction with amlodipine and olmesartan medoxomil tablets. control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. many patients will require more than one drug to achieve blood pressure goals. for specific advice on goals and management, see published guidelines, such as those of the national high blood pressure education program’s joint national committee on prevention, detection, evaluation, and treatment of high blood pressure (jnc). numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. the largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly. elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmhg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal. some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). these considerations may guide selection of therapy. amlodipine and olmesartan medoxomil tablets may also be used as initial therapy in patients who are likely to need multiple antihypertensive agents to achieve their blood pressure goals. patients with moderate or severe hypertension are at relatively high risk for cardiovascular events (such as strokes, heart attacks, and heart failure), kidney failure, and vision problems, so prompt treatment is clinically relevant. the decision to use a combination as initial therapy should be individualized and should be shaped by considerations such as baseline blood pressure, the target goal, and the incremental likelihood of achieving goal with a combination compared to monotherapy. individual blood pressure goals may vary based upon the patient’s risk. data from an 8-week, placebo-controlled, parallel-group factorial study [ see clinical studies (14.1) ] provide estimates of the probability of reaching a blood pressure goal with amlodipine and olmesartan medoxomil tablets compared to amlodipine or olmesartan medoxomil monotherapy. the figures below provide estimates of the likelihood of achieving the targeted systolic or diastolic blood pressure goals with amlodipine and olmesartan medoxomil tablets 10/40 mg compared with amlodipine or olmesartan medoxomil monotherapy, based upon baseline systolic or diastolic blood pressure. the curve of each treatment group was estimated by logistic regression modeling from all available data of that treatment group. the right tail of each curve is less reliable because of small numbers of subjects with high baseline blood pressures. figure 1: probability of achieving systolic blood pressure (sbp) < 140 mmhg at week 8 with locf figure 2: probability of achieving diastolic blood pressure (dbp) < 90 mmhg at week 8 with locf figure 3: probability of achieving systolic blood pressure (sbp) < 130 mmhg at week 8 with locf figure 4: probability of achieving diastolic blood pressure (dbp) < 80 mmhg at week 8 with locf the figures above provide an approximation of the likelihood of reaching a targeted blood pressure goal (e.g., week 8 sbp < 140 mmhg or < 130 mmhg or a dbp < 90 mmhg or <80 mmhg) for the high-dose treatment groups evaluated in the study. amlodipine and olmesartan medoxomil tablets 5/20 mg, the lowest dose combination treatment group, increases the probability of reaching blood pressure goal compared with the highest dose monotherapies, amlodipine 10 mg and olmesartan medoxomil 40 mg. for example, a patient with a baseline blood pressure of 160/100 mmhg has about a 48% likelihood of achieving a goal of < 140 mmhg (systolic) and a 51% likelihood of achieving a goal of < 90 mmhg (diastolic) on monotherapy with olmesartan medoxomil 40 mg, and about a 46% likelihood of achieving a goal of < 140 mmhg (systolic) and a 60% likelihood of achieving a goal of < 90 mmhg (diastolic) on monotherapy with amlodipine 10 mg. the likelihood of achieving these same goals increases to 63% (systolic) and 71% (diastolic) on amlodipine and olmesartan medoxomil tablets 5/20 mg, and to 68% (systolic) and 85% (diastolic) on amlodipine and olmesartan medoxomil tablets 10/40 mg. amlodipine and olmesartan medoxomil tablets are a combination of amlodipine besylate, a dihydropyridine calcium channel blocker, and olmesartan medoxomil, an angiotensin ii receptor blocker, indicated for the treatment of hypertension, alone or with other antihypertensive agents, to lower blood pressure. lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions ( 1 ). amlodipine and olmesartan medoxomil tablets may also be used as initial therapy in patients likely to need multiple antihypertensive agents to achieve their blood pressure goals (1) . figures 1 & 2 figures 1 & 2 figures 3 & 4 figures 3 & 4",,,,sciegen pharms inc,sciegen,anda209010,amlodipine besylate,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,18.04.2017,2017,,,,small molecule,montelukast sodium,,,,,rising,not reported,anda209011,montelukast sodium,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,24.04.2017,2017,diseases of the respiratory system,"<asthma>; <bronchoconstriction>; <rhinitis, allergic, seasonal>; <rhinitis, allergic, perennial>",,small molecule,montelukast sodium,"1 indications and usage montelukast sodium tablets are a leukotriene receptor antagonist indicated for: prophylaxis and chronic treatment of asthma in patients 15 years of age and older ( 1.1 ). acute prevention of exercise-induced bronchoconstriction (eib) in patients 15 years of age and older ( 1.2 ). relief of symptoms of allergic rhinitis (ar): seasonal allergic rhinitis (sar) in patients 15 years of age and older, and perennial allergic rhinitis (par) in patients 15 years of age and older. reserve use for patients who have an inadequate response or intolerance to alternative therapies ( 1.3 ). limitations of use: not indicated to treat an acute asthma attack ( 5.2 ). 1.1 asthma montelukast sodium tablets are indicated for the prophylaxis and chronic treatment of asthma in adults and pediatric patients 15 years of age and older. 1.2 exercise-induced bronchoconstriction (eib) montelukast sodium tablets are indicated for prevention of exercise-induced bronchoconstriction (eib) in patients 15 years of age and older. 1.3 allergic rhinitis montelukast sodium tablets are indicated for the relief of symptoms of seasonal allergic rhinitis in patients 15 years of age and older and perennial allergic rhinitis in patients 15 years of age and older. because the benefits of montelukast sodium tablets may not outweigh the risk of neuropsychiatric symptoms in patients with allergic rhinitis [see warnings and precautions ( 5.1 )] , reserve use for patients who have an inadequate response or intolerance to alternative therapies. 1.4 limitations of use montelukast sodium tablets are not indicated for the treatment of an acute asthma attack.",,,,rising,rising,anda209012,montelukast sodium,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,17.04.2018,2018,diseases of the genitourinary system; diseases of the circulatory system,<benign prostatic hyperplasia>; <hypertension>,,small molecule,doxazosin mesylate,"1 indications and usage doxazosin tablets are an alpha 1 adrenergic antagonist indicated for: ( 1 ) signs and symptoms of benign prostatic hyperplasia (bph) treatment of hypertension 1.1 benign prostatic hyperplasia (bph) doxazosin tablets are indicated for the treatment of the signs and symptoms of bph. 1.2 hypertension doxazosin tablets are indicated for the treatment of hypertension, to lower blood pressure. lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. these benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes, including this drug. control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. many patients will require more than one drug to achieve blood pressure goals. for specific advice on goals and management, see published guidelines, such as those of the national high blood pressure education program's joint national committee on prevention, detection, evaluation, and treatment of high blood pressure (jnc). numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. the largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly. elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmhg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal. some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). these considerations may guide selection of therapy. doxazosin tablets may be used alone or in combination with other antihypertensives.",,,,appco,not reported,anda209013,doxazosin mesylate,yes,no,tablet,,no,FDA
,,,none (conditional marketing authorisation),fda,conditional marketing authorisation,08.06.2017,2017,,,,,,,,,,aurobindo pharma ltd,aurobindo,anda209014,,yes,no,,,,FDA
ophthalmic,,,none (conditional marketing authorisation),fda,conditional marketing authorisation,12.07.2024,2024,,,,small molecule,olopatadine hydrochloride,,,,,apotex,apotex,anda209015,olopatadine hydrochloride,yes,no,solution; drops,,no,FDA
oral,,,authorised,fda,approved,09.04.2018,2018,diseases of the digestive system,<constipation>,,other,polyethylene glycol 3350,use relieves occasional constipation (irregularity) generally produces a bowel movement in 1 to 3 days,,,,aurobindo pharma ltd,aurobindo,anda209017,polyethylene glycol 3350,yes,no,solution,,no,FDA
oral,,,authorised,fda,approved,05.06.2002,2002,,,,small molecule,amoxicillin and clavulanate potassium,,,,,sandoz,sandoz,anda065066,amoxicillin,yes,no,suspension,,no,FDA
topical,,,discontinued,fda,approved,07.01.2019,2019,,,,small molecule,ingenol mebutate,,,,,padagis israel,padagis,anda209018,ingenol mebutate,yes,no,gel,,no,FDA
topical,,,discontinued,fda,approved,09.01.2019,2019,,,,small molecule,ingenol mebutate,,,,,padagis israel,padagis,anda209019,ingenol mebutate,yes,no,gel,,no,FDA
oral,,,authorised,fda,approved,09.11.2017,2017,"injury, poisoning and certain other consequences of external causes",<pain>,,small molecule,oxycodone hydrochloride,"1 indications and usage oxycodone hydrochloride oral solution is indicated for the management of pain severe enough to require an opioid analgesic and for which alternative treatments are inadequate. limitations of use because of the risks of addiction, abuse, and misuse with opioids, even at recommended doses, [see warnings and precautions (5.2)] , reserve oxycodone hydrochloride oral solution for use in patients for whom alternative treatment options [e.g., non-opioid analgesics or opioid combination products]: have not been tolerated, or are not expected to be tolerated, have not provided adequate analgesia, or are not expected to provide adequate analgesia oxycodone hydrochloride oral solution is an opioid agonist indicated for the management of pain severe enough to require an opioid analgesic and for which alternative treatments are inadequate. (1) limitations of use (1) because of the risks of addiction, abuse, and misuse with opioids, even at recommended doses, reserve oxycodone hydrochloride oral solution for use in patients for whom alternative treatment options [e.g., non-opioid analgesics or opioid combination products]: have not been tolerated, or are not expected to be tolerated, have not provided adequate analgesia, or are not expected to provide adequate analgesia",,,,ascent pharms inc,ascent,anda209021,oxycodone hydrochloride,yes,no,solution,,no,FDA
injection,,,authorised,fda,approved,31.10.2018,2018,,,,small molecule,glycopyrrolate,,,,,fresenius kabi usa,fresenius,anda209024,glycopyrrolate,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,21.12.2017,2017,,,,small molecule,oxybutynin chloride,,,,,rising,rising,anda209025,oxybutynin chloride,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,11.06.2019,2019,"endocrine, nutritional, and metabolic diseases",<hypokalemia>,,small molecule,potassium chloride,"1 indications and usage potassium chloride extended-release capsules are indicated for the treatment and prophylaxis of hypokalemia in adults and children with or without metabolic alkalosis, in patients for whom dietary management with potassium-rich foods or diuretic dose reduction is insufficient. potassium chloride extended-release capsules, usp contain potassium chloride, a potassium salt indicated for the treatment and prophylaxis of hypokalemia with or without metabolic alkalosis, in patients for whom dietary management with potassium-rich foods or diuretic dose reduction is insufficient. ( 1 )",,,,prinston inc,prinston,anda209026,potassium chloride,yes,no,capsule,,no,FDA
oral,,,authorised,fda,approved,06.11.2017,2017,diseases of the circulatory system,<hypertension>,,small molecule,telmisartan and hydrochlorothiazide,"1 indications and usage telmisartan and hydrochlorothiazide tablets are indicated for the treatment of hypertension, to lower blood pressure. lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. these benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including the classes to which this drug principally belongs. there are no controlled trials demonstrating risk reduction with telmisartan and hydrochlorothiazide tablets. control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake. many patients will require more than one drug to achieve blood pressure goals. for specific advice on goals and management, see published guidelines, such as those of the national high blood pressure education program’s joint national committee on prevention, detection, evaluation, and treatment of high blood pressure (jnc). numerous antihypertensive drugs, from a variety of pharmacologic classes and with different mechanisms of action, have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality, and it can be concluded that it is blood pressure reduction, and not some other pharmacologic property of the drugs, that is largely responsible for those benefits. the largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke, but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly. elevated systolic or diastolic pressure causes increased cardiovascular risk, and the absolute risk increase per mmhg is greater at higher blood pressures, so that even modest reductions of severe hypertension can provide substantial benefit. relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk, so the absolute benefit is greater in patients who are at higher risk independent of their hypertension (for example, patients with diabetes or hyperlipidemia), and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal. some antihypertensive drugs have smaller blood pressure effects (as monotherapy) in black patients, and many antihypertensive drugs have additional approved indications and effects (e.g., on angina, heart failure, or diabetic kidney disease). these considerations may guide selection of therapy [see clinical studies ( 14 )]. telmisartan and hydrochlorothiazide tablets are not indicated for initial therapy for the treatment of hypertension [see dosage and administration ( 2.1 )]. telmisartan and hydrochlorothiazide tablets may be used alone or in combination with other antihypertensive agents. • telmisartan and hydrochlorothiazide tablets are combination of an angiotensin ii receptor blocker (arb) and a thiazide diuretic indicated for the treatment of hypertension, alone or with other antihypertensive agents, to lower blood pressure. lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. ( 1 ) • telmisartan and hydrochlorothiazide tablets are not indicated for initial therapy. ( 1 )",,,,prinston inc,prinston,anda209028,hydrochlorothiazide,yes,no,tablet,,no,FDA
