Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
subcutaneous,30.10.2012,2012,authorised,EMA,approved,31.01.2014,2014,"diseases of the genitourinary system; endocrine, nutritional, and metabolic diseases",<anovulation>; <polycystic ovary syndrome>; <hypogonadism>,bemfola-epar-public-assessment-report_en.pdf,biologics,bemfola,"anovulation (including polycystic ovarian disease, pcod) in women who have been unresponsive to treatment with clomiphene citrate; stimulation of multifollicular development in patients undergoing superovulation for assisted reproductive technologies (art) such as in vitro fertilisation (ivf), gamete intra-fallopian transfer (gift) and zygote intra-fallopian transfer (zift); bemfola in association with a luteinising hormone (lh) preparation is recommended for the stimulation of follicular development in women with severe lh and fsh deficiency; stimulation of spermatogenesis in men who have congenital or acquired hypogonadotrophic hypogonadism with concomitant human chorionic gonadotrophin (hcg) therapy.",no,"anovulation (including polycystic ovarian disease, pcod) in women who have been unresponsive to treatment with clomiphene citrate; stimulation of multifollicular development in patients undergoing superovulation for assisted reproductive technologies (art) such as in vitro fertilisation (ivf), gamete intra-fallopian transfer (gift) and zygote intra-fallopian transfer (zift); bemfola in association with a luteinising hormone (lh) preparation is recommended for the stimulation of follicular development in women with severe lh and fsh deficiency; stimulation of spermatogenesis in men who have congenital or acquired hypogonadotrophic hypogonadism with concomitant human chorionic gonadotrophin (hcg) therapy.",<anovulation>; <polycystic ovary syndrome>; <hypogonadism>,finox biotech ag,finox,ema/65507/2013,follitropin alfa,no,no,solution,emea/h/c/002615,na
inhalation,03.05.2019,2019,authorised,EMA,approved,02.04.2020,2020,diseases of the respiratory system,<asthma>,bemrist-breezhaler-epar-public-assessment-report_en.pdf,small molecule,bemrist breezhaler,once-daily maintenance treatment of asthma in adults and adolescents 12 years of age and older where use of a combination of long-acting beta2-agonist and inhaled corticosteroid is appropriate,no,once-daily maintenance treatment of asthma in adults and adolescents 12 years of age and older where use of a combination of long-acting beta2-agonist and inhaled corticosteroid is appropriate,<asthma>,novartis europharm limited,novartis,ema/206580/2020,indacaterol / mometasone furoate,no,no,powder; capsule,emea/h/c/005067/0000,na
intravenous,,,authorised,EMA,approved,11.11.1998,1998,diseases of the blood and blood-forming organs,<hemophilia b>,benefix-epar-scientific-discussion_en.pdf,biologics,benefix,"control and prevention of haemorrhagic episodes, and for routine and surgical prophylaxis in previously treated patients with haemophilia b",no,"control and prevention of haemorrhagic episodes, and for routine and surgical prophylaxis in previously treated patients with haemophilia b",<hemophilia b>,genetics institute,genetics,,nonacog alfa,no,yes,lyophilisate,,na
subcutaneous,03.12.2014,2014,authorised,EMA,approved,19.11.2015,2015,diseases of the musculoskeletal system and connective tissue; diseases of the skin,"<rheumatoid arthritis>; <arthritis, psoriatic>; <spondylitis, ankylosing>; <spondyloarthritis>; <psoriasis>",benepali-epar-public-assessment-report_en.pdf,biologics,benepali,rheumatoid arthritis; psoriatic arthritis; ankylosing spondylitis; non-radiographic axial spondyloarthritis; plaque psoriasis,no,rheumatoid arthritis; psoriatic arthritis; ankylosing spondylitis; non-radiographic axial spondyloarthritis; plaque psoriasis,"<rheumatoid arthritis>; <arthritis, psoriatic>; <spondylitis, ankylosing>; <spondyloarthritis>; <psoriasis>",samsung bioepis uk limited,samsung,ema/chmp/819219/2015,etanercept,no,no,solution,emea/h/c/004007/0000,na
intravenous,04.06.2010,2010,authorised,EMA,approved,19.05.2011,2011,diseases of the musculoskeletal system and connective tissue,<systemic lupus erythematosus>,benlysta-epar-public-assessment-report_en.pdf,biologics,benlysta,add-on therapy in adult patients with active autoantibody-positive systemic lupus erythematosus (sle) with a high degree of disease activity despite standard therapy,no,"treatment of active, autoantibody-positive systemic lupus erythematosus (sle)",<systemic lupus erythematosus>,glaxo group limited,glaxo,ema/002015/2011,belimumab,no,no,powder,emea/h/c/002015,na
intravitreal,06.02.2019,2019,authorised,EMA,approved,12.12.2019,2019,diseases of the eye and adnexa,<macular degeneration>,beovu-epar-public-assessment-report_en.pdf,biologics,beovu,treatment of neovascular (wet) age-related macular degeneration (amd),no,treatment of neovascular (wet) age-related macular degeneration (amd),<macular degeneration>,novartis europharm limited,novartis,ema/23630/2020,brolucizumab,no,no,solution,emea/h/c/004913/0000,na
intravenous,14.04.2016,2016,authorised,EMA,approved,21.04.2017,2017,neoplasms; diseases of the blood and blood-forming organs,<precursor b-cell lymphoblastic leukemia-lymphoma>,besponsa-epar-public-assessment-report_en.pdf,biologics,besponsa,treatment of adults with relapsed or refractory cd22-positive b cell precursor acute lymphoblastic leukaemia (all),no,treatment of adults with relapsed or refractory b-cell precursor acute lymphoblastic leukaemia (all),<precursor b-cell lymphoblastic leukemia-lymphoma>,pfizer limited,pfizer,ema/289046/2017,inotuzumab ozogamicin,no,yes,powder,emea/h/c/004119/0000,na
subcutaneous,02.02.2017,2017,authorised,EMA,approved,13.12.2018,2018,diseases of the blood and blood-forming organs,<polycythemia vera>,besremi-epar-public-assessment-report_en.pdf,biologics,besremi,treatment of polycythaemia vera without symptomatic splenomegaly,no,treatment of polycythaemia vera without symptomatic splenomegaly,<polycythemia vera>,aop orphan pharmaceuticals ag,aop orphan,ema/11025/2019,ropeginterferon alfa-2b,no,no,solution,emea/h/c/004128/0000,na
subcutaneous,,,authorised,EMA,approved,30.11.1995,1995,diseases of the nervous system,"<multiple sclerosis, relapsing-remitting>; <multiple sclerosis, secondary progressive>",betaferon-epar-scientific-discussion_en.pdf,biologics,betaferon,reduction of frequency and severity of clinical relapses in relapsing-remitting multiple sclerosis; slowing progression of disease and reduction of frequency of clinical relapses in secondary progressive multiple sclerosis,yes,reduction of frequency and severity of clinical relapses in relapsing-remitting multiple sclerosis,"<multiple sclerosis, relapsing-remitting>",schering ag,schering,,interferon beta-1b,no,no,lyophilisate,,na
oral,25.08.2011,2011,authorised,EMA,approved,18.10.2012,2012,diseases of the genitourinary system,<overactive bladder>,betmiga-epar-public-assessment-report_en.pdf,small molecule,betmiga,"symptomatic treatment of urgency, increased micturition frequency and/or urgency incontinence as may occur in patients with overactive bladder (oab) syndrome.",no,"symptomatic treatment of urgency, increased micturition frequency and/or urgency incontinence as may occur in patients with overactive bladder (oab) syndrome.",<overactive bladder>,astellas pharma europe b.v.,astellas,ema/706651/2012,mirabegron,no,no,tablet,emea/h/c/002388,na
inhalation,16.06.2017,2017,authorised,EMA,approved,18.10.2018,2018,diseases of the respiratory system,<chronic obstructive pulmonary disease>,bevespi-aerosphere-epar-public-assessment-report_en.pdf,small molecule,bevespi aerosphere,maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (copd),no,maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (copd),"<pulmonary disease, chronic obstructive>",astrazeneca ab,astrazeneca,ema/778350/2018,glycopyrronium bromide / formoterol,no,no,suspension,emea/h/c/004245/0000,na
intramuscular,07.01.2011,2011,authorised,EMA,approved,15.11.2012,2012,infectious and parasitic diseases,<invasive meningococcal disease>,bexsero-epar-public-assessment-report_en.pdf,vaccine,bexsero,active immunisation of individuals from 2 months of age and older against invasive meningococcal disease caused by neisseria meningitidis group b.,no,active immunisation of individuals from 2 months of age and older against invasive meningococcal disease caused by neisseria meningitidis group b.,<invasive meningococcal disease>,novartis vaccines and diagnostics s.r.l.,novartis,ema/790069/2012,"meningococcal group b vaccine (rdna, component, adsorbed)",no,no,suspension,emea/h/c/002333,na
intramuscular,28.01.2022,2022,authorised,EMA,approved,15.09.2022,2022,infectious and parasitic diseases; diseases of the respiratory system,<respiratory syncytial virus infections>,beyfortus-epar-public-assessment-report_en.pdf,biologics,beyfortus,beyfortus is indicated to immunise infants from birth entering their first respiratory syncytial virus (rsv) season for the prevention of rsv lower respiratory tract disease.,no,beyfortus is indicated to immunise infants from birth entering their first respiratory syncytial virus (rsv) season for the prevention of rsv lower respiratory tract disease.,<respiratory syncytial virus infections>,astrazeneca ab,astrazeneca,ema/786523/2022,nirsevimab,no,no,solution,emea/h/c/005304/0000,na
oral,07.01.2024,2024,authorised,EMA,approved,12.12.2024,2024,diseases of the circulatory system,<transthyretin amyloidosis>; <cardiomyopathy>,beyonttra-epar-public-assessment-report_en.pdf,small molecule,beyonttra,treatment of wild-type or variant transthyretin amyloidosis in adult patients with cardiomyopathy (attr-cm),no,treatment of wild-type or variant transthyretin amyloidosis in adult patients with cardiomyopathy (attr-cm),<transthyretin amyloidosis>,bridgebio europe b.v.,bridgebio,ema/66885/2025,acoramidis,no,no,tablet,emea/h/c/006333/0000,na
oral,21.06.2017,2017,authorised,EMA,approved,26.04.2018,2018,infectious and parasitic diseases,<human immunodeficiency virus>,biktarvy-epar-public-assessment-report_en.pdf,small molecule,biktarvy,"the treatment of adults infected with human immunodeficiency virus-1 (hiv-1) without present or past evidence of viral resistance to the integrase inhibitor class, emtricitabine or tenofovir",no,the treatment of adults infected with human immunodeficiency virus-1 (hiv-1) without any known mutations associated with resistance to the individual components,<human immunodeficiency virus>,gilead sciences international limited,gilead,ema/293559/2018,bictegravir / emtricitabine / tenofovir alafenamide,no,no,tablet,emea/h/c/004449/0000,na
intramuscular,21.03.2023,2023,authorised,EMA,approved,30.03.2023,2023,infectious and parasitic diseases,<covid-19>,bimervax-epar-public-assessment-report_en.pdf,vaccine,bimervax,bimervax is indicated as a booster for active immunisation to prevent covid-19 in individuals 16 years of age and older who have previously received a mrna covid-19 vaccine.,no,bimervax is indicated as a booster for active immunisation to prevent covid-19 in individuals 16 years of age and older who have previously received a mrna covid-19 vaccine.,<covid-19>,hipra human health slu,hipra,ema/175278/2023,"covid-19 vaccine (recombinant, adjuvanted)",no,no,emulsion,emea/h/c/006058/0000,na
subcutaneous,15.07.2020,2020,authorised,EMA,approved,24.06.2021,2021,diseases of the skin,<plaque psoriasis>,bimzelx-epar-public-assessment-report_en.pdf,biologics,bimzelx,treatment of moderate to severe plaque psoriasis in adults who are candidates for systemic therapy,no,treatment of moderate to severe plaque psoriasis in adults who are candidates for systemic therapy,<plaque psoriasis>,ucb pharma s.a.,ucb,ema/393532/2021,bimekizumab,no,no,solution,emea/h/c/005316/0000,na
oral,30.08.2011,2011,withdrawn,EMA,approved,15.11.2012,2012,diseases of the genitourinary system,<hyperphosphatemia>; <chronic kidney disease>,bindren-epar-public-assessment-report_en.pdf,other,bindren,treatment of hyperphosphataemia in adult patients with chronic kidney disease (ckd) stage 5 receiving haemodialysis or peritoneal dialysis,no,treatment of hyperphosphataemia in adult patients with chronic kidney disease (ckd) stage 5 receiving haemodialysis or peritoneal dialysis,<hyperphosphatemia>; <chronic kidney disease>,mitsubishi pharma europe ltd.,mitsubishi,ema/chmp/169525/2012,colestilan,no,no,tablet; granules,emea/h/c/002377,na
