Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
intravenous,30.06.2020,2020,authorised (under additional monitoring),Swissmedic,approved,25.11.2020,2020,infectious and parasitic diseases; diseases of the respiratory system,<coronavirus infections>; <pneumonia>,swisspar_veklury.pdf,small molecule,veklury,treatment of coronavirus disease 2019 (covid-19) in adults with pneumonia requiring supplemental oxygen,no,treatment of coronavirus disease 2019 (covid-19) in adults and adolescents (aged 12 years and older with body weight at least 40 kg) with pneumonia requiring supplemental oxygen,<coronavirus infections>,gilead sciences switzerland sàrl,gilead,68026,remdesivir,no,no,powder,,na
intravenous,02.08.2022,2022,authorised (under additional monitoring),Swissmedic,approved,05.04.2023,2023,infectious and parasitic diseases,<coronavirus infections>,swisspar_veklury_final.pdf,small molecule,veklury,treatment of coronavirus disease 2019 (covid-19) in adults and paediatric patients with pneumonia requiring supplemental oxygen and those at increased risk of developing severe covid-19,yes,treatment of coronavirus disease 2019 (covid-19) in adults and paediatric patients with pneumonia requiring supplemental oxygen and those at risk of developing severe covid-19,<coronavirus infections>,gilead sciences switzerland sàrl,gilead,68026,remdesivir,no,no,powder,,na
oral,01.06.2023,2023,authorised (under additional monitoring),Swissmedic,approved,10.09.2024,2024,diseases of the digestive system,<ulcerative colitis>,swisspar_velsipity.pdf,small molecule,velsipity,"treatment of adult patients with moderately to severely active ulcerative colitis (uc) who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a biologic.",no,"treatment of adult patients with moderately to severely active ulcerative colitis (uc) who have had an inadequate response, lost response, or were intolerant to either conventional therapy or an advanced treatment.",<ulcerative colitis>,pfizer ag,pfizer,69377,etrasimod,no,no,tablet,,na
intravenous,28.04.2021,2021,authorised,Swissmedic,approved,24.04.2023,2023,diseases of the circulatory system; diseases of the digestive system; diseases of the eye and adnexa,not reported,swisspar_verdye.pdf,small molecule,verdye,"diagnostic use only: cardiac, circulatory, and micro-circulatory diagnostics; liver function diagnostics; ophthalmic angiography diagnostics",no,"diagnostic use only: cardiac, circulatory, and micro-circulatory diagnostics; liver function diagnostics; ophthalmic angiography diagnostics",<heart diseases>; <liver diseases>,mediconsult ag,mediconsult,68489,indocyanine green,yes,no,powder,,na
oral,15.07.2020,2020,authorised (under additional monitoring),Swissmedic,approved,22.09.2021,2021,diseases of the circulatory system,<heart failure>,swisspar_verquvo.pdf,small molecule,verquvo,"treatment of symptomatic, chronic heart failure in adult patients with reduced ejection fraction who have been stabilised after a recent decompensation requiring i.v. therapy",no,heart failure,<heart failure>,bayer (schweiz) ag,bayer,68001,vericiguat,yes,no,tablet,,
intramuscular,25.10.2019,2019,authorised,Swissmedic,approved,08.10.2021,2021,infectious and parasitic diseases,<hiv infections>,swisspar_vocabria.pdf,small molecule,vocabria,vocabria injections are indicated in combination with rilpivirine injections for treatment of hiv-1 infection in adults who are virologically suppressed (hiv-1 rna <50 copies/ml) on a stable antiretroviral treatment for at least 6 months prior to the switch to the cabotegravir-rilpivirine combination and have no known or suspected resistance to or no history of virological failure with agents of the nnrti and ini class.,no,"vocabria injections are indicated, in combination with rilpivirine injections, for the treatment of human immunodeficiency virus type 1 (hiv-1) infection in adults who are virologically suppressed (hiv-1 rna <50 copies/ml) and have no known or suspected resistance to either cabotegravir or rilpivirine.",<human immunodeficiency virus>,viiv healthcare gmbh,viiv,67740,cabotegravir,no,no,suspension,,na
oral,17.05.2023,2023,authorised (under additional monitoring),Swissmedic,approved,30.04.2024,2024,diseases of the blood and blood-forming organs,<paroxysmal nocturnal hemoglobinuria>,swisspar_voydeya.pdf,small molecule,voydeya,"voydeya is used as an add-on to ravulizumab or eculizumab for the treatment of clinically relevant extravascular haemolysis (evh, as defined in current clinical guidelines) after at least 6 months of monotherapy with a c5 inhibitor in adult patients with paroxysmal nocturnal haemoglobinuria (pnh; see “clinical efficacy”).",no,voydeya is indicated as an add-on to ravulizumab or eculizumab for the treatment of signs or symptoms of extravascular haemolysis (evh) in adult patients with paroxysmal nocturnal haemoglobinuria (pnh).,<paroxysmal nocturnal hemoglobinuria>,alexion pharma gmbh,alexion,69301,danicopan,no,yes,tablet,,na
oral,11.07.2022,2022,authorised (under additional monitoring),Swissmedic,approved,18.10.2023,2023,diseases of the nervous system,<migraine disorders>,swisspar_vydura.pdf,small molecule,vydura,"acute treatment of migraine attacks with or without aura in adults; prophylactic treatment of episodic migraine in adults, if indicated.",no,acute treatment of migraine with or without aura in adults; preventive treatment of episodic migraine in adults who have at least 4 migraine attacks per month.,<migraine disorders>,pfizer ag,pfizer,69035,rimegepant,yes,no,lyophilisate,,european medicines agency
intravenous,01.05.2020,2020,authorised,Swissmedic,approved,11.10.2021,2021,diseases of the nervous system,<migraine disorders>,swisspar_vyepti.pdf,biologics,vyepti,"prophylactic treatment of migraine in adults, if indicated.",no,"prophylactic treatment of migraine in adults, if indicated.",<migraine disorders>,lundbeck (schweiz) ag,lundbeck,67995,eptinezumab,yes,no,concentrate,,fda
oral,07.07.2022,2022,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,21.03.2024,2024,neoplasms; diseases of the nervous system; diseases of the digestive system,<von hippel-lindau disease>; <renal cell carcinoma>; <central nervous system hemangioblastoma>; <pancreatic neuroendocrine tumors>,swisspar_welireg.pdf,small molecule,welireg,"welireg as monotherapy is indicated for the treatment of adult patients with von hippel-lindau (vhl) disease who require therapy for vhl-associated renal cell carcinoma (rcc), central nervous system (cns) haemangioblastomas, or pancreatic neuroendocrine tumours (pnet), not requiring immediate surgery.",no,"welireg as monotherapy is indicated for the treatment of adult patients with von hippel-lindau (vhl) disease who require therapy for vhl-associated renal cell carcinoma (rcc), central nervous system (cns) haemangioblastomas, or pancreatic neuroendocrine tumours (pnet), not requiring immediate surgery.",<von hippel-lindau disease>; <renal cell carcinoma>; <central nervous system hemangioblastoma>; <pancreatic neuroendocrine tumors>,msd merck sharp & dohme ag,merck sharp & dohme,68531,belzutifan,yes,yes,tablet,,mhra
intravenous,29.01.2024,2024,authorised (under additional monitoring),Swissmedic,approved,13.09.2024,2024,diseases of the circulatory system,<pulmonary hypertension>,swisspar_winrevair.pdf,biologics,winrevair,"winrevair, in combination with standard pulmonary arterial hypertension (pah) therapy, is indicated for the treatment of pah in adult patients with who functional class (fc) ii to iii to improve exercise capacity and to delay disease progression.",no,"winrevair is indicated in combination with standard of care therapy for the treatment of pulmonary arterial hypertension (pah) in adult patients with who functional class (fc) ii to iii to improve exercise capacity, provide clinical improvement, improve who fc, and delay disease progression, including to reduce the risk of death and hospitalisation due to pah.",<pulmonary hypertension>,msd merck sharp & dohme ag,merck sharp & dohme,69129,sotatercept,no,yes,powder,,na
intravenous,06.05.2021,2021,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,14.01.2022,2022,infectious and parasitic diseases,<coronavirus infections>,swisspar_xevudy_final.pdf,biologics,xevudy,xevudy is indicated for the treatment of confirmed coronavirus disease 2019 (covid-19) in adults and adolescents (from the age of 12 years and with a body weight of at least 40 kg) who do not require oxygen therapy or hospitalisation for covid-19 and who are at risk of developing a more severe covid-19 course,no,for the treatment of patients with coronavirus disease 2019 (covid-19) who do not require oxygen supplementation and who are at risk of progressing to severe covid-19,<covid-19>,glaxosmithkline ag,glaxosmithkline,68471,sotrovimab,yes,no,concentrate,,therapeutic goods administration of australia (tga)
oral,01.07.2020,2020,authorised,Swissmedic,approved,19.11.2021,2021,infectious and parasitic diseases; diseases of the respiratory system,<influenza>,swisspar_xofluza.pdf,small molecule,xofluza,post-exposure prophylaxis of influenza in individuals aged 12 years and above,yes,prophylaxis of influenza,<influenza>,roche pharma (schweiz) ag,roche,67426,baloxavirum marboxilum,no,no,tablet,,na
oral,30.04.2019,2019,authorised,Swissmedic,approved,19.02.2020,2020,infectious and parasitic diseases,<influenza>,swisspar_xofluza_final.pdf,small molecule,xofluza,treatment of uncomplicated influenza in patients aged 12 years and older who have been symptomatic for no more than 48 hours and who are otherwise healthy or at high risk of developing influenza-related complications,no,treatment of influenza in patients aged 12 years and older who have been symptomatic for no more than 48 hours and who are at high risk of developing influenza-related complications,<influenza>,roche pharma (schweiz) ag,roche,67426,baloxavir marboxil,no,no,tablet,,na
oral,30.09.2022,2022,authorised (under additional monitoring),Swissmedic,approved,04.10.2023,2023,infectious and parasitic diseases,<influenza>,swisspar_xofluza_new_indication_final.pdf,small molecule,xofluza,treatment of influenza; influenza post-exposure prophylaxis,yes,treatment of influenza; influenza post-exposure prophylaxis,<influenza>,roche pharma (schweiz) ag,roche,67426,baloxavir marboxil,yes,no,tablet,,na
oral,23.05.2019,2019,authorised (under additional monitoring),Swissmedic,approved,24.09.2020,2020,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, myeloid, acute>",swisspar_xospata_finale_version.pdf,small molecule,xospata,treatment of adult patients who have relapsed or refractory acute myeloid leukaemia (aml) with fms-like tyrosine kinase 3 (flt3) mutations,no,treatment of patients who have relapsed or refractory acute myeloid leukaemia (aml) with fms-like tyrosine kinase 3 (flt3) mutations,"<leukemia, myeloid, acute>",astellas pharma ag,astellas,67211,"gilteritinib, gilteritinib hemifumarate",yes,yes,tablet,,fda
oral,08.05.2019,2019,authorised,Swissmedic,approved,11.08.2020,2020,diseases of the nervous system,"<multiple sclerosis, relapsing-remitting>",swisspar_zeposia.pdf,small molecule,zeposia,zeposia is indicated for the treatment of adult patients with relapsing remitting multiple sclerosis (ms).,no,zeposia is indicated for the treatment of adults with relapsing multiple sclerosis (rms).,"<multiple sclerosis, relapsing-remitting>",celgene gmbh,celgene,67046,ozanimod,no,no,capsule,,na
oral,21.12.2020,2020,authorised,Swissmedic,approved,19.08.2022,2022,diseases of the digestive system,<ulcerative colitis>,swisspar_zeposia_g102645659.pdf,small molecule,zeposia,"treatment of adult patients with moderately to severely active ulcerative colitis (uc) who have had an inadequate response, lost response, or were intolerant to either conventional therapy or a biologic agent.",yes,"treatment of adult patients with moderately to severely active ulcerative colitis (uc) who have had an inadequate response, are no longer responding, or are intolerant to conventional therapy or treatment with a biologic agent.",<ulcerative colitis>,bristol-myers squibb sa,bristol-myers squibb,67046,ozanimod as ozanimod hydrochloride,no,no,capsule,,na
intravenous,20.06.2022,2022,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,07.03.2023,2023,neoplasms; diseases of the respiratory system,<small cell lung carcinoma>,swisspar_zepzelca.pdf,small molecule,zepzelca,zepzelca is indicated for the treatment of adult patients with metastatic small cell lung cancer (sclc) who have progressed after platinum-containing therapy with a subsequent chemotherapy-free interval (ctfi) ≥30 days and with no central nervous system (cns) metastases.,no,zepzelca is indicated for the treatment of patients with metastatic small cell lung cancer (sclc) with disease progression on or after platinum-containing therapy and with no central nervous system (cns) metastases.,<small cell lung carcinoma>,pharmamar ag,pharmamar,67729,lurbinectedin,yes,yes,lyophilisate,,us fda
intravitreal,25.02.2019,2019,authorised (under additional monitoring),Swissmedic,approved,16.01.2020,2020,diseases of the eye and adnexa,<macular degeneration>,swisspar_–_beovu.pdf,biologics,beovu,treatment of neovascular (wet) age-related macular degeneration (amd),no,treatment of neovascular (wet) age-related macular degeneration (amd),<macular degeneration>,novartis pharma schweiz ag,novartis,67244,brolucizumabum,no,no,solution,,na
intravenous,17.08.2021,2021,authorised,Swissmedic,approved,23.12.2022,2022,neoplasms; diseases of the skin,<melanoma>,swisspar_–_opdualag.pdf,biologics,opdualag,opdualag is indicated for the first-line treatment of adults with unresectable or metastatic melanoma with a pd-l1 expression < 1%.,no,opdualag is indicated for the treatment of adult and paediatric patients (12 years and older and with 40 kg minimum body weight) with unresectable or metastatic melanoma.,<melanoma>,bristol-myers squibb sa,bristol-myers squibb,68609,"relatlimab, nivolumab",no,no,concentrate,,na
intravenous,03.04.2023,2023,authorised,Swissmedic,approved,19.12.2023,2023,"endocrine, nutritional, and metabolic diseases",<acid sphingomyelinase deficiency>,xenpozyme_assessment_report_swisspar_nach_uebersetzung.pdf,biologics,xenpozyme,xenpozyme is indicated as an enzyme replacement therapy for the treatment of non-central nervous system manifestations of acid sphingomyelinase deficiency (asmd) of type a/b or type b in paediatric and adult patients.,no,xenpozyme is indicated as an enzyme replacement therapy for the treatment of non-central nervous system (cns) manifestations of acid sphingomyelinase deficiency (asmd) in paediatric and adult patients.,<acid sphingomyelinase deficiency>,sanofi-aventis (suisse) sa,sanofi-aventis,67287,olipudase alfa,yes,yes,powder,,ema
