Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,DRUG_CODE
inhalation,31.10.2018,2018.0,authorised,TGA,approved,2020-01-20,2020,diseases of the respiratory system,"<asthma>; <pulmonary disease, chronic obstructive>",auspar-beclometasone-dipropionate-formoterol-eformoterol-fumarate-dihydrate-200707.pdf,small molecule,fostair,asthma and copd,no,asthma and copd,"<asthma>; <pulmonary disease, chronic obstructive>",chiesi australia pty ltd,chiesi,310360,beclometasone dipropionate/formoterol fumarate dihydrate,no,no,solution,pm-2018-03998-1-5,na,
oral,28.08.2012,2012.0,authorised,EMA,approved,2013-12-19,2013,infectious and parasitic diseases,<pulmonary tuberculosis>,sirturo-epar-public-assessment-report_en.pdf,small molecule,sirturo,sirturo is indicated for use as part of an appropriate combination regimen for pulmonary multidrug resistant tuberculosis (mdr tb) in adult patients when an effective treatment regimen cannot otherwise be composed for reasons of resistance or tolerability.,no,sirturo is indicated in adults (≥ 18 years) as part of combination therapy of pulmonary tuberculosis due to multi-drug resistant mycobacterium tuberculosis.,<pulmonary tuberculosis>,janssen-cilag international n.v.,janssen-cilag,ema/chmp/329898/2013,bedaquiline,no,yes,tablet,emea/h/c/002614/0000,na,
intravenous,18.12.2019,2019.0,withdrawn,EMA,approved,2020-07-23,2020,neoplasms; diseases of the blood and blood-forming organs,<multiple myeloma>,blenrep-epar-public-assessment-report_en.pdf,biologics,blenrep,"monotherapy for the treatment of multiple myeloma in adult patients, who have received at least four prior therapies and whose disease is refractory to at least one proteasome inhibitor, one immunomodulatory agent, and an anti-cd38 antibody, and who have demonstrated disease progression on the last therapy.",no,"monotherapy for the treatment of adult patients with relapsed or refractory multiple myeloma, who have received three prior lines of therapy including an anti-cd38 antibody, a proteasome inhibitor, and an immunomodulatory agent.",<multiple myeloma>,glaxosmithkline (ireland) limited,glaxosmithkline,ema/chmp/414341/2020,belantamab mafodotin,no,yes,powder,emea/h/c/004935/0000,na,
intravenous,08.03.2021,2021.0,withdrawn,Swissmedic,conditional marketing authorisation,2022-06-20,2022,neoplasms; diseases of the blood and blood-forming organs,<multiple myeloma>,assessment_report_swisspar_blenrep_final_mit_fi.pdf,biologics,blenrep,"monotherapy for the treatment of multiple myeloma in adult patients who have already received at least four prior therapy lines and whose disease is refractory to at least one proteasome inhibitor, one immunomodulatory agent and an anti-cd38 monoclonal antibody, and who demonstrated disease progression during the most recent therapy",no,"treatment of patients with relapsed/refractory multiple myeloma who have received at least four prior therapies including an anti-cd38 antibody, a proteasome inhibitor, and an immunomodulatory agent",<multiple myeloma>,glaxosmithkline ag,glaxosmithkline,67741,belantamab mafodotin,no,yes,powder,,na,
intravenous,03.02.2010,2010.0,authorised,EMA,approved,2011-04-14,2011,diseases of the genitourinary system,<rejection (psychology)>,nulojix-epar-public-assessment-report_en.pdf,biologics,nulojix,prophylaxis of graft rejection in adults receiving a renal transplant,no,prophylaxis of graft failure and dysfunction in adult patients receiving a renal transplant,"<transplantation, homologous>",bristol-myers squibb pharma eeig,bristol-myers squibb,ema/2098/2011,belatacept,no,no,powder,emea/h/c/2098,na,
intravenous,,,authorised,TGA,approved,2012-02-27,2012,diseases of the genitourinary system,<rejection (psychology)>,auspar-belatacept-120730.pdf,biologics,nulojix,prophylaxis of organ rejection in adults receiving a renal transplant.,no,prophylaxis of graft rejection and preservation of renal function in adults receiving a renal transplant.,<rejection (psychology)>,bristol-myers squibb australia pty ltd,bristol-myers squibb,aust r 179687,belatacept,no,no,powder,pm-2010-03075-3-2,na,
intravenous,04.06.2010,2010.0,authorised,EMA,approved,2011-05-19,2011,diseases of the musculoskeletal system and connective tissue,<systemic lupus erythematosus>,benlysta-epar-public-assessment-report_en.pdf,biologics,benlysta,add-on therapy in adult patients with active autoantibody-positive systemic lupus erythematosus (sle) with a high degree of disease activity despite standard therapy,no,"treatment of active, autoantibody-positive systemic lupus erythematosus (sle)",<systemic lupus erythematosus>,glaxo group limited,glaxo,ema/002015/2011,belimumab,no,no,powder,emea/h/c/002015,na,
intravenous,17.02.2012,2012.0,authorised,TGA,approved,2012-07-06,2012,diseases of the musculoskeletal system and connective tissue,<systemic lupus erythematosus>,auspar-belimumab-121031.pdf,biologics,benlysta,"add-on therapy for reducing disease activity in adult patients with active, autoantibody-positive systemic lupus erythematosus (sle) with a high degree of disease activity despite standard therapy",no,"reducing disease activity in adult patients with active, autoantibody-positive systemic lupus erythematosus (sle) who are receiving standard therapy",<systemic lupus erythematosus>,glaxosmithkline australia,glaxosmithkline,173078 and 173077,belimumab,yes,no,lyophilisate,pm-2010-01980-3-2,,
oral,18.11.2020,2020.0,authorised (under additional monitoring),TGA,approved,2021-11-11,2021,diseases of the blood and blood-forming organs,<chronic graft vs host disease>,auspar-belumosudil-220505.pdf,small molecule,rholistiq,rholistiq is indicated for the treatment of patients with chronic graft-versus-host disease (chronic gvhd) aged 12 years and older who have an inadequate response to corticosteroids.,no,the treatment of patients 12 years and older with chronic graft-versus-host disease (cgvhd) after failure of at least one prior line of systemic therapy.,<chronic graft vs host disease>,kadmon oceania pty ltd,kadmon,346583,belumosudil,no,yes,tablet,pm-2020-05433-1-6,na,
oral,23.11.2023,2023.0,authorised,EMA,approved,2024-12-12,2024,"neoplasms; diseases of the nervous system; endocrine, nutritional, and metabolic diseases",<renal cell carcinoma>; <von hippel-lindau disease>,welireg-epar-public-assessment-report_en.pdf,small molecule,welireg,renal cell carcinoma (rcc); von hippel-lindau (vhl) disease-associated tumours,no,renal cell carcinoma (rcc); von hippel-lindau (vhl) disease-associated tumours,<renal cell carcinoma>; <von hippel-lindau disease>,merck sharp & dohme b.v.,merck sharp & dohme,ema/18425/2025,belzutifan,no,no,tablet,emea/h/c/005636/0000,na,
oral,07.07.2022,2022.0,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,2024-03-21,2024,neoplasms; diseases of the nervous system; diseases of the digestive system,<von hippel-lindau disease>; <renal cell carcinoma>; <central nervous system hemangioblastoma>; <pancreatic neuroendocrine tumors>,swisspar_welireg.pdf,small molecule,welireg,"welireg as monotherapy is indicated for the treatment of adult patients with von hippel-lindau (vhl) disease who require therapy for vhl-associated renal cell carcinoma (rcc), central nervous system (cns) haemangioblastomas, or pancreatic neuroendocrine tumours (pnet), not requiring immediate surgery.",no,"welireg as monotherapy is indicated for the treatment of adult patients with von hippel-lindau (vhl) disease who require therapy for vhl-associated renal cell carcinoma (rcc), central nervous system (cns) haemangioblastomas, or pancreatic neuroendocrine tumours (pnet), not requiring immediate surgery.",<von hippel-lindau disease>; <renal cell carcinoma>; <central nervous system hemangioblastoma>; <pancreatic neuroendocrine tumors>,msd merck sharp & dohme ag,merck sharp & dohme,68531,belzutifan,yes,yes,tablet,,mhra,
oral,31.03.2021,2021.0,authorised (under additional monitoring),TGA,approved,2022-12-20,2022,neoplasms; diseases of the nervous system; diseases of the digestive system,<von hippel-lindau disease>; <renal cell carcinoma>; <central nervous system neoplasms>; <pancreatic neuroendocrine tumors>,auspar-welireg-230913.pdf,small molecule,welireg,"treatment of adult patients with von hippel-lindau (vhl) disease who require therapy for associated renal cell carcinoma (rcc), central nervous system (cns) haemangioblastomas, or pancreatic neuroendocrine tumours (pnet), not requiring immediate surgery",yes,treatment of adult patients with von hippel-lindau (vhl) disease who require therapy for associated renal cell carcinoma not requiring immediate surgery,<von hippel-lindau disease>; <renal cell carcinoma>,merck sharp & dohme (australia) pty ltd,merck sharp & dohme,355338,belzutifan,no,yes,tablet,pm-2021-00644-1-4,na,
oral,12.02.2019,2019.0,authorised,EMA,approved,2020-01-30,2020,"endocrine, nutritional, and metabolic diseases",<hypercholesterolemia>,nilemdo-epar-public-assessment-report_en.pdf,small molecule,nilemdo,"nilemdo is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet: in combination with a statin or statin with other lipid lowering therapies in patients unable to reach ldl-c goals with the maximum tolerated dose of a statin (see sections 4.2, 4.3, and 4.4) or, alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.",no,"nilemdo is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet: in combination with a statin or statin with other lipid lowering therapies in patients unable to reach ldl-c goals with the maximum tolerated dose of a statin or, alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.",<hypercholesterolemia>; <dyslipidemias>,fgk representative service gmbh,fgk,ema/004958/2020,bempedoic acid,no,no,tablet,emea/h/c/004958/0000,na,
oral,12.02.2019,2019.0,authorised,EMA,approved,2020-01-30,2020,"endocrine, nutritional, and metabolic diseases",<hypercholesterolemia>,nustendi-epar-public-assessment-report_en.pdf,small molecule,nustendi,"nustendi is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet.",no,"nustendi is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet.",<hypercholesterolemia>; <dyslipidemias>,fgk representative service gmbh,fgk,ema/chmp/86205/2020,bempedoic acid / ezetimibe,no,no,tablet,emea/h/c/004959/0000,na,
intravenous,,,authorised,TGA,approved,2014-06-26,2014,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, lymphocytic, chronic, b-cell>; <non-hodgkin lymphoma>; <lymphoma, mantle-cell>",auspar-bendamustine-150106.pdf,small molecule,ribomustin,"first-line treatment of chronic lymphocytic leukaemia (binet stage b or c); previously untreated indolent cd20-positive, stage iii-iv non-hodgkin's lymphoma, in combination with rituximab; previously untreated cd20-positive, stage i/ii-iv mantle cell lymphoma in combination with rituximab, in patients ineligible for autologous stem cell transplantation; relapsed/refractory indolent non-hodgkin's lymphoma.",no,"first-line treatment of chronic lymphocytic leukaemia (binet stage b or c); previously untreated indolent cd20-positive, stage iii-iv non-hodgkin's lymphoma, in combination with rituximab; previously untreated cd20-positive, stage i/ii-iv mantle cell lymphoma in combination with rituximab, in patients ineligible for autologous stem cell transplantation; relapsed/refractory indolent non-hodgkin's lymphoma.","<leukemia, lymphocytic, chronic, b-cell>; <lymphoma, non-hodgkin>; <lymphoma, mantle-cell>",janssen-cilag pty ltd,janssen-cilag,211684 and 211685,bendamustine hydrochloride,yes,no,powder,pm-2013-01517-1-4,,
oral,04.10.2021,2021.0,authorised,Swissmedic,approved,2023-04-06,2023,"endocrine, nutritional, and metabolic diseases; diseases of the nervous system; diseases of the circulatory system",<polyneuropathies>; <cardiovascular diseases>; <diabetes mellitus>,swiss_public_assessment_report__milgamma.pdf,small molecule,milgamma,"treatment of disorders responding to administration of vitamin b1, such as: treatment and prophylaxis of vitamin b1 deficiency that cannot be corrected by dietary means; treatment of neurological disorders associated with vitamin b1 deficiency, such as alcoholic or diabetic polyneuropathy, which can manifest as sensory disturbances (e.g. pain, tingling, numbness) in the extremities; treatment of cardiovascular disease associated with vitamin b1 deficiency in people with diabetes mellitus.",no,"treatment of conditions that are responsive to vitamin b1 administration, such as treatment and prophylaxis of vitamin b1 deficiency conditions, if they cannot be solved by dietary means. treatment of neurological disorders associated with vitamin b1 deficiency, such as alcoholic or diabetic polyneuropathy, which can manifest in sensory impairments (e.g. pain, tingling, numbness) in the extremities. treatment of cardiovascular disorders associated with vitamin b1 deficiency in diabetic patients.",<polyneuropathies>,maras ag,maras,68695,benfotiamine,yes,no,tablet,,na,
